"Register"	"Text"	"Left"	"-5;5"	"Right"
"s"	"S-BEABXw-0353-419"	"şimdi gözü sürekli böyle ederdi"	"konuşurken."	"Şimdi adam da onu kendine"
"s"	"S-AAAAFZ-0383-1270"	"Şimdi burada iki tanesi üzerinde"	"konuşmamın"	"bu ikinci bölümünde duracam; çünkü"
"s"	"S-BEABXu-0442-214"	"Şimdi bunları yapacak mısınız? Böyle"	"konuşuyor."	"Kim? Elimde kalcak matematikci. Bizim"
"s"	"S-ADABPZ-0134-1476"	"Şimdi ben ee önce ee"	"konuşmaktan"	"da keyif duydum, çünkü biraz"
"s"	"S-ADABPZ-0134-184"	"Şimdi <öksürme> öyleyse tekilciler yine"	"konuşuyor"	"ne diyorlar; evrenselin ayrıca şu"
"w"	"W-KA16B4A-1297-215"	"şilteye attı. İçine girmesini bekledi."	"Konuşmuyorlardı."	"Akıntıların onu alıp döndürdüğü ve"
"w"	"W-PG09C3A-0021-1632"	"şikâyetçi miyiz? Ben güç halle"	"konuşmaya"	"çalışıyorum. ""Hayır, hayır, şakaydı""... Hangi"
"s"	"S-BEABXO-0376-15"	"şikayet etmiş. Ben bunla telefonla"	"konuşuyum."	"Geldi asta bakıcı dışarıda. Aldı"
"w"	"W-LI22C4A-0741-1054"	"Şiirler""de birinci tekil kişinin kipiyle"	"konuşan"	"eyleyen'in, o kitabın yazarıyla uzaktan"
"w"	"W-TI44F1D-5109-113"	"Şiir yazar ve okurum. Etkili"	"konuşma"	"tarzım vardır. Giyinmeyi bilir ve"
"s"	"S-BEABXO-0074-137"	"şeymiş daha dindarmış. Hıı. Çok"	"konuşuyormuş."	"Yaa. Oğlan çok konuşuyormuş. Hatice"
"s"	"S-BEABXO-0075-852"	"Şeyleri yorumcuları da bu şekilde"	"konuştu."	"Zaten bugüne kadar birader hiç"
"s"	"S-ADBBAo-0443-543"	"şeyler özellikle beni rahatsız ediyor."	"Konuşulan"	"kelimelerin bir çoğu hep yanlış"
"w"	"W-UA16B3A-1132-1502"	"şeyler söyleyebilirdim ama toplantıda kalkıp"	"konuşmak"	"benim çekingen doğama pek uygun"
"w"	"W-TA16B1A-0919-1426"	"şeyi yapıyor da konuşmuyor sırf."	"Konuşmayan"	"Adam konuşmayan tüm varlıkların temsilcisi"
"s"	"S-BEABXO-0325-277"	"şeyi kesti. Ama biz Nasia'yla"	"konuşuyoduk."	"Yani hani ben, o bana"
"s"	"S-ADABPZ-0134-766"	"şeyi kendi akıl süzgeçlerinden demin"	"konuştuğunuz"	"anlamda ama akıl süzgeç süzgeçlerinden"
"s"	"S-BEABXO-0269-26"	"şeyi diyolar. Ne diyolar? ""Sen"	"konuşuyosun,"	"sen konuşuyosun."" Çok şaşırıyolar yani"
"w"	"W-SE39C3A-0205-1892"	"şeyhi Osman Salaheddin Dede'yle siyaset"	"konuşmadığını"	"düşünmemiz biraz saflık olmaz mı?"
"s"	"S-BEABXs-0130-140"	"Şeyde şeyde binaltıyüzlü yıllarda böyle"	"konuşuyorlarmış."	"Günaydın demiyorlarmış ey güneşin doğmuş"
"s"	"S-BEABXO-0319-256"	"şeyde sinir oluyorum aynı anda"	"konuşuyolar,"	"mesela 4 kişiydik ya biz"
"s"	"S-BEABXO-0441-1293"	"şey. O yüzden insanın büyük"	"konuşmaması"	"lazım. Bence de. Ve bunu"
"w"	"W-CA16B3A-0577-344"	"Şey'ler çerez yemişler ama, çerez"	"konuşmamışlar,"	"arada bir poflayarak Aaaah şu"
"s"	"S-ADABPZ-0119-1244"	"şey yoktur. O kadar emm"	"konuşmamız"	"esnasında emm bana dedi ki"
"s"	"S-BEABX\-0065-285"	"Şey yapıyoruz. Güzel güzel konuşuyo."	"Konuşuyo"	"güzel güzel konuşuyo. 2 sene"
"s"	"S-BEABXO-0128-1708"	"şey yaparsın bende söylerim. Biraz"	"konuşmak"	"istiyoruz hocayla diye. O seni"
"s"	"S-AEABUZ-0021-405"	"şey var. Veya bi kürsüde"	"konuşurken,"	"insanlar kürsü karşısında daha rahattırlar."
"s"	"S-BEABXO-0075-1715"	"şey söyliyim mi? Yani açık"	"konuşmak"	"gerekirse yani KPSS kursları artık"
"w"	"W-UI45F1D-4705-800"	"şey söyleniyor; çok yorum yapılıyor."	"Konuşanlar"	"arasında konuyu bilen uzman kişiler"
"w"	"W-FI09C3A-1292-2306"	"şey söyledi. Kendi güldü. Önerge"	"""Konuşmalar"	"beş dakika olsun."" Kemal çıktı"
"w"	"W-PA16B2A-0692-977"	"şey sormadan gaza basmıştı. Kimse"	"konuşmuyordu."	"Dimitri Kalaycıoğlu'nun içinde ne korku"
"s"	"S-BEABXO-0319-1562"	"şey sorcam. Şimdi biz bu"	"konuşma"	"esnasında gülüyoruz falan ya. Onları"
"s"	"S-AAABXN-0004-613"	"Şey o vokal varya. Hmm"	"konuştun"	"mu? Yok ben otobüsteydim. Zaten"
"w"	"W-QD36C0A-0222-764"	"şey o kadar açık ki;"	"konuşarak"	"varılacak bir yer yok. Adamlar"
"w"	"W-NA16B4A-0431-1211"	"şey konuşmak istiyordum. Benim seninle"	"konuşacak"	"bir şeyim yok Çetin. Bir"
"w"	"W-ND30D1B-2187-2497"	"şey kaçmıştı. Kendi iddiasına göre"	"konuşma"	"1992 yılındaydı. Ama sorumluluğu yüklediği"
"s"	"S-BEABXO-0348-168"	"Şey de çok güzeldi, horse'la"	"konuşuyordu"	"herkes dalga geçmişti. <gülerek> Hıı,"
"w"	"W-TI22C4A-0825-462"	"şey bir bir, yalnız o"	"konuşuyor."	"Konuşurken suların buğusunda salınıp akan"
"s"	"S-ADABAo-0355-315"	"şey ayrıdır yani işte bakanlar"	"konuşuyo,"	"bi takım şeyleri yapıyolar zorluyolar"
"w"	"W-FA16B3A-3371-2145"	"Şeref hiddetlenir. ŞEREF Hanımefendi doğru"	"konuşun."	"Ben hırsız mırsız değilim... Birden"
"w"	"W-MF25D1B-2141-1748"	"şeklinde uyarıda bulundu. Rasmussen şöyle"	"konuştu"	"""Böyle bir sonuç, para birimimizi"
"w"	"W-CH03A1B-2377-1439"	"şekil ve sıkıntılarından azade olarak"	"konuşmaktadır."	"Ancak, beşer lisanıyla ifâde etmek"
"s"	"S-ADABAo-0355-1952"	"şeker gibiydi 61 Anayasası. 50'lerde"	"konuşabilir"	"miydin? Adamı içeri atarlar. Bugün"
"s"	"S-ADABPZ-0112-1608"	"Şaşılık, görme kusuru işitme ve"	"konuşma"	"kusurları yutma bozuklukları ve sara"
"w"	"W-JA16B2A-1012-351"	"şaşmış gibiydi. ""Var ya... Hepsiyle"	"konuşsanız"	"bile, bir sonuç alamazsınız hem."
"w"	"W-OE30D1B-2117-1487"	"Şaron'la telefon konuşmaları yaptığı bildirildi."	"Konuşmalar"	"hakkında ayrıntılı bilgi verilmedi. Başkan"
"w"	"W-RI09C2A-0023-229"	"şarkılar mırıldanan, işi dışında pek"	"konuşmayan"	"bir kız. Aslında dişçiymiş ama"
"w"	"W-SE36E1B-3352-2217"	"şarkıda ise Bush'un yaptığı bir"	"konuşma"	"yer alıyor! Tevellüdü müsait olanlar"
"w"	"W-QA16B1A-1731-860"	"şampiyonluğuyla ülkeyi nasıl onurlandırdığını anlattı."	"Konuşmasını"	"bir Galatasaraylı olmaktan gurur duyduğunu"
"s"	"S-ACABQq-0422-1306"	"şahsım adına söz almış bulunuyorum;"	"konuşmama"	"başlamadan önce hepinizi saygıyla selamlıyorum."
"w"	"W-QA16B2A-1314-1919"	"ışıktan bahsedecekler sessiz sessiz, elleriyle"	"konuşarak"	"""Kuyruklu yıldızın lafı mı olur?"
"s"	"S-AEABTZ-0040-1067"	"ıı mühendislik etiği içersinde sür"	"konuşmaya"	"devam edeceğiz. Elektrik mühendisleri odası"
"s"	"S-AEABTZ-0040-1286"	"ıı hatırlattığı. Ben ıı sanırım"	"konuşmamda"	"o ilan tarihini 1976 olarak"
"w"	"W-KE39C3A-1352-1541"	"ırk teoride bugün Hint-Avrupa dillerini"	"konuşan"	"toplulukların ortak niteliği olarak kullanılmaktadır."
"w"	"W-RA16B2A-0316-1464"	"Üçüncü çalışında açtım ve onun"	"konuşmasını"	"beklemeden, ""Canım, geldin mi?"" diye"
"s"	"S-BEABXW-0173-704"	"üç gün vardı işte aradı"	"konuştuk"	"ben onların otelde... <B> Arkadaşlar"
"w"	"W-LD03A4A-0254-1178"	"Üzümden birkaç tane aldım. Ve"	"konuşmaya"	"devam ettim. Diğer temel varoluş"
"w"	"W-LE39C4A-0571-978"	"üzüldü. ""Birkaç fanatiğin densizliği,"" diye"	"konuştu"	"Biz siyasete Sayın Demirel için"
"w"	"W-OE09C2A-0411-1089"	"üzgündü. Hücrelerden çıt çıkmıyordu. Kimse"	"konuşmuyordu."	"Sanki dokunsan herkes hep birlikte"
"s"	"S-ADABPZ-0135-1704"	"üzerine nötr tarafsız bir noktadan"	"konuşmak"	"mümkün değildir. Ahlaklar üzerine yine"
"w"	"W-KG43C4A-3334-1876"	"üzerine istetseniz biraz konuşalım. Herkes"	"konuştu"	"ama, sizin fikrinizi hiç almadık.."
"s"	"S-ADBBI^-0326-521"	"üzerinde. O konu da herkesle"	"konuşulmaması"	"gereken, çok özel bir konu."
"w"	"W-LE39C3A-0454-1227"	"üzerinde ve Avrupa'nın göbeğinde Türkçe"	"konuşan"	"bir ""diaspora"" yaşıyor. Bir, bu"
"w"	"W-OA16B4A-0046-1299"	"üzerime atılarak yakama yapıştı, 'Ne"	"konuşacağız"	"oğlum' diyerek bağırmaya başladı. 'Ne"
"w"	"W-FE09C2A-0419-1249"	"üzere, karşısındaki komutan ve öğretmenlerle"	"konuşmuş"	"olmamak için, hatta onların yüzlerine"
"w"	"W-TI42E1B-2942-855"	"üzdü mü diye? Aynaya bakarım..."	"Konuşurum"	"kendimle, gözlerimle ve sonra kalbime"
"s"	"S-AEABTZ-0040-1196"	"üz özür dilerim. Sayın başkan"	"konuşmanızda"	"bahsettiğiniz Ukrayna'daki o ıı 125.000"
"w"	"W-MD39C4A-1080-1929"	"Üyesi Prof. Taha Parla ile"	"konuşmasını"	"okudum. Değerli bir hukuk adamının"
"w"	"W-DA16B3A-1040-2251"	"Üstünde pijamalarla, ne homurdanıyosun, kimle"	"konuşuyosun?"	"Söyliyeceklerimi prova etmem isabetli olacaktır"
"w"	"W-QA16B2A-0321-49"	"üstlerine vazife olmayan konularda da"	"konuşmak"	"zorundadırlar. Örneğin Ortaçağ Hıristiyanlığının bir"
"w"	"W-QI09C2A-1069-1047"	"Üstelik bizlerle dünya politikasını bile"	"konuşuyordu."	"Kimseye de umacılık etmiyor, hatta"
"w"	"W-EA16B3A-0490-1044"	"üst üste atıp ileri uzattı."	"Konuşurken"	"Celil'e bakıyordu. ""Aklında olsun, bir"
"w"	"W-WI45F1D-4721-850"	"ürünlerini kullanmak, reklamlarını görmek, hakkında"	"konuşulanları"	"duymak gibi deneyimler, markanın bizim"
"w"	"W-MF10E1B-2864-1215"	"üretmek önem kazanıyor. ONLARIN DİLİYLE"	"KONUŞUN"	"Y Kuşağı, dijital medyanın yarattığı"
"w"	"W-PD20C3A-0512-1552"	"üreten, yöneten liderlerini bekliyor. Konuşan,"	"konuştuğu"	"dinlenen liderlerini bekliyor. Kendilerini yok"
"w"	"W-LI27D1B-2812-1300"	"ünlü kemancı Sarah Chang şöyle"	"konuştu"	"""Seyirciniz olağanüstü, bu kadar elit"
"w"	"W-PD20C3A-0512-1081"	"ülkücülerle kucaklaşacaktır. Eksikler tespit edilecek,"	"konuşan"	"bir liderle yola devam edilecektir."
"s"	"S-ACABQq-0429-1925"	"ülkenin özgür parlamentosunda özgürce konuşacaksam,"	"konuşacağım."	"Söylediklerim, Türkiye Büyük Millet Meclisinin"
"w"	"W-ME30D1B-2083-269"	"ülkelerince desteklenmediğini söyledi. ABD Kongresi'nde"	"konuşan"	"Albright, Başkan Bill Clinton yönetiminin"
"w"	"W-OE30D1B-2085-80"	"ülkede insanlar korku içinde"" diye"	"konuştu."	"Gösteriye katılan Maria Ruzicka ""IMF"
"w"	"W-TC29D1B-2800-2450"	"ücret karşılığı 1000 dakika ücretsiz"	"konuşma"	"imkânı, 3 milyona yakın kamu"
"w"	"W-TE30D1B-2111-1944"	"ücret almadan dosyalama, toplantı hazırlığı,"	"konuşma"	"metni hazırlama gibi işler yapacak."
"w"	"W-SI22C3A-0559-1248"	"Öğütlerinin maskesi düştüğü zaman karşısındakinin"	"konuşmasını"	"da ciddiye almadıkları hemen belli"
"w"	"W-QD37C2A-0506-1612"	"Öğretmeninin ""taktığını"", sıra arkadaşının çok"	"konuşarak"	"dikkatini dağıttığını cümle âleme ilan"
"w"	"W-GA16B2A-0616-1373"	"öğretiyor. Onunla, candan bir dostla"	"konuşur"	"gibi konuşuyorsun (ama her zaman"
"s"	"S-ADABPZ-0135-1574"	"öğretim üyeleri aslında <B> buradaki"	"konuşma"	"sırasına göre Arslan Topalkaya önce"
"w"	"W-OE09C2A-1533-300"	"öğretim elemanları ve öğrencilerle de"	"konuştu."	"Dersleri ve çeşitli öğretim faaliyetlerini"
"s"	"S-ADABPZ-0112-1599"	"Öğrenme güçlükleri olabilir. Dil becerisinde"	"konuşma"	"gelişiminde emm yetersizlik olabilir. Yaşından"
"w"	"W-MA16B3A-0039-2271"	"öğrendiniz?"" ""Onunla annesi hep Fransızca"	"konuştu"	"da. Ana dili gibi, Türkçeyle"
"s"	"S-BEABX\-0065-301"	"Öğrendi mi konuşmayı? Hıı öğrendi,"	"konuşuyo."	"Şey yapıyoruz. Güzel güzel konuşuyo."
"s"	"S-ADABPZ-0134-386"	"öğrencisiyim. Pedere, buyrun. Ulu Hoca"	"konuşurken"	"onu dinlerken tabi söylediklerini tam"
"w"	"W-VD02A3A-2654-527"	"öğrencilerin ileride tekrar kendine aralarında"	"konuşup"	"konuşmayacağını belirleyebilir. Albert Bandura'nın ortaya"
"w"	"W-MD39E1B-2928-2486"	"öğrencilerin herhangi bir konu üzerinde"	"konuşturulması,"	"tek tip -gruplar hâlinde- sınıfça"
"w"	"W-TA16B3A-0450-1155"	"öğrencilerin bilgileri karşısında şaşırmıştı. Bazen"	"konuşulan"	"konuyu bile anlamadığını fark etmişti."
"s"	"S-BEABXB-0003-698"	"öğlen dört falandı. Hıı Face'de"	"konuştuk"	"zaten diyo emm... şey Burgerking'e"
"w"	"W-ND39C4A-1760-294"	"özürlü insanların yaşaması doğaldır,"" diye"	"konuştu."	"Deniz Baykal ""Saldırılar, Atatürk'ün kurduğu"
"s"	"S-ADABPZ-0135-1310"	"özünden özgür. Şunu hemen belirtim."	"Konuşmam"	"da hep tabi özgürlükle de"
"w"	"W-FD36E1B-2848-990"	"özneleri sıralanmış kümelerin ikilliğine, çağcıl"	"konuşma"	"evreninin bu dört başı bayındır"
"s"	"S-BEABXO-0325-825"	"Özlem bi konuştu <gülerek> tam"	"konuştu."	"<gülme> Bizim oda arkadaş benim"
"w"	"W-OA16B4A-0049-648"	"özledim canım, dedi. Gelecek misin"	"konuştuğumuz"	"gibi, yoksa plan değişti mi?"
"s"	"S-ADABPZ-0134-1578"	"özgürlükler, benimde Musa Bey'in de"	"konuşma"	"da daha çok bu geçiyo,"
"s"	"S-BEABXO-0436-1998"	"özgür anne gazandım didi ya"	"gonuşamadı"	"özgür öle diyince ben ağladım"
"s"	"S-BEABXp-0156-381"	"özellikle de kanser hastalarıyla emm"	"konuşurken"	"dilin hangi fonksiyonunu... Doktoru nerden"
"w"	"W-SH03A3A-1390-2382"	"özelleştirilmiş bir konu olur. Karşılıklı"	"konuşulabilir,"	"ancak çekişme olmamalıdır. 'Anyting goes',"
"s"	"S-ADABAo-0311-1909"	"özel yetenek sınavı koşulları, bunları"	"konuşacağız."	"Kiminle konuşucaz? Haliç Üniversitesi konservatuar"
"s"	"S-ADABPZ-0356-1378"	"Özcebe hocamıza teşekkür ediyoruz. Şimdi"	"konuşmalarını"	"yapmak üzere Mersin Üniversitesi Tıp"
"s"	"S-AEABUZ-0021-209"	"Özcan Deniz'i de aynı kişi"	"konuşuyor."	"Çünkü Özcan Deniz kendini konuşamaz."
"s"	"S-ACABQq-0423-1433"	"Öymen dikkat etmediler veyahut da"	"konuşmaları"	"sırasında tam takip edememiş olabilirler."
"s"	"S-BEABXw-0353-514"	"öyle şiye. Öyle şey de"	"konuşulmaz,"	"konuşmaya gelmez. 3.gatın görevlisi diyor"
"s"	"S-BEABXO-0071-1064"	"öyle yapıyossun falan der yumuşak"	"konuşmaya"	"başlar. Niye solladın geçiyon der"
"s"	"S-ADBBI^-0042-1725"	"öyle olsun, tabii fazla iddialı"	"konuşmak"	"mümkün değil... Ancak Amerika'da da,"
"s"	"S-BEABXO-0393-1978"	"Öyle böyle derken gizli <B>"	"gonuşurken"	"diyor vallaa ben seni istiyom"
"w"	"W-MI32D1B-2565-1391"	"ötürü vaktinden önce yıpranmış. Açık"	"konuşalım,"	"çoğumuz iyice sıkışmadıkça kadın doktorunun"
"w"	"W-MA16B3A-1550-708"	"öteki gençle tokalaştı. Birkaç cümlelik"	"konuşmadan"	"sonra da yeniden adama döndü"
"w"	"W-SB04A2A-1269-175"	"Örneğin, memeliler içinde sadece insanoğlunun"	"konuşabilmesi"	"ya da öğrenebilmesi, onun beyninin"
"s"	"S-ADABIA-0265-1821"	"örnek verelim, işimiz o, onu"	"konuşalım."	"Sektör çok kuvvetli, ee ihracat"
"w"	"W-FE39C0A-0250-2389"	"örgütlen içinde böyledir. Çok kişiyle"	"konuştum,"	"özellikle sohbetler herkes beklenti içinde"
"s"	"S-ACABQq-0429-513"	"önünü boşaltsınlar. Sayın Başkan, böyle,"	"konuşulmaz"	"ki. Efendim konuşuyor. Efendim iki"
"w"	"W-FA16B2A-1369-1475"	"önünden geçip selam verdiği marangozlarla"	"konuşmayı"	"zor bulduğundan, biraz yürüyüp tanımadık"
"w"	"W-PA14B4A-1627-2408"	"önündeki minderlere oturarak yavaş yavaş"	"konuşan,"	"mangalları karıştıran, fasulye ayıklayan, Kuran"
"w"	"W-EI36C1A-1532-84"	"önündeki futbol tutkunu oynamıyor, ama"	"konuşuyor,"	"Eco'nun deyişi ile gevezelik ediyor."
"w"	"W-SA16B2A-0311-4"	"önündeki arabaya eğilip eğilip kızıyla"	"konuşuyordu."	"Adam yoktu ortalıkta. ""Tabii olmayacak"""
"w"	"W-EE02A1A-2624-2493"	"önümüzdeki günlerde tekrar mühürleyeceğiz şeklinde"	"konuştu."	"Mahkemenin son kararı Ayaspaşa Çevre"
"w"	"W-SI45E1C-5077-2064"	"öneriyorum. Arkadaşlarınla gün boyunca ""İngilizce"	"konuşmaya"""	"çalışabilirsiniz örneğin. Sitedeki diğer makaleleri"
"s"	"S-ACAAPZ-0327-1273"	"önerisi sunarak Mustafa Bey'in benim"	"konuşmamı"	"engelleme gayretlerini boşa çıkarabilirdim. <Gülme>"
"s"	"S-ACABQq-0429-1637"	"önergesinin oylamasını yapmak. Sayın Başkan,"	"konuşma"	"olanağının kalmadığını görüyorum. Kanun tasarı"
"w"	"W-PE09C1A-1528-663"	"Öner konuştular. Ağabeyim Hayri Öner"	"konuşmasında"	"savcı-polis ilişkilerine ağırlık verdi ve"
"w"	"W-GG37C3A-0399-1102"	"önemli rolü. Görüntüsü muhteşemdi. Ama"	"konuşmaya"	"başlayınca... A, a, yoksa ben"
"s"	"S-ADAABo-0367-331"	"önemli mi? İbn-i Haldun'u niye"	"konuşuruz?"	"Bugün hocam bunu niye gündeme"
"w"	"W-PE09C3A-1514-239"	"önemli meselelerin cereyan ettiği veya"	"konuşulacağı"	"zamanlarda hiç içmezdi... Gündüz içmenin"
"s"	"S-ADABCo-0223-593"	"önemli başarılar elde ettik. <B>"	"konuşturulması"	"gibi. Tabi şimdi bu emm"
"w"	"W-PD18E1C-4164-463"	"önemi, benzeri üniversitelerin diğer Türkçe"	"konuşan"	"Orta Asya ve Kafkasya Cumhuriyetleri"
"s"	"S-AEABUZ-0021-1624"	"önemi nedir? Bi de kullanacağımız"	"konuşma"	"tarzı ses diksiyon neden önemlidir?"
"s"	"S-ACABTZ-0336-1934"	"önem veriyorum. Böylece daha serbest"	"konuşabiliyoruz."	"Yani kamu görevlisinin kısıtları altından"
"s"	"S-ADABAo-0355-500"	"öncü sınıfı falan ondan sonra"	"konuşulur,"	"böle hiçbi şey yok ortada."
"w"	"W-KE39C3A-0586-499"	"öncesinde çok gergindi. Eralp'ı çağırdı,"	"konuşma"	"metnini beğenmemişti. Somali'ye asker göndermeyle"
"w"	"W-QD30D1B-2202-2229"	"öncesinde ve devre arasında yaptığı"	"konuşmada"	"kişilik haklarına ağır saldırıda bulunduğu"
"s"	"S-ADAB]o-0110-1888"	"önceki... Evet Yani bu, bunu"	"konuşacaksak"	"aslında niye muhalif hareketler bu"
"s"	"S-ACABQq-0422-663"	"önceki konuşmamda süremi de aşarak"	"konuştum;"	"dolayısıyla, yeni bir talebimiz söz"
"s"	"S-AEABTZ-0040-56"	"önceden çalışıyor biz bunları yeni"	"konuşuyoruz"	"ama 1997'de bu raporun benzerini"
"w"	"W-UI22E1B-2914-2031"	"önce çiçek açmaz... Papağan da"	"konuşur,"	"sözü insan gibi, ama özü"
"w"	"W-FA16B1A-1503-1677"	"önce yaptığı konuşmalar olduğu için,"	"konuşma"	"denilen şey hiç yok mu?"
"s"	"S-BEABXw-0403-1159"	"Önce sesimi çıkarmadım. Hatta benle"	"konuşmasın"	"diye kulaklığı falan taktım. Gidiyoruz"
"w"	"W-KE09C3A-3333-1305"	"önce İTÜ Maden Fakültesi anfisinde"	"konuşma"	"yapan genç, birkaç arkadaşının omzunda"
"s"	"S-AEABTZ-0040-400"	"önce hazır ee enerji bakanımız"	"konuşurken"	"ben de misafir olarak bir"
"s"	"S-ADABPZ-0134-463"	"Önce bunu sormak istiyorum. Bunu"	"konuşunca"	"kavramlar boşalıyor mu? Hayır o"
"w"	"W-XI45E1C-5070-2135"	"Ömür Gedik ev sahibi gibi"	"konuşup,"	"engin sinema bilgisiyle adayları yorumlamaktan"
"w"	"W-FA16B3A-0080-1893"	"ömrü boyunca bir daha anımsayıp"	"konuşmayacağı"	"bir yöntemle, şöyle bir hamlede"
"s"	"S-BEABXO-0436-1996"	"ölsem yüzüne bakmam yapma diyom"	"gonuşma"	"diyom. Zeliya hak ediyo. Niye"
"s"	"S-BEABXO-0436-1963"	"öle tamam şurda arkalı önlü"	"gonuşuyoruz"	"gidip o laf sana anlatılır"
"w"	"W-TE36E1B-3353-1917"	"öldürdü ve biri kaçtı. Bu"	"konuşulmalı!"	"Bütün yollarda mayınlar patlıyor. O"
"w"	"W-NA16B0A-1683-50"	"Ökmen de, kimi günler bu"	"konuşma"	"biçimini taklit ediyordu. Çoğu defa"
"w"	"W-DA16B4A-0082-911"	"öfkeleniyordu. Rosemary, sakin bir sesle"	"konuştu"	"Çok sıcak bu gece. Nehirin"
"w"	"W-TI45F1D-4704-618"	"Öcalan, Mahir Sayın ile yaptığı"	"konuşmaları"	"içeren Erkeği Öldürmek kitabında ""casuslar"""
"w"	"W-VH20C4A-4854-1119"	"öbürü yarım saatlik. Bir saatlik"	"konuşmamda"	"konumu anlatacağım. Herkesin anlayabileceği genel"
"w"	"W-PA16B4A-0877-1462"	"çıkıyor, küçük alışverişler yapıyordu, hiç"	"konuşmadan."	"Yürürken meraklı, kocaman gözlerle izliyordu"
"s"	"S-AEABAo-0016-1724"	"çıkıyor yine. Bunla ilgili biraz"	"konuşmak"	"ister misiniz? Kemal karakteri ne"
"s"	"S-BEABXn-0100-764"	"çıkıcaksınız ama orda hiç konuşmıcaksınız."	"Konuştuğunuzda..."	"Orda... Bi şey sorucam. Dilek"
"w"	"W-JI09C1A-0558-1925"	"çıktığımda ikisi başbaşa küçük odada"	"konuşuyorlardı."	"Hakan'ın çok zor durumda olduğunu,"
"s"	"S-BEABXs-0130-713"	"çıktığım evi tutucak işte onla"	"konuştuk"	"adresi istiyor, işte ev sahibinin"
"w"	"W-LE39C3A-0067-1776"	"çıktığı yeri ararken hep şiir"	"konuştular."	"(Haydi sen söyle Kirvem, sen"
"w"	"W-TG09C2A-1174-2091"	"çıktık. Babamların arkadaşı Mübeccel Abla"	"konuşmalarımız"	"sırasında babama o tarihte durumunun"
"s"	"S-BEABXO-0269-293"	"çıktı tom ve ceri'nin. Onda"	"konuşuyo."	"Kedi de, fare de. İlk"
"w"	"W-QE30D1B-2120-127"	"çıkmadı ve sınırdışı edildiler"" diye"	"konuşmuştu."	"Japon pilot kokpitte uyurken yakalandı!"
