"Register"	"Text"	"Left"	"-5;5"	"Right"
"s"	"S-ADBBAo-0443-2139"	"şeyi tam manası ile öğretmeye"	"çalışırdı."	"Abim sonra dişlerini yaptırdı söyleyebiliyor."
"s"	"S-BEABXg-0088-71"	"şeye üniversite mezunu getirecem fabrikada"	"çalıştıracam"	"bu adama diyo ben ne"
"w"	"W-NA16B4A-0054-321"	"şeye peki demezdi. Hülyalar'a ingilizce"	"çalışmaya"	"gideceğimi söyledim, yediden önce evde"
"s"	"S-BEABXE-0082-134"	"şeye bakmak için Alanya'da falan"	"çalıştım"	"ya. Şeyde Antalya'da Belekte. Hıı."
"w"	"W-KE39E1B-2839-718"	"şeyden vazgeçerek bunu gerçekleştirmeye de"	"çalıştım."	"Ancak ben, siyasete karışmış, siyasi"
"s"	"S-ADBBAo-0443-2458"	"şey. O gidecek başka yerlerde"	"çalışacak,"	"ben gideceğim başka yerlerde çalışacağım."
"w"	"W-II09C3A-1506-1111"	"şey, bana hangi problem üzerinde"	"çalışmayı"	"önereceği idi. O ise bundan"
"s"	"S-ADABII-0439-1432"	"şey yok. Yani öğrencilik ile"	"çalışma"	"yaşamı arasında bir fark oluşuyor"
"w"	"W-RE36E1B-3293-1707"	"şey yapmıştı ve kendini affettirmeye"	"çalışıyordu"	"ya da gerçekten dünyanın sonu"
"s"	"S-ADABI^-0162-2082"	"şey yapmamın nedeni hep dilbilimi"	"çalışırken"	"disiplinlerarası okumalar yapmaya gayret ettim"
"s"	"S-AEABTZ-0040-1647"	"şey yaparsanız Ama cevap vermeye"	"çalışıyorum."	"Yani bilmiyorum eğer elimden gelecek"
"s"	"S-BEABXn-0351-1736"	"şey var. Sürekli insanları ayırmaya"	"çalışıyorlar"	"yani. Sağ, sol, ülkücü, devrimci,"
"s"	"S-BEABXO-0452-2132"	"şey var. Geçmişe yönelik konuları"	"çalışırım"	"malışırım diye düşünüyosan ohul gibi"
"s"	"S-BEABXO-0128-2176"	"şey tabi o sakinliği böle"	"çalışıp"	"yorulup akşamüstü böle rahat rahat"
"s"	"S-ADABAo-0355-1239"	"şey soruyolar Topkapı Sarayı'nda gönüllü"	"çalışmak"	"istiyoruz napalım, kime ulaşcaz, nası"
"s"	"S-BEABXn-0349-656"	"şey rap söylüyodum ona ders"	"çalışmasın"	"diye. <gülme> <gülerek> Kafası ya."
"s"	"S-BEABXp-0156-2241"	"şey olur güzel olur, güzel"	"çalışılır."	"Hı-hı. Metaphor and embodiment diye"
"s"	"S-BEABXO-0168-2188"	"şey geçen sene sekiz saat"	"çalışıoduk"	"ya hani dörtte falan bırakıyoduk."
"w"	"W-NE37C3A-0030-1065"	"şey değil. Görece bilinçli imaj"	"çalışmalarının,"	"dönem koşullarıyla da beslenen bir"
"s"	"S-ADBBI^-0326-1746"	"şey bulmam lazım. Terzinin yanında"	"çalışıyordum,"	"boncuk moncuk işliyordum, o da"
"s"	"S-BEABXO-0165-111"	"Şey ben geçen yaz Fethiye'de"	"çalıştım."	"Orda da çok fazla atlıolar"
"s"	"S-BEABXX-0411-2208"	"şey aslında hani ya üzerine"	"çalışılmış"	"olsa muhteşem bir şey çıkar"
"w"	"W-TA16B0A-0093-1454"	"şey anlamanın mümkün olmadığını anlatmaya"	"çalışıyorum."	"Oysa her gün, gazeteler, televizyonlar,"
"w"	"W-NI31D1B-2327-118"	"Şenol'un dışında Bordo-Mavililer tam kadro"	"çalıştı."	"Antrenmanda teknik heyet ve futbolcuların"
"s"	"S-BEABXO-0324-206"	"Şenol anlatıyo, Bodrum'da biz beraber"	"çalıştık,"	"ben sonra istifa ettim, Denizli'ye"
"w"	"W-RI31@1B-2418-634"	"şeklinde konuştu. Takımla çok fazla"	"çalışma"	"fırsatının olmadığını vurgulayan Çalımbay, ""En"
"w"	"W-RI31@1B-2418-417"	"şeklinde konuştu. Takımla çok fazla"	"çalışma"	"fırsatının olmadığını vurgulayan Çalımbay, ""En"
"s"	"S-BEABXA-0043-2279"	"şekilde. Böyle yani bişeyler yapmaya"	"çalışcam"	"bakalım. Evet. Gittiği yere kadar."
"s"	"S-ACABQq-0421-882"	"şekilde, bir elden yürütülmesi hususunda"	"çalışmalarına"	"devam etmektedir. Bu anlamda, kamu"
"w"	"W-UI39C4A-2639-2296"	"şekilde açıklanmaya ve mazur gösterilmeye"	"çalışılmaz"	"ancak incelenen bu olayın özelliği"
"w"	"W-RF10E1B-3066-1967"	"şekilde anlaşılması ve yorumlanmasına yönelik"	"çalışmalar"	"yer alıyor. Veri sunumu ve"
"w"	"W-SE36E1B-3294-1015"	"şehre sezonluk inşaat işçisi olarak"	"çalışmaya"	"gelmiş Aykut isimli bir Türk"
"s"	"S-ADABIO-0437-353"	"şehir içi tabi İstanbul da"	"çalıştığı"	"için şehir içi geziyor ama"
"w"	"W-JA16B4A-0854-2069"	"Şeftali çiçekleri..."" Yazgülü perişan, gülümsemeye"	"çalıştı."	"""Çok güzeller. Nerden buldun bunları?"""
"w"	"W-SE39C3A-0205-1169"	"Şayian, İslamiyet ve Siyaset adlı"	"çalışmasında,"	"Aydınlar Ocağını, 1928 Katolik bir"
"s"	"S-BEABXR-0010-412"	"şarzı yok? Demir yemek yedirmeye"	"çalıştı."	"Döndü falan böyle baya bi"
"s"	"S-BEABXO-0452-475"	"şapamıyom ama. Ha işte onda"	"çalışmıyo"	"gibi geliyo. Demekki ara ara"
"w"	"W-QA16B2A-1432-1521"	"şanından vazgeçerek, prensese aşkını ispatlamaya"	"çalışıyor"	"gibi, değil mi? Mutsuz bir"
"w"	"W-NC06A2A-1966-1717"	"şantiyeye, tamamlandıkça aktarılacak olan program"	"çalışmalarına"	"başlanır. Kısa bir zaman sonra"
"s"	"S-ACABUZ-0035-1748"	"şairlerin üzerinde duruyordum. Olabileceğince anlamaya"	"çalışıyordum."	"Ama bir artı neden daha"
"s"	"S-ACABUZ-0035-2199"	"şairlerimiz yazarlarımızı arkadaşlar okuyup tanımaya"	"çalışın."	"Halide Edip Adıvar'ı da okuyun."
"w"	"W-JE39C1A-1657-1390"	"Şahin Karakaş'ın aynı lokantada birlikte"	"çalıştığı"	"Recep Çabuk da vardı. Şahin"
"s"	"S-BEABXC-0047-1923"	"ışıklardan. Hep benim önüme geçmeye"	"çalışıyolar!"	"Ama sen de yavaş gidiyosun."
"s"	"S-AEABTZ-0040-1723"	"ıı açıkları ve eksikleri gidermeye"	"çalışıyorlar."	"Çünkü bilgiler tek yanlı olarak,"
"s"	"S-AEABUZ-0022-1909"	"ızdırap çekmişim yani. Hep anlamaya"	"çalışıyom."	"Ya hep bişi eksik bir"
"s"	"S-BEABXO-0344-1496"	"ısınmaya çalışıyorum şu an. Soğumaya"	"çalışıyosun."	"<gülerek> Soğumaya çalışıyosun. <gülerek> Biz"
"w"	"W-ID02A3A-1321-1326"	"ısrar ederek, zorla kabul ettirmeye"	"çalışırsa"	"bu şekilde meydana gelen değişmelere"
"w"	"W-MG03A1B-3240-19"	"ırmağı yatıştırmaya uğraşmıştır. Molon'un yanında"	"çalışmasının"	"sonucunda hem sesinin aşırı yükselmesi"
"s"	"S-ACABQq-0425-2350"	"üşüşmekte, canına okumaktayken, kayıt dışında"	"çalışanlar"	"devlete selam bile vermeden yollarına"
"w"	"W-RA15B4A-0542-869"	"Üçüyle de göz göze gelmeye"	"çalışarak"	"şunları söyledi ""Arkadaşlar, yavaş yavaş"
"w"	"W-MD02A1B-4503-1593"	"üçgenlemesi' ve 'yöntem üçgenlemesi' yapılmıştır."	"Çalışma"	"Grubu Posta anketi Türkiye'deki Milli"
"s"	"S-ADABPZ-0357-173"	"üç yıl bir psikiyatri kliniğinde"	"çalıştım."	"Orda özürlü çocuklara ders vermek"
"w"	"W-KE05A1B-3625-555"	"üç temel çalışmaya rastlanmaktadır. Bu"	"çalışmalardan"	"ilki Z. Hatiboğlu'nun 1978 yılında"
"w"	"W-DA16B2A-0111-233"	"üç saat kesiliyor akım. Hidrofor"	"çalışmadığı"	"için, su da. Isı gündüz"
"s"	"S-ADABCo-0227-719"	"üç buçuk dört saatlik bir"	"çalışmanın"	"ardından da Yalçın Küçük'ü gözaltına"
"s"	"S-ADABPZ-0125-598"	"üzülüyordum ve emm üçüncü sınıfta"	"çalışmaya"	"başlayınca kendi parasını kazanan kendi"
"w"	"W-PI05C3A-0573-629"	"üzülüyordu. Uğur, devletin röntgenini çekmeye"	"çalışıyor,"	"bile bile elini ateşe sokuyordu."
"s"	"S-ACAAPZ-0032-1221"	"üzmüştür. Halbuki biz kendisiyle beraber"	"çalışmak"	"üzere fakültemizde yeterli hazırlıklar da"
"w"	"W-OA16B3A-1289-416"	"üzerine çöktü, telaşla kuşu gizlemeye"	"çalışarak,"	"pişman, çaresiz, küçük bir çukur"
"w"	"W-LE39E1B-2840-953"	"üzerine taşıma gayretleriyle başladı. ""Bu"	"çalışmamızın"	"hedefi, Emniyet Teşkilatı'na amir yetiştiren"
"w"	"W-PG37E1B-2923-2051"	"üzerine giderken, bunları besleyerek büyütmeye"	"çalışırken;"	"Bahriye, Kerim'i barındıran geçmişini unutmaya,"
"s"	"S-ACABQq-0423-1302"	"üzerinde yoğunlaşan stres sebeplerini araştırdık."	"Çalışma"	"koşullarını iyileştirmek için önce idarî"
"w"	"W-EC06A1B-3547-2474"	"üzerinde uzun yıllar kirliliğinin giderilmesine"	"çalışılan"	"karak teristik bir bölge olan"
"w"	"W-ED02A3A-2028-406"	"üzerinde toplayın ve farkına varmaya"	"çalışın."	"Şimdi yüzünüzdeki kasları gerin... gerin..."
"s"	"S-AEABUZ-0038-2345"	"Üzerinde durmuyoruz. Çünkü bu alanda"	"çalışanlar"	"aşağı yukarı özerklik ihtiyaçlarını bi"
"w"	"W-FA16B2A-1369-2435"	"üzerinde durarak, yavuz hırsızlık yapmaya"	"çalıştığına"	"karar verirler. Özel bir toplantı"
"s"	"S-ADBBI^-0042-636"	"üzerinde ""oynamadığım"" fotoğraflarla geliştirdiğim ""Mevsimler"""	"çalışmasının"	"ikinci yahut üçüncü aşamasında Küba'da"
"w"	"W-VI22E1B-2915-795"	"üzere, sindirim sistemimizin daha verimli"	"çalışması"	"için, bağırsaklarımız bir mayalanma odasına"
"s"	"S-ACABQq-0422-938"	"üzere toplanmış bulunan Avrupa Konvansiyonundaki"	"çalışmalarımız"	"da son aşamasına gelmiş bulunmaktadır."
"w"	"W-UE30D1B-2112-1371"	"üzere pek çok konuda birlikte"	"çalışma"	"çağrısı yaparken, Britanya'nın geçmişte gönlünde"
"s"	"S-AEABPZ-0331-1325"	"üzere iade ettik. Böyle bir"	"çalışma"	"programı içerisinde Karaduvar'da 250 dönümlük"
"s"	"S-ACABFZ-0049-1298"	"üyeliği ve Siyasal Bilgiler Fakültesi"	"Çalışma"	"Ekonomisi ve Endüstriyel İlişkiler Bölüm"
"w"	"W-PD02A2A-2046-1004"	"üyelerini gerektiğinde görevlendirmek ve 7."	"Çalışma"	"programının hazırlanmasını ve etkinliklerin planlanıp"
"w"	"W-DA16B3A-0791-571"	"üstü yakalayabilmemiz için de gerekli"	"çalışmaları"	"zatı alinizle birlikte yapmamızı arzederim."
"w"	"W-PF10E1B-3064-1253"	"üstlenmiş olduğumuz diğer pazarlara yönelik"	"çalışmalarımızı"	"tamamlayacağız. Bizim bu pazarlara yönelik"
"w"	"W-MA16B3A-0457-2060"	"Üstesinden gelemeyeceği anlaşılan işleri, incitmemeye"	"çalışarak"	"elinden almak zorunda kalan Birim"
"w"	"W-UA16B1A-1218-260"	"üstelik ben bütün gün marangozhanede"	"çalıştım."	"Hiçbir şeyim yok. Bugün pazar"
"s"	"S-ADBBI^-0326-1427"	"üste çıkmaya çalışan? Üste çıkmaya"	"çalışma"	"akılsızlığını yapan olmadı ama ne"
"w"	"W-JG09C2A-0593-115"	"Üsküdar'ı geçmiş olacaktır... 60'lı yılların"	"çalışma"	"ortamı Türkân, geçmişteki partönerlerinin kimini"
"s"	"S-ACAAQq-0424-1175"	"ürünü beyan ederek ülkeye sokmaya"	"çalışmakta"	"veya soktuktan sonra kendi antrepolarına"
"s"	"S-ACAAPZ-0384-1881"	"ürünleri analiz ederek destek vermeye"	"çalışıyor."	"Fakat bizim burdaki <B> onların"
"w"	"W-QF10E1B-3065-1692"	"üretim ve dağılımda etkinlik sağlanmaya"	"çalışılır."	"Düzenleme araçları piyasa aksaklığına göre"
"s"	"S-ACAAPZ-0028-1091"	"üretildi. Uluslararası havalanı inşaatının kamulaştırılma"	"çalışmalar"	"ve fizibilite çalışmaları başladı. Tarsus'un"
"s"	"S-ADABI^-0162-246"	"üniverstede çalışıyorsunuz? Mecburen soruyorum, nerde"	"çalıştığınızı"	"biliyorum. <Gülerek> Tamam. Bi de"
"s"	"S-ACAAPZ-0032-232"	"Üniversitesiyle her zaman iç içe"	"çalıştık."	"Çalışmaya da beraber devam edecez."
"w"	"W-LF25D1B-2140-559"	"Üniversitesi'nden iki öğretim üyesinin yaptığı"	"çalışmaya"	"göre, Türkiye'nin 500 büyük sanayi"
"w"	"W-NG37C0A-0192-741"	"Üniversitesi'nde Polonyalı Janusz Szpot ile"	"çalışır."	"1991'de bu üniversitede bir jazz"
"s"	"S-ACABTZ-0336-865"	"Üniversitesi ziraat fakültesinde çalışıyor. <B>"	"çalışmalarına"	"nın devam ediyorsunuz. Evet. <B>"
"s"	"S-AEABUZ-0038-835"	"Üniversitesi var. Bunların akademisyenleri kendi"	"çalışmalarını"	"bi maddi değere dönüştürmek istemişler."
"s"	"S-BAABXj-0001-1800"	"Üniversitesi tercümanlığı bırakmış. Gelip burda"	"çalışıyor"	"çocuk. Hadi canım bıraktı mı?"
"s"	"S-ACAAPZ-0032-1854"	"Üniversitesi mensubu olmak Mersin Üniversitesinde"	"çalışıyor"	"olmak herkes için bir gurur"
"w"	"W-JF32D1B-2575-774"	"üniversitenin kendi laboratuarlarında beşikten mezara"	"çalışması"	"yaptırmayı uygun görmüştür. Ve çalışma"
"s"	"S-ADABAo-0311-1344"	"üniversitelerinde de bu alanda geniş"	"çalışma"	"var. Konservatuarlar var. Biz şarkıcılığıda"
"s"	"S-ACABTZ-0336-2367"	"ünitenin kapatılacağını 40 yıldan fazla"	"çalışamıyacağını"	"söylerken tam tersi oldu. Şimdi"
"s"	"S-BEABXl-0008-461"	"Ünite... Özgür kulağım var ya"	"çalışmıyor."	"Zarı patladı. Ne ya merak"
"w"	"W-NI31D1B-2349-1067"	"ülkesinin geleneklerine ""uymadı"", cumartesi günü"	"çalıştı"	"ve attığı 3 golle galibiyeti"
"s"	"S-ADABPZ-0113-980"	"ülkesi Türkiye den çözümler getirmeye"	"çalışmaları"	"fevkalade güzel bir başlangıç. O"
"s"	"S-BEABXp-0190-1193"	"ülkenizde mi, başka ülkede mi"	"çalışmak"	"isterdiniz? Ben kendi ülkemi de"
"s"	"S-ACABFZ-0049-1408"	"ülkemizde sosyal devlet ve sosyal"	"çalışma"	"alanı açısından bilimsel çalışmalarıyla yakından"
"w"	"W-EE05A1B-3450-2201"	"ülkelerinde bunu yerleştirmeye ve yaymaya"	"çalışmışlardır."	"Danişmendoğlu Melik Ahmed Gazi ve"
"s"	"S-BEABXg-0088-36"	"ücretli öğretmenlik ney bedavadan seni"	"çalıştırıyo."	"Tatil günler sigor tatil zamanı"
"w"	"W-LI31D1B-2325-2056"	"ücretlerini bir başka yerlerde değerlendirmeye"	"çalışıyor."	"Gerçi parasını değerlendirmesi gayet doğal,"
"w"	"W-OF10E3C-3369-340"	"ücret yetersiz görülebilir), özellikle kadınlar,"	"çalışmak"	"ya da iş aramak zorunda"
"w"	"W-VF10A3A-1814-1810"	"ücret W, iken, H0H2 kadar"	"çalışmak"	"isteyen işçi, ücret W2'e yükseldiğinde"
"w"	"W-MF10A2A-1862-1841"	"ücret gelirleri yer almaktadır. Bazı"	"çalışmalarda"	"kendi işinde çalışanların da bu"
"w"	"W-KE39E1B-2839-191"	"ücret almadan, huzur hakkı ödenmeden"	"çalışırlar."	"5 üretim hattı kurulur. Fabrika"
"s"	"S-BEABXO-0006-1481"	"öğretyorlar hem para veryorlar. Ee"	"çalışma"	"saatleri nasıl bunun? Sabah 8"
"w"	"W-EG37C3A-1067-1503"	"Öğretmenlik bestecilikle ilgisini engellememiş, gece"	"çalışmaları"	"J. W. Goethe'nin dizeleri üzerine"
"s"	"S-ADAB^Z-0370-647"	"öğretmenleri düzgün bir şekilde emm"	"çalışmasını"	"emm düzgün şartlarda çalışmasını istiyoruz"
"s"	"S-AEABI^-0330-370"	"öğretmenler atanıyordu. Geldi 1 yıl"	"çalıştı."	"Anneme gitti dedi ki, ben"
"w"	"W-MD39E1B-2928-2025"	"Öğretim Programı'nınkinden farklı değildir. Bu"	"çalışmada"	"incelenen üniteler açısından farklılık, yalnızca"
"s"	"S-ADABPZ-0373-862"	"Öğretim elemanlarının denetiminde yaptıkları bu"	"çalışmalarında"	"öğrencilerimiz üniversitenin temel işlevinden olan"
"w"	"W-ID03A3A-0524-2378"	"öğretici işlevinden bekinerek uzak durmaya"	"çalıştığını"	"göstermesi bakımından ilginçtir. Onun ne"
"w"	"W-HG41C1A-1181-2244"	"öğrenmeye çalışıyorduk. Ders çok, nota"	"çalışamamıştım."	"Bir Caz parçası çaldım sonra."
"w"	"W-RC01A3A-0696-820"	"öğreneceksiniz Doyduğunuz noktanın yakınlarında durmaya"	"çalışacaksınız..."	"Bunu yapabilmek için, doymayı aşmayı"
"w"	"W-FA16B1A-1503-1143"	"öğrendiği sabahı hatırlamalı. Kendimi tüketmeye"	"çalışıyorum,"	"demeli Mücap. Saçmalamayın! demeli Dirahşan."
"s"	"S-ADBBI^-0326-1656"	"öğrendim, sizin yaptığınız şeyleri yapmaya"	"çalışıyorum"""	"derdi. Bantı bende duruyor. Sonra"
"s"	"S-ADAB^Z-0370-2263"	"öğrencisiyim. emm dolayısıyla emm hastanelerde"	"çalışıcaz"	"mezun olduğumuzda dört yıllık eğitimimizi"
"s"	"S-ACABTZ-0336-1782"	"öğrencisi. Ve Kaos teorisi üzerine"	"çalışıyor."	"Emme bu emm konferansta da"
"s"	"S-ACAAQq-0419-1128"	"öğrenci bursu verilmesi ve benzeri"	"çalışmalar"	"için 2,7 trilyon lira destek"
"w"	"W-DE39E1B-3023-1325"	"öğle yorgunluğunu gidermeye çalışmaktadır. Burada"	"çalışır"	"durumda olan sadece EEG (Elektroensefalografi)"
"s"	"S-ACABTZ-0336-1316"	"özetlemeye çalışacam. Öncelikle sera etkisinin"	"çalışma"	"prensibinden bahsetmek istiyorum. Emme yer"
"w"	"W-RF05A1B-4659-1425"	"Özet Gösterimi Tablo 2, bu"	"çalışmada"	"kullanılan endekslerin alt ve üst"
"w"	"W-SF10A1D-2031-2248"	"özet bilgilerini bir arada sunmaya"	"çalıştığımız"	"11 ayrı meslek grubu için"
"w"	"W-SD02A1B-4592-280"	"özerklik kazanmasından sonra enosis için"	"çalışmalarını"	"sürdüren Venizelos, 1910’da 1910’da 1910’da"
"w"	"W-HF05A1B-4397-1147"	"özerk, çalışma saatleri daha esnek,"	"çalışanların"	"işin bütününü görebildiği ve işten"
"w"	"W-ED02A3A-2708-2099"	"özerk çalışma kümesi, genellikle kendi"	"çalışma"	"yöntemini seçmede de özerktir. Özerk"
"w"	"W-IC06A1B-3735-608"	"özelliği yönünden test edilmiştir Bu"	"çalışmada"	"elde edilen verilerin değerlendirilmesinde varyans"
"s"	"S-ADABPZ-0134-2485"	"özellikli etnik kimlik kavramını değerlendirmeye"	"çalışacağım."	"Son bölümde, değerlendirme bölümünde de"
"w"	"W-HE39E1B-3027-186"	"özelliklerin genetik materyal transferiyle kazandırılması"	"çalışmaları"	"insanlığın binlerce yıllık bilgi birikiminin"
"w"	"W-SD36E1B-2861-21"	"özellikle uluslararası kamuoyunu ikna etmeye"	"çalıştığı"	"bilinmektedir. Bu dezenformasyondan Türkiye kamuoyu"
"w"	"W-IF18E1C-4145-2160"	"özelleştirme programlarına ilişkin yasal düzenleme"	"çalışmaları"	"halen devam etmektedir. Amaçlar, İlkeler"
"s"	"S-ACABQq-0426-1443"	"özelleştirilen kuruluştan tazminatlarını almışlar, tekrar"	"çalışma"	"ihtiyacını duymamışlar özelleştirilen kuruluşta bu"
"w"	"W-PD02A2A-2046-109"	"özelinde temel olarak UNICEF'in yaptığı"	"çalışmalar"	"konusunda bir fikir oluşturabilmeyi başardık."
"s"	"S-ACABPA-0434-928"	"Özel Uyum Komisyonu daha önceki"	"çalışmalarımıza"	"da çok yakın alaka gösterdi,"
"w"	"W-PG09C2A-0071-2481"	"özel tiyatromuz olan bu kurumda"	"çalışacağız."	"Döndüm geldim. Savaşla buluşup gittik"
"s"	"S-ADABAo-0312-1341"	"özel tatiller ayırarak böyle bir"	"çalışma"	"takvimi oluşturarak ve onay almaları"
"w"	"W-HE39E1B-2836-2198"	"Özel İhtisas Komisyonu kurulmuş, komisyonun"	"çalışmaları"	"sonunda okul müzik eğitiminde 50"
"s"	"S-ADAB^Z-0370-21"	"özel hastanelerin güzel bir çalışma"	"çalıştırma"	"yaptıklarını düşünmüyorum. Düşünmüyorsun başka eller"
"s"	"S-ADAB^Z-0370-1485"	"özel hastanelerde çok cüzzi miktarda"	"çalışma"	"sağlanıyor. Fakat ben bizim üniversitemizde"
"w"	"W-PH13C4A-0278-270"	"özel bir bölme vermişler. Bir"	"çalışma"	"masası, sandalyesi, önünde bir sehpa"
"s"	"S-ACABQq-0426-2348"	"öyle söylüyor. ORÜS'te çalışanlar, Bolu'da"	"çalışanlar."	"Yok mu Bolu milletvekili burada?"
"s"	"S-ACABQq-0423-1570"	"öyle olur. Biz, bunun için"	"çalışıyoruz."	"Başkalarının tahmininin aksine, biz, AKP'li"
"w"	"W-JI09C4A-1294-1505"	"öyle görünüyor, bana sıcak davranmaya"	"çalışıyor,"	"aklı sıra arayı düzeltecek. Köşe"
"s"	"S-BEABXg-0070-449"	"öyle gece 3'e 4'e kadar"	"çalışmıyormuş."	"Of! ya. Ya var ya"
"s"	"S-ADABPZ-0135-391"	"Öyle bir bilgi ortaya koymaya"	"çalıştı."	"Bu bilgi ne mutlakçılıktır bana"
"s"	"S-BEABXW-0173-1969"	"öyle bi otelde... Dilşat falan"	"çalışıyo"	"İstanbul'da sende bulabilirsin ama torpilinde"
"w"	"W-QG03A1B-3266-1895"	"öyküsü ele alınarak ortaya konmaya"	"çalışılacaktır."	"""Dumrul ile Azrail"" öyküsü Adam"
"w"	"W-NE09C2A-0324-1364"	"Öteki kadınlar oturdu, sırf ben"	"çalışıyorum."	"Kaçak çalıştırılıyorum, ilk kocama da"
"s"	"S-AEABUZ-0021-2096"	"öte, biz sesimizle başkalarını etkilemeye"	"çalışırken,"	"onu nasıl daha etkin hale"
"w"	"W-VI31D1B-2335-2149"	"Öte yandan yıllar süren hazırlık"	"çalışması"	"tamamlanarak yazılan, 656 sayfalık ""Büyük"
