"Register"	"Text"	"Left"	"-5;5"	"Right"
"w"	"W-DH41C3A-0699-1789"	"şey değildir. Kendimizi hayatın akışına"	"bırakmaya"	"ne dereceye kadar izin verebiliriz?"
"w"	"W-NI22C2A-0698-151"	"şenliklerinde, bu tutuculuk, yerini hoşgörüye"	"bırakır."	"Ve horonlarda, kadın-erkek, birliktedir, elele,"
"w"	"W-LG37C2A-0548-1943"	"Şen'in beden atığını kendi başına"	"bırakma"	"kaygısı, ancak bu doğrultuda anlaşılabilir."
"w"	"W-PA16B4A-1043-770"	"şekilde yüzüstü çevirip halının üzerinde"	"bıraktım."	"Yalan değil, yedi yaşından beri"
"s"	"S-ADABAo-0308-740"	"şekilde yumuşak bir geçişle kendini"	"bırakabilir."	"Sadece Türkiye'de değil dünyada da"
"w"	"W-MD02A3A-1519-1483"	"şekilde ve pişkince bir kenara"	"bırakılması"	"yönündedir. Hukuk devletinin klasik güvencelerinin"
"w"	"W-QA16B4A-0299-1847"	"şehre döndük. Özgür beni eve"	"bıraktı."	"""Haydi, bu gece bir iyi"
"w"	"W-OA16B4A-0141-200"	"şehirde sanki Fazıl'ı tek başına"	"bırakarak"	"gidiyormuşum gibi bir suçluluk hissediyordum."
"w"	"W-TD09C4A-0211-831"	"Şehidan Dağı'nda çarpıştık. Şehidan Dağı'nı"	"bırakmadılar,"	"geriye çekildiler. Şemdinli Taburu'nun Ortaklar"
"w"	"W-KA16B3A-0706-254"	"şaşırıyorum. Biraz tenkit etsen, lafı"	"bırakın"	"da hele siz bir örnek"
"w"	"W-UE39C1A-2603-579"	"şaşırtmıştır. Karlara şehitlerimizden izler bıraka"	"bıraka"	"inatla ilerleyen Mehmetçiklerimiz iyice yaklaşınca,"
"w"	"W-PA16B4A-0099-1196"	"şans daha vermesini ama uyuşturucuyu"	"bırakamıyorsa,"	"ondan ayrılmasını söyledim. Aysun sözlerimi"
"w"	"W-NI31D1B-2349-844"	"Şampiyonlar Ligi'ne gireceğiz. Rakibimizi safdışı"	"bırakmak"	"için her türlü çalışmayı yapacağız."
"s"	"S-ADABCo-0241-290"	"şampiyon olmuş Cellice Later'ı geride"	"bırakmayı"	"başaran Taj Burrows büyük ödülin"
"w"	"W-MI37E1B-3057-2345"	"Şairin bu vurgulamasında yukarda yanıtsız"	"bıraktığımız,"	"aşkı nasıl yaşamak istediğine ilişkin"
"w"	"W-MG37C3A-0024-2187"	"ışıltılı, aydınlık bir insan izlenimi"	"bıraktıydı"	"bende. Her şeyden önce bir"
"w"	"W-RH42E1B-2918-92"	"üçüncü plana atanlar, bu hizmetleri"	"bırakıp"	"başka şeylerle, lüzumsuz işlerle meşgul"
"w"	"W-OD36C1A-0154-405"	"üç kuşakta yaşadık ama geride"	"bırakamadık."	"Bu süreçten alınacak pek çok"
"s"	"S-BEABXO-0091-444"	"üç defadır şe şikayet kaydı"	"bırakıyom."	"Heye. Hiçbir şey alamadım. Yani"
"s"	"S-BEABXA-0044-300"	"üzüldüm hakkaten. Allah yalnız kimseyi"	"bırakmasın."	"Akrabalarınız filan yok mu? Ben"
"w"	"W-SI41C1A-1455-1953"	"üzerine su ilave ederek pişmeye"	"bırakın."	"Etler piştikten sonra tavadan bir"
"w"	"W-VF05A1B-4641-286"	"üzerindeki kullanım yetkisinin özel birimlere"	"bırakılması,"	"kâr ve fayda maksimizasyonunu ön"
"w"	"W-OE39E1B-2900-715"	"üzerinde çalışırken doğal olarak geride"	"bırakılan"	"sayıların birikimine yaslanma olanağına sahibiz."
"w"	"W-RA16B3A-0257-116"	"Üzeri toprakla örtülmüş kalasların arasında"	"bırakılan"	"boşluktan, bir üçayak üzerine monte"
"w"	"W-RA16B1A-0153-667"	"üzereydi. Aslı, dedesinin kahvaltı masasında"	"bıraktığı"	"gazeteyi okuyordu. Daha dört yaşındaydı."
"s"	"S-ACABUZ-0035-411"	"üzere sözü Sayın Orhan Karaveli'ye"	"bırakıyorum."	"<Alkış> <D 30> Evvela suyumuzu"
"w"	"W-PH42C3A-0808-2110"	"üzere geride bir çok malzeme"	"bırakmıştı."	"Dolayısıyla, o günkü fitne ortamında"
"s"	"S-BAABXj-0001-245"	"üyesi yok ya. Çocuk okulu"	"bırakmış"	"okulu. İstanbul Üniversitesi tercümanlığı bırakmış."
"w"	"W-LI22C2A-0352-371"	"ütüyle, kayışla, neyle dövdünüz? İz"	"bıraktınız"	"mı? Dayak yerken, ne dedi"
"w"	"W-PA16B0A-0181-1692"	"üstünü sayfaları dağınık bir şekilde"	"bırakılmış"	"son günlerin gazeteleri, haftalık, aylık"
"w"	"W-MC06A1A-1952-1964"	"üstte iki yalnızca iki yaprak"	"bırakın."	"Çelikleme yapacağınız dalı en alt"
"s"	"S-BEABXg-0070-667"	"üste 20 30 tane ilan"	"bırakan"	"oluyor. Bizim ilanımızda geriye doğru"
"w"	"W-SB04A2A-1269-1913"	"üst organizasyonlu canlılar olan kapalıtohumlulara"	"bırakmışlardır."	"Kretase adı verilen ve günümüzden"
"w"	"W-GE05A3A-1907-549"	"üst düzeydeki yetkililere başvurmak zorunda"	"bırakıldı."	"Birden fazla bakanlık işe karışınca"
"w"	"W-UA16B1A-1233-1855"	"ürkütücü çağıltılarının duyulduğu, yer yer"	"bırakılmış"	"mazgal deliklerinden esnafın kapı önlerini"
"w"	"W-QD36E1B-2859-1781"	"üretmeye dayalı program bir kenara"	"bırakıldı."	"Hem tarımı canlandıracak, hem de"
"w"	"W-UF10A2A-1866-519"	"üretiminde yaşlı mekikli tezgahların dışarıda"	"bırakıldığı"	"durumda bile AB toplamının dörtte"
"w"	"W-ME39C4A-1283-1148"	"üretim tekniklerinin yerini esnek-yaygın üretime"	"bıraktığı"	"gelişmeler sözkonusu oldu. Kapitalizm, bütün"
"s"	"S-ACAAPZ-0032-662"	"üniversitesine bağlı tıp fakültelerine geride"	"bırakarak"	"önemli bir başarıya imza atmıştır."
"w"	"W-EE39C4A-0975-1764"	"üniversiteler ve kamu kuruluşlarında serbest"	"bırakılırsa"	"ne olur? Sorunun yanıtını, türbanlıların"
"s"	"S-ACABQq-0426-301"	"ülkemizi kurtuluş destanları yazmaya mecbur"	"bırakmasın"	"diyorum ve bugün dahi eserleriyle"
"w"	"W-EE02A1B-3447-710"	"ülkelerin zararına çözemeyeceği, yâda yüzüstü"	"bırakamayacağı"	"karara bağlanmıştır. Öte yandan, çevre"
"w"	"W-KD30D1B-2184-589"	"ülkede yaşıyoruz? Nasıl bir ülke"	"bırakacağız"	"çocuklarımıza. Onlar bize yarın ne"
"s"	"S-AEABUZ-0022-206"	"Ülkede en ufak bi sıkıntı"	"bırakmıyorsunuz."	"İşsizlikten herkes <B> sokaklara atıyor"
"w"	"W-DE36C2A-0610-1414"	"ücrete bağlı kalemleri ise, sona"	"bırakmalarını"	"istedi. Çünkü ücret ortak olarak"
"w"	"W-NE39C4A-1284-454"	"öğretmen ile talebeyi karşı karşıya"	"bırakmamak,"	"şahsi his ve hareketlerden öğretmeni"
"w"	"W-PE39C0A-0249-303"	"öğretildi. Siren çaldığında defteri kitabı"	"bırakıp"	"sığınaklara koşturmaları öğütlendi. Savaşın soluğu,"
"s"	"S-BEABXL-0123-428"	"öğrencisine hiç. Tercihten sonra sizi"	"bırakıyorlar"	"mı ne yapıyorlar? Yok şey"
"w"	"W-PD30D1B-2189-150"	"öğrenci"" sıfatıyla ödüllendirdi. ABD onu"	"bırakmadı"	"Başarılarına, üniversite sonrası da devam"
"s"	"S-ADAB^Z-0370-215"	"öğrenci tipi zaten dersaneye bişi"	"bırakmıyor,"	"kazandıran ve tekrar seneye gelecek"
"w"	"W-SI42E1B-2941-1151"	"özgürleştikçe, yani özüne, doğasına, nefsine"	"bırakıldıkça"	"açılıyor, teşhir ediyor; göze hitap"
"s"	"S-ACAAQq-0419-475"	"özgü parlamento gelişmesini bir yana"	"bırakırsak,"	"dünyada gerçek anlamıyla millet egemenliğine"
"w"	"W-PG37C4A-0201-2167"	"özgü otantik giysileri, doğal haliyle"	"bıraktığı"	"kıvırcık saçlarıyla o dönemin kadınlarından"
"w"	"W-PA16B4A-0089-490"	"özendim."" ""Bunu başka bir geceye"	"bıraksak,"""	"dedi İlhan. ""Başka giysilerin de"
"s"	"S-AEABAo-0023-699"	"özelliğini hatırlatmak istiyorum. Evet, şöyle"	"bırakalım"	"toniğimizi. Bi kaç gün durabiliyor"
"w"	"W-VI31D1B-2357-2100"	"özelliği ile dikkati çekti. Futbolu"	"bıraktıktan"	"sonra kısa süre tekstil işi"
"w"	"W-TI41C2A-1343-318"	"ÖZEL TARİHLER YILBAŞI ÖNERİLERİ-Her şeyi"	"bırakıp"	"kısa bir tatile çıkabilirsiniz! Yılbaşına"
"w"	"W-OA16B4A-0141-2286"	"özel bir zaman olarak düşünmeyi"	"bıraktılar."	"Zaten ertesi sabahtan itibaren Genelkurmay"
"w"	"W-OD39C2A-1411-2208"	"Özal'la Süleyman Demirel'i bir kenara"	"bırakacak"	"olursak Recep Tayyip Erdoğan hariç,"
"w"	"W-CG09C5A-0218-1103"	"öz anam sağ olsaydı belki"	"bırakmazdı"	"beni. Koca bir gün benden"
"s"	"S-ACAAFZ-0048-572"	"öyledir, Almanya da öyledir. Almanya'da"	"bırakın"	"rengi kara olanı Polonya'dan gelen"
"w"	"W-UI45F1D-4773-1234"	"öyle süper hakim oldum, zirvede"	"bırakayım"	"dedim emekli oldum"" dedi. ""Bir"
"w"	"W-SE20C0A-0238-1127"	"Öyle denemeler yapıyorum. Şiiri çoktan"	"bıraktım"	"çünkü. Anladım ki şiir bana"
"w"	"W-SA16B2A-0311-344"	"ötüyordu kulaklarında... İzin bile almadan"	"bıraktı"	"işi, koşa koşa gitti evine."
"w"	"W-KE39E1B-2839-738"	"ötesinden gelen rüzgarların dümen suyuna"	"bırakmakla"	"itham ettiği Özal'a ilişkin Ecevit'in"
"w"	"W-KA16B5A-0098-1843"	"Öte yandan Ufuk'un hepimizi hayran"	"bırakan,"	"bir parça da kıskandıran kusursuzluğu"
"w"	"W-TI22C4A-0507-1848"	"öptüm, eşime bir miktar para"	"bıraktım"	"ve helalleştim. Belli olmaz. İlk"
"s"	"S-BEABXw-0353-865"	"öp bakıyım da diyor. Dedim"	"bırak"	"Allah'ını seversen dedim bırak tamam"
"s"	"S-ACABQq-0426-736"	"önüne getirip bir siyah çelenk"	"bırakacağımı"	"da belirtiyorum. Aleviliğin ne olduğunu"
"s"	"S-ADABPZ-0134-544"	"önümüze dikilmişlerdir. Dolaysıyla neoliberal düzen"	"bırakınız,"	"daha öncesi liberal düzenin hiçbir"
"w"	"W-HA16B2A-0077-2439"	"önlemini almış. Baksanıza, çekilip gidiyor,"	"bırakıp"	"yok oluşuna takılı kalıyoruz..."" Yolsuzluğumuzu"
"w"	"W-PD30D1B-2129-670"	"önerimiz zaman zaman bir kenara"	"bırakılıp"	"bazı sakıncalı açılımlar denenmek istendi."
"w"	"W-FD02A1B-3693-2273"	"önerilerinden bazıları yerlerini zamanla Türkçelerine"	"bırakmıştır"	"muhtariyet, muhtarlık, özerklik; hususiyet, hususilik,"
"w"	"W-VD02A1B-4623-1842"	"önemlisi de yaratıcılığı bir yana"	"bırakmaz."	"Bir bakıma göstergebilimin üretici süreç"
"w"	"W-DE39E1B-2889-1924"	"önemli bir bölümünü daha serbest"	"bırakıyor."	"Önce Kürtçe konuşmaya izin veriyor,"
"s"	"S-ACAAPZ-0028-344"	"öncelikle teşekkür edip sözü kendisine"	"bırakmak"	"istiyorum. Sayın valim, Sayın Rektör'üm"
"w"	"W-KB04A2A-1573-1421"	"önceki tarihte yayınlanmış isim yerinde"	"bırakılır,"	"diğer isim atılır ve bir"
"w"	"W-IE39E1B-2837-661"	"önceden tesbit edilen bir yere"	"bırakıyor."	"Ahvah Baba kimseye görünmeden aldığı"
"w"	"W-LD30D1B-2173-1635"	"önce yaptığı açıklamada, esirlerin serbest"	"bırakılmasını"	"olumlu karşılamakla birlikte bunun ABD"
"w"	"W-PG22C1A-0518-2432"	"önce aktardığı bir ezginin içine"	"bırakılmalı,"	"çekip gitmekteki canı. Benim için"
"w"	"W-IA16B3A-0300-32"	"Ömer'in evinde hiçbir açıklamaya gerek"	"bırakmadan,"	"gereksiz ön konuşmalar, 'senden neden"
"w"	"W-NA16B3A-0050-750"	"ölümlünün, sıradan bir artistin yatağına"	"bırakacağından"	"korkmuştu; bedeninin ve ruhunun isyanını"
"w"	"W-FH03A1B-3104-1961"	"ölümcül ve bilinçsiz sayrıların ölüme"	"bırakılması"	"gibi konular, hep ölüme ilişkin"
"w"	"W-DA16B3A-0478-1767"	"ölü güvercini bir koltuğun üzerine"	"bırakıyorum."	"Her nasılsa, yavaş yavaş canlanmaya,"
"w"	"W-RB29D1B-2442-1106"	"ölçüde uyumludur; bunun değerlendirilmesini okuyucularıma"	"bırakıyorum."	"Benim kanımca, bu düzenlemeye ilişkin"
"w"	"W-RH42E1B-2918-2302"	"ölsen bile başladığın hayrı yarım"	"bıraksan"	"da tam sayılacaktır. Çünkü onu"
"s"	"S-ADBBAo-0443-136"	"ölmesi bende inanılmaz bir iz"	"bıraktı."	"Bende büyük bir hırs yaptı."
"s"	"S-ADABPZ-0374-586"	"Öle birtakım kulaktan dolma bilgileri"	"bırakın"	"bir tarafa yok mum söndürüler"
"w"	"W-OA16B4A-0046-1731"	"öldüğünü görünce kapıyı da açık"	"bırakarak"	"hızla oradan ayrılıyor. Ama Ferzan’ın"
"w"	"W-OG24D1B-2300-1651"	"öldüğü iddia edilen resim sanatının,"	"bırakın"	"ölmeyi, fena halde yükseldiğinin altını"
"w"	"W-TA16B0A-0093-70"	"öfkelendirmiyor. Sadece açıklıyor hayatı. Açıklayıp"	"bırakıyor"	"bir kenara. Ve insanlar, sadece"
"w"	"W-TA16B4A-1264-1232"	"ödenmez, yeğeni Veysel Bey serbest"	"bırakılmış,"	"doğruca evine dönmüştü. Ama ne"
"w"	"W-KD02A4A-0638-2352"	"ödenmesi imkânsız bir borç yükü"	"bırakarak."	"William Shakespeare, kuşkusuz dünyanın en"
"w"	"W-CA16B1A-2634-1302"	"ödenek gelecekmiş de giderken saatini"	"bıraktı"	"bana zamanı ölçüyorum gençliğimi gerekçe"
"w"	"W-PD10A1A-2076-1604"	"ödemeler, seksenli yıllardan başlayarak aşınmaya"	"bırakılmış,"	"reel olarak sürekli gerileyen aylıklar,"
"w"	"W-JG09C2A-0593-346"	"Ö. Akad filmleri bir yana"	"bırakılırsa,"	"dönemin belki de en tipik,"
"w"	"W-CA16B3A-0735-1168"	"çırpınıyordu. İsmet zorlukla inledi Tutun"	"bırakmayın,"	"delirmiş beni öldürecek. Seyfi'yi teskin"
"w"	"W-TI22C2A-0845-94"	"çınlıyordur, üzerine gözleri düşüyordur. Dudaklarında,"	"bırakıp"	"gidenin söylediği son söz tekrarlanıyordur."
"w"	"W-KA16B4A-1297-5"	"çıkışlı yollarında... Korkularımız, birilerinin bizi"	"bırakıp"	"gitmelerinden kaynaklanıyor olabilir. Boynu bükük"
"w"	"W-UI09C2A-1758-33"	"çıkışları, iki farklı duvarı arkalarında"	"bırakıp"	"aşağı mahalleye kapağı atmaları da"
"s"	"S-ADBBAo-0443-153"	"çıkıyordu. İbrahim Tatlıses beni hamile"	"bıraktı,"	"ondandı çocuğum derken, o arada"
"w"	"W-HD05A2A-0565-1750"	"çıkınca ""zaten biz o bursu"	"bırakacaktık"""	"açıklamasının ardından bir süre ortadan"
"w"	"W-SH42E1B-2919-186"	"çıkmıştır. Keşke erkeğin işlerini erkeğe"	"bırakıp,"	"kızlarımız da kendi evlerinde kendi"
"w"	"W-SA16B4A-0063-516"	"çıkmadı. ""Çantayı çalışma odanıza mı"	"bırakayım?"""	"diyen Hasan'ı duymazdan gelerek, bir"
"w"	"W-RA16B2A-0316-762"	"çıkarak onu rüyasıyla baş başa"	"bırakmaya"	"karar verdi. Hemen sonra bu"
"w"	"W-SI22C4A-0847-1047"	"çıkagelir; gönlünüze, simanıza bir tebessüm"	"bırakır."	"Atılan tohumlar güneşe doğru başını"
"s"	"S-BEABXA-0129-804"	"çünküsü diye başladım <gülme> kadın"	"bırak"	"onu, hiç bir şey diyemez"
"w"	"W-SI22E1B-2912-250"	"Çünkü barış güzel şey BARIŞ"	"Bırakın"	"savaşları, Kavuşun barışlara. Renkleri ve"
"w"	"W-QE30D1B-2087-124"	"çözümü, arabulucu niteliğindeki üçüncü kişilere"	"bırakılamayacak"	"kadar büyük önem taşımaktadır. Geçmişe"
"w"	"W-PA16B3A-0503-2243"	"çözülüp hayatı boş vermemek, kendini"	"bırakmamak"	"şartıyla... Genç kız Marie gönlünü"
"w"	"W-VA16B3A-1038-1487"	"çözülebilirdi. Ama geride üç filo"	"bırakmak"	"işgalin sürdürülmesi demekti. 11 Temmuzda"
"s"	"S-ACABUZ-0035-670"	"çözdüğüm Sizde mesela soru işareti"	"bırakan"	"böyle araştırmalarınızda çözdüğünüz bir şüphe"
"w"	"W-QA16B4A-0015-2308"	"çul ve yastığı yatmak için"	"bıraktılar..."	"Mutfak eşyalarını kutulara koydular, hal"
"w"	"W-PA16B4A-0099-2344"	"çoğu Beyoğlu gibi Tarlabaşı'nı da"	"bırakıp"	"gittiler. Böylece Tarlabaşı da kendi"
"w"	"W-XI45F1D-4818-929"	"çoraplarımızı hediye olarak ev sahibine"	"bırakacaktık,"	"son anda Deniz hatırladı da"
"w"	"W-CA16B4A-2684-1225"	"çoktan olmuştu. Yorgundum, uykusuzdum, serbest"	"bırakılacağımı"	"sezdiğim an içime düşen gizli"
"s"	"S-ADABCo-0277-331"	"çok zor yani çoğunu boş"	"bırakmak"	"zorunda kaldım. Matematik, fizik, kimya"
"w"	"W-DE39E1B-3023-1042"	"çok uzaktır. Bedenin çalışma mekanizmasını"	"bırakın"	"bu mekanizmanın çalışması üzerinde tesiri"
"w"	"W-EA16B1A-0856-747"	"çok uzaklardan bakan gözlerini orada"	"bırakamazdım."	"""Şu an böyle"" diyordu bu"
"w"	"W-JH42C0A-0337-2413"	"çok sever göründüğü İbrahim'i çocuksuz"	"bırakmıştır;"	"uzun yıllar İbrahim'in çocuk edinmek"
"s"	"S-ACABQq-0425-580"	"çok sayıda arkadaşım var. Partimi"	"bırakın-"	"rahatsız olan yurttaşlardan bir tanesiyim."
"w"	"W-PA16B4A-0511-67"	"çok pasaklıymış, yumurtalarını sağa sola"	"bırakır,"	"doğru dürüst üstlerinde oturmazlarmış bile."
"s"	"S-ADABIA-0265-111"	"çok müşterim oldu, en son"	"bıraktığımda"	"yüz on tane, ee!, müşterimi"
"w"	"W-CH03A1A-1515-2417"	"çok konuda, rivayet ve ictihad"	"bıraktılar"	"Tabiinler ise Hz. Peygamberin (ss)"
"s"	"S-BEABX[-0163-795"	"Çok komik. Şey dio bunları"	"bırak"	"abla ya diyo sen zaten"
"s"	"S-BEABXA-0129-23"	"çok iyi bir kızdı. Kaybettin"	"bıraktın"	"sen herhalde üniversiteyi yokken. Ama"
"w"	"W-YI45F1D-4819-1202"	"çok etkileyen ve ağzımızı açık"	"bırakan"	"eserler, alt kattaki tuval üzerine"
"s"	"S-ACABQq-0426-641"	"çok devlete karşı savaşmak zorunda"	"bırakılan"	"Osmanlı devleti, Mondros Ateşkes Anlaşması"
"w"	"W-SI09C2A-0405-445"	"çok büyük ve ben de"	"bıraktığı"	"iz çok derindi. Yanlışı Silmeden"
"w"	"W-VI45F1D-4061-1615"	"çok belli! Türkler dışarı, kümeste"	"bırakın"	"Almanları... Türkler sarımsak kokuyor, sarhoş"
"w"	"W-TE05A1B-4227-142"	"çok alanda çevreye kötü etki"	"bırakan"	"petrol, kömür ve doğalgaza nispeten"
"w"	"W-RB29D1B-2442-824"	"Çocuğumuzun eğitim öğretim hayatını tesadüfe"	"bırakıyor"	"muyuz? Çevresindeki arkadaşlarından gitsin öğrensin"
"s"	"S-ADABCo-0283-364"	"çocuğu olmuştu. Ancak töre peşini"	"bırakmadı."	"Ve 2004'de Küçükçekmece'de sokak ortasında"
"w"	"W-VI44F1D-4748-1297"	"çocuğu bir an bile yalnız"	"bırakmak"	"istemiyorum ama çalışıyorum Allahtan kendi"
"s"	"S-BEABXR-0010-687"	"Çocuğa bakmak istiyorum. Çağrı da"	"bırakamadım."	"<B> babacım yemeğini ye de"
"s"	"S-ACABQq-0423-583"	"çocuklarının geleceğini ilgilendiren bir konuda,"	"bırakın,"	"kararlarını özgür iradeleriyle versinler. Eğer,"
"w"	"W-UE09C3A-0850-1944"	"Çocuklarımı İttihat ve Terakki aç"	"bırakmasın."""	"İnfaz mangasında 14 asker, ittihatçı"
"w"	"W-RD36C3A-0076-2124"	"çocukları birinci ilan ederek çaresiz"	"bırakmak"	"tam bir cinayet aslında... Üstelik"
"w"	"W-NI09C2A-0472-1837"	"Çocuklar yanlarına pusulayı almamışlar, Dağevi'nde"	"bırakmışlar."	"Sönmez Targan, İsmet Ülker ve"
"s"	"S-BEABXO-0342-187"	"çocuklan gittin mi kocayı mı"	"bıraksın"	"ne yapsın? Gitmiyor. Sonra babam"
"s"	"S-BAABXj-0001-240"	"çocuk. Hadi canım bıraktı mı?"	"Bırakmış"	"tabi canım. Bestami ""Bende bırakacam"""
"w"	"W-UI22E1B-2914-1065"	"çocuk, arkadaşına bağırmış Hey! Beni"	"bırak."	"Canımı acıtıyorsun. Silgiden gelen çığlığı"
"w"	"W-HA16B1A-1933-607"	"Çocuk suya düştü. Ama dalı"	"bırakmadı."	"Memik var gücüyle asılıyordu. Ayağı"
"w"	"W-UA16B2A-0749-23"	"çocuk onların çocuğu, böyle başıboş"	"bırakmak"	"olmaz. Yukarıda Allah var. 26."
"w"	"W-RG37F1B-2934-1552"	"çocuk ensesine. Adam tokat atıp"	"bıraktı"	"çocuğu. Çocuk, gerisin geri yürüdü."
