"Register","Text","Left","-5;5","Right"
"w","W-NA16B4A-0054-1526","şeyler söylüyordunuz da, bizler afaziktik,","anlamadık.","Mahkeme Heyetinin Sayın Üyeleri, Sayın"
"s","S-ADABIi-0124-993","şeyler Ki insanlara bir şeyler","anlatabilsin","bir şeyler amacına ulaşabilsin yani"
"w","W-EA16B2A-1740-2474","şeyler karşılığında verileceğini çok erken","anladım.","Zaten turist kızlar da beni"
"s","S-ADBBAo-0443-359","şeyler anlatsın da, başka şeyler","anlatsın.","Bak konuklar gelecek anılara müdahale"
"w","W-JF25D1B-2755-913","şeyi üreteceksiniz. Biz bir şeyi","anlamadık.","Biz bir şeyi halkımıza anlatamıyoruz..."
"w","W-PG03A3A-1110-2475","şeyi planlayanın Elsa olduğunu bütünüyle","anladığı","yerde, Orson Welles köpekbalıklarının nasıl"
"s","S-BEABXw-0353-1653","şeyi bu insanları gerçekten bi","anlamıyorum.","Gerçekten böyle bir garip sanki"
"s","S-BEABXO-0012-2134","şeye, <Gülme> çiçeğe geldim öle.","Anladım.","<D 229> Ama, başka şeyleri"
"s","S-ADBBAo-0443-120","şeyden önce beni en iyi","anlayan","insan, arkadaşım ve dostumsun. Bana"
"s","S-BEABXO-0453-963","şeyden palyaçodan hallice bir şey","anlatacam","fıkra anlatacam. Hadi Damlaa. Ne"
"w","W-EA16B3A-0490-988","şeyden haberdar görünüyordu. Ayrıca, bildiklerini","anlatmaya","da son derece hevesliydi. Genç,"
"s","S-BEABXO-0002-1577","şey... Nilay'ın şeyi gibi. Ve","anlaşarak","geliyor. Evet anlaşarak. Ben diyor"
"s","S-ADBBI^-0326-423","şey. Bunu Zeki Müren'e de","anlatmış,","Seyfi'nin arkadaşı evi soydu diye."
"s","S-BEABXO-0345-706","şey. Bak. Burda galiba tasarımı","anlatıyo.","Burda hazırlamaya geçiyo. Evet. Evet."
"s","S-AEABTZ-0040-1838","şey. Amaç radyasyon kaçağı aldığını","anlamak","değil. O civardaki insanların doğal"
"s","S-ADABIA-0265-284","şey"" böyle anlatıyorum ama size","anlattığım","gibi. O da çizdi ve"
"s","S-BEABXO-0454-698","şey ödevlerimizi yaptırırdık falan diye","anlatıyodu","böyle ama bişey bildiği yoktu"
"s","S-BEABXX-0411-502","şey yok. Konuşma şeyi yok.","Anlatmak","yok. Güzel evet. Ya da"
"s","S-BEABXB-0073-2110","şey yok mu ray. Hıı.","Anladım.","Ondan. Ee? Şeyi söyliycem ya"
"s","S-BEABXW-0005-689","şey yapıyor emm… emm… anılarını","anlatıyor","işte bunları yazanlar var yaa!"
"s","S-BEABXL-0338-577","şey yapıcan abi ben sana","anlatim.","Ben gidiyorum. Tamam. Hadi size"
"s","S-BEABXO-0012-1333","şey yaptık. Onlarla anlaştık yani,","anlaşma","falan imzalıyosun. Para alıyosun, çok"
"s","S-BEABXn-0099-2300","şey yapmıyo. Etki yapmıyo. Tamam","anladık.","Kullanmadığınız zamanlar pakete geri koyarsanız"
"w","W-QD36C0A-0222-1887","şey uçuşurken tören ruhu yaşayamam.","Anladın","mı şimdi? Çok iyi anlıyorum"
"w","W-KA16B5A-0098-502","şey söyleme,' diyerek, bana bunları","anlattı.","Önce ben de İbrahim'in söylediklerine"
"w","W-UA16B3A-1150-1106","şey olmamıştı!.. Etrafımızda olup biteni","anlamaya","ve yorumlamaya çalışırken; birden sahnenin"
"s","S-ADABPZ-0134-2337","şey olduğunu düşüncenin genleşmesinde benim","anladığım","kadarıyla yine altı çizildi. Ama"
"w","W-DG37C2A-1237-864","şey mi? ""Yazarlar birtakım şeyler","anlatmış,","söylemiş. Bunları çağlarının -artık anlaşılmaz"
"s","S-BEABXB-0077-1984","şey Mersin'de? İşte burası Tarsus.","Anladın","mı? Şuan ben onu düşünmüyorum."
"s","S-BEABXO-0393-72","şey emm Şahsenem <D 2>","anlıyor.","Nişanlısının sasini tanıyor. Elinde ağu"
"s","S-ADABCo-0242-516","şey demek istiyolar bi şey","anlatmak","istiyolar. Yani şöyle bi şey"
"s","S-ADABAo-0388-396","şey bilmiyoruz. Bağdat'a dönüşünü de","anlatmıyor.","Hazarlar hakkında bir bilgi veriyor."
"w","W-OD02A1B-4528-52","şer” olarak algıladığını/göstermeye algıladığını/göstermeye çalıştığı","anlaşılmaktadır.","Ancak, küçük bir iş karşılığında"
"w","W-GD39C2A-0283-1639","şeriat klasikleri hükümleri gözönüne alınarak","anlatılıyor.","Topaloğlu, erkekle kadının cinsel ilişkisi"
"s","S-AAABOp-0011-1522","şekline göre sınıflayabilecektir. <D 1954>","Anlaşıldı","mı bu olay? <D 1955>"
"s","S-ADABPZ-0125-525","şekilde. İsterseniz ben biraz rakamlarla","anlatmak","isterim bazı şeyleri emm bir"
"w","W-MA16B2A-0795-625","şekilde yanındaki arkadaşına dönerek, ""Sen","anlat,","istersen,"" dedi. Esmer olanı ""Biz"
"w","W-OE05A1B-4199-2360","şekilde tanımlanmıştır; Etkin Pazar Kavramıyla","anlatılmak","istenen, finansal varlıkların fiyatlarının elde"
"s","S-ACABQq-0422-1809","şekilde mi gerçekleştireceğimizdir. Şunu iyi","anlamalıyız","ki, Türkiye'nin nihaî üyeliği, esas"
"s","S-ACABTZ-0336-507","şekilde konuşabilirim. Size geçmişini de","anlatmak","isterdim ama vakit yok. Geçmişi"
"w","W-KF10A2A-1864-1678","şekilde etkilediğinin değerlendirilebilmesi için bu","anlaşmaların","bütününün niteliği ve önemi incelenmelidir."
"w","W-OF10@0A-1778-1032","şekilde düzenlenmiş, anlaşmanın 5. maddesinde","anlaşmaya","taraf ülkelerden herhangi birinin fesih"
"w","W-VI31D1B-2357-1205","şekilde dizildi. Takaslar sırasında yapılan","anlaşmalar","gereği takımlar birbirlerine yerlerini verebilecek."
"s","S-ADBBAo-0443-2301","şekilde de birbirimizden çok uzaklaştığımızı","anladık.","O Almanya'da düzeni olan ve"
"s","S-BEABXO-0390-681","şehirlerdeki o yani güç ilişkilerini","anlatıyor.","Amerikan şehirlerinde. Hocalar bizim makaleleri"
"w","W-LG37E1B-3040-487","şeffaf bir naylon örtü örtülmüş.","Anladım","ki, hava yağmurlu. Havanın gerçekten"
"s","S-BEABXO-0269-2060","şaşırıyolar yani konuştukları için? Hı-hıı.","Anladım.","Hadi gel yemek ye, acıkmadın"
"s","S-BEABXO-0075-714","şaşırdım. Hanım hanımefendi çok güzel","anlatıyo;","fakat yanlış bilgiler vermiş Rıza"
"w","W-UI22E1B-2914-927","şaşırdı. Çocuk olanlardan bir şey","anlamadı.","Onlar şaşkınlıkla bakarken serçe parmak,"
"w","W-VI19E1A-4022-166","şaşırdı. ""Hayret!"" dedi kendi kendine.","Anlattıkları","masallara gizli bir tat katmasını"
"w","W-LE41C2A-1360-1017","şaşkınlık içerisinde ne olup bittiğini","anlamaya","çalışırlarken birden görüntüdeki kadın maskesini"
"w","W-KE39E1B-3300-558","Şatıroğlu, babasının son konserini şöyle","anlatmaktadır","""Babam, son olarak 15 Ağustos"
"w","W-TD02A1B-4600-436","şartlar çerçevesinde, Türkiye, geri kabul","anlaşmaları","imzalayarak ya da imzalayacağını vaad"
"w","W-LE30D1B-2082-1719","Şarm el Şeyh kentinde varılan","anlaşmada","öngörülen ve Gazze Şeridi ve"
"w","W-KD36E1B-2853-1356","şansı verdiğini de kanıtlar. Öyle","anlaşılıyor","ki, önemli bilgiler ancak onu"
"w","W-HI13C2A-1939-1210","Şaka mı yapıyordu, ciddi miydi,","anlayamadım.","Yüzyılların sömürüsünün bedeli, bu yolla,"
"s","S-ACABUZ-0035-47","şairim.” şairim.” Bunu zannediyorum hepiniz","anlıyorsunuz.","Herkes de anlıyor. Sadece sizler"
"w","W-RD36E1B-2842-987","şair ile ne zaman karşılaştığını","anlatmak","âdettendir. İster bilerek, elle tutarak,"
"w","W-QG03A1B-3264-551","şahı olduğu belirtilen Bediüzzaman'ı kabulünü","anlatmaktadır.","Sol taraftaki figürlerden birinin sarığının"
"w","W-LE09C3A-1183-75","Şahin'e direnişinin ardındaki gücü şöyle","anlattı","""Ben insanlığı çok seviyorum. Hayatı"
"w","W-WI45F1D-4709-1268","şablon yapmış sanki, öyle gururla","anlatıyor","zibidi. Sinekten küçük la! Osuruğuynan"
"s","S-BEABXO-0128-2084","ıı bu sefer de hani.","Anladım.","<B> O bölüm başkanı bilmem"
"w","W-VI19E1A-3987-1333","ısıtmaya gider. Ama çocuk annesinin","anlattıklarıyla","yetinmedi. Çünkü çok meraklıydı. O"
"s","S-ACABQq-0423-1315","ısrarımız üzerine, Planın son versiyonuna,","anlaşmadan","ondokuz yıl sonra ya da"
"w","W-EE39C2A-0641-388","Üçüncüsü ise kuşkusuz yine Sykes-Picot","anlaşmasıyla","oluşturulan Suudi Krallığı. Arapların bir"
"w","W-HF10A2A-1876-2278","üçüncü ülkeler ile yaptığı ""tercihli","anlaşmalar""","düzenini üstleneceğinden Türkiye ile bu"
"w","W-EI22C4A-0864-2300","üçüncü yudumdan sonra nasıl olduğunu","anlamadan,","kederlerim, karamsarlığım siliniverdi birden. Müthiş"
"w","W-CH03A1A-1515-1101","üçe bölündüler. Soru 30- HARİCİLERİ","ANLATIR","MISINIZ? Hz. Aliyi, hakeme gitmeye"
"w","W-UA16B4A-0320-383","Üç gün üç gece konuşulanlar,","anlatılanlar","kulaklarında çınlayıp durdu yol boyu,"
"w","W-XI45E1C-5070-180","Üç gün kalsam da yazacak,","anlatacak,","paylaşacak çok şey olduğundan ikiye"
"w","W-OG37F1B-2931-1027","üzüntüsünü bizimle paylaşıyor. Amcanın derdini","anlamaya","çalışıyoruz, anlıyoruz. Artık benim iyice"
"s","S-ADABPZ-0134-447","üzülüyorum son yazımda emm bunu","anlatmaya","çalıştım emm o da yakınlarda"
"w","W-QD02A0A-1696-1953","üzülmüş. Ama kimse çocukların üzüldüğünü","anlamamış.","Anneyi hep hastanelere götürmüşler. İlaçlar"
"s","S-ADABCo-0242-1143","Üzülmez, İbrahim Toroman ve Rüştü'ye","anlaştı.","Ardından da Yusuf ve Uğur"
"w","W-UA16B2A-1248-1767","üzüldü. Annesi, Osman hakkındaki kuşkularını","anlattı","""Osman'la pek ilgilenemiyorum. Sabahtan bırakıp"
"w","W-SE09C3A-0408-1365","üzgün olduğumu hissetmiş, ısrar edip","anlattırmış","ve daha ayakkabısını bile çıkarmadan"
"w","W-OI42E1B-2937-1217","üzerlerine. Hep bir şeyler anlattı.","Anlattı,","konuştu, duası hiç bitmedi, tâ"
"s","S-ACABFZ-0049-528","üzerine biçimlenmiş bir Temel fıkrası","anlatmak","istiyorum. Akdeniz'de Karadeniz fıkrası olur"
"s","S-AAABOp-0011-1969","üzerine animsitik düşünceyi ortaya koyabiliyoruz.","Anladınız","değil mi? Onun için bu"
"s","S-ACABQq-0422-1184","üzerinden 44 yıl geçmiş, Ankara","Anlaşmasının","üzerinden ise 40 yıl geçmiştir."
"s","S-BEABXT-0066-2023","üzerinde çalışıyosa %1.5'a falan çıkıyo","anladın","mı? Anladım. Öyle şey kotayı"
"w","W-JE39E1B-2838-879","üyesi bütün ülkelerde var olduğu","anlaşılmış,","bu ülkelerin hepsinde bu örgütler"
"w","W-KI09C2A-1544-858","üyeleriyle ayrı ayrı konuştu. Sonucu","anlattı.","Hal şeklini gösterdi. Sonuçta Anayasa"
"w","W-TB04A4A-1898-68","ütünün soğutucu içine konup konmadığını","anlayamaz.","Çünkü, başta ütünün yaydığı ısıyı,"
"w","W-OD03A4A-0253-593","üstünde düşündükçe, aslında yanlış söylediğimi","anladım;","aslında önemseniyor, hem de bayağı"
"w","W-GA16B1A-0643-1646","üsteliyorum yine, pek bir şey","anlayabilmiş","değilim çünkü. ""Bir de uyanık"
"w","W-KF10A2A-1864-1126","ürünleri ve bira satışlarına ilişkin","anlaşmalar","için özel hükümler içermektedir. 52"
"w","W-PI22C1A-0209-1930","ürkütücü sırrı. Ancak, bu konuyu","anlatabilmem","için önce cesaretimi toplamalıyım. Gerçeği,"
"w","W-LF25D1B-2140-1207","üreticilerinin karşı karşıya kaldığı sorunları","anlatan","yazılarının gerçeği yansıtmadığını iddia etti."
"s","S-AAAAFZ-0383-1540","üremesi çevresel streslere yanıtlarda kullanabileceği","anlaşıldı.","Bu birinci dalga. <D 3>"
"w","W-GE39C0A-0208-302","ünlü bir MİT mensubu olduğunu","anlayamamıştı.","Telsizden olayı amirlerine anons ederken"
"s","S-ADABAo-0313-1379","üniversiteyle görüşüyoruz emm yurtdışında bunlarla","anlaşırsak","hem klÜp bazında hem federasyon"
"s","S-ADABPZ-0125-524","üniversitenin seçileceğini düşünüyoruz emm. Benim","anlatmak","istediklerim bunlar emm herkese tekrardan"
"s","S-ADAB^o-0132-1263","üniversitemizin de Erasmusla imzaları var,","anlaşmaları","var. Oraya da İngilizceyle gidiyor"
"w","W-CD02A1B-3520-448","üniversiteden, yöneticileri seçimle gelen üniversite","anlamıyoruz.","Bu yolla görev alacak yöneticiler"
"s","S-BEABXA-0129-1582","üniversitede özet yazmanın kaygısından dolayı","anlaşamıyoruz.","Hmm. <gülme> Ben şey yaptım"
"w","W-RD37C2A-0811-2072","ümit edemeyeceği hususundaki tam hakikati","anladım.""","Bu mevzuda bizlere de çok"
"s","S-ADBBI^-0042-231","ülkesi olma özelliğini hep vurguladım,","anlattım","ve bu bilinci yaymaya çalıştım,"
"s","S-ADAABo-0369-950","Ülkesi ismini kim vermiş dersiniz?","Anlatalım.","Hikaye bu ya Yunanistan'ın Megara"
"w","W-OH36C2A-1472-2127","ülkelerinden gelenler ancak tarihsel mimarlıklarını","anlatabiliyorlardı.","Sonrasında kendi kimliklerinden pek bir"
"s","S-ADABAo-0388-743","ülkeleri ise kısa bir şekilde","anlatırlar.","Çok uzak Çok uzak bölgeler hakkında daha"
"w","W-NF10A2A-1847-2150","ülkelere teknik yardım yapılması DTÖ","anlaşması","uluslararası standartları teşvik etmekte ve"
"w","W-SA16B2A-0433-1057","ülkede. Bizim için konuşursan, seninle","anlaşabiliriz.""","""Bir tek sözüm var,"" dedim."
"s","S-AEABTZ-0040-754","ülke açısından verimliliğini ve gerekliliğini","anlatırken,","nükleer açısından yaşanabilecek sıkıntıları söylerken"
"s","S-BEABXg-0088-1677","ücretli öğretmenlik gerçeğini de ben","anlamıyom","harbiden yani bi saçmalık varsa"
"s","S-BEABXl-0008-1960","Öğretmiyorum o zaman. Yok benim","anlamadığım","söylediklerin çelişiyor. Şimdi ben trafiğe"
"s","S-BEABXn-0349-1887","öğretmeye çalıştı. Yasin'le beraber. Ama","anlamadım","yine de. Bişe anlamadım yani."
"s","S-BEABX\-0065-111","Öğretmenlik şeysi mi? Hıı. Öyle.","Anlıcağın","öyle. Asıl senin anlatman lazım."
"s","S-BEABXO-0345-1485","Öğretim materyalinin basit, sade ve","anlaşılır","olması. Bu kadar basit. <gülerek>"
"s","S-BEABXl-0008-1109","öğretilyor ilk önce bana bi","anlat.","Şimdi benim kalkışım da bi"
"w","W-SI19E1A-4039-1494","öğrenmenin ne kadar gerekli olduğunu","anladık.","Şimdi sözü, millet ve tarih"
"w","W-DA16B2A-1719-908","Öğrenmek istiyorum, bana bunu içtenlikle","anlatabilirsin...","Kral, öyle arkadaşça bir yakınlıkla"
"s","S-BEABXw-0391-191","öğrenme adı altında sizlere ders","anlattırdı","anlattırdı kendisi de gitti şerefsiz"
"s","S-ADABCo-0241-1376","öğreniyosun orda. Herkes çok iyi","anlaşıyor","birbiriyle. Günün kaptanı oluyosun. Tekneyi"
"s","S-BEABXO-0094-1092","öğrendin mi söyle bakıyim anneanneye","anlat.","Ben yüzmeyi öğrenmedim. Ben ben"
"w","W-OI22C3A-0660-1242","öğrendiklerimizi hatırlayın. Biz yargılamayız. Paylaşırız,","anlarız.","Anlatın lütfen. Yalnız kulaklarımla değil,"
"s","S-BEABXA-0043-1810","öğrendik yaa! Hmm bundan ne","anlamalıyım","mesela rüşvet! Ee! tabi mesela"
"w","W-MD39E1B-3360-1351","öğrenciye mal edilmeyebilir ve ayrıca","anlatma","yöntemi ile öğrenciler pasif kaldıkları"
"w","W-JI09C4A-1294-1216","öğrencisi... Dergi başına 2 milyon'dan","anlaşmışlar","Şefik'le. İki dergiden 4 milyon"
"w","W-HD05A3A-1305-1499","Öğrencinin derste bir konuyu arkadaşlarına","anlatmasında,","sözlü bir sınavda kendisine yöneltilen"
"s","S-AEABUZ-0038-756","öğrencilere anlatırken, bunların sonuçlarını topluma","anlatırken","kendi aralarında tartışırlarken, herhangi bir"
"s","S-ADABPZ-0112-1543","özürlü bir çocuğa sahip olduklarının","anlaşılası","aileye çok büyük bir darbe"
"s","S-ADABAo-0309-971","Öztürkler bizimle birlikte bu sektörü","anlatacak","önce 3G'yle ilgili emm sorularımızı"
"s","S-ACABQq-0423-1345","özgürlüğünü kısıtlayan bir anlaşmadır. Bahsettiğimiz","anlaşma","bir temel anlaşmadır. Nasıl, siz,"
"s","S-AEABTZ-0040-308","özgürleşmenin birinci adımı da hocamın","anlattığı","bir düşünme yöntemiyle yavaş yavaş"
"w","W-SH42C4A-0495-123","özgür bırakıldıklarını şu ayetten açıkça","anlıyoruz","""Şüphesiz ona (insana doğru) yol"
"s","S-ACABQq-0422-1257","özgün yapısı dikkate alınarak mevcut","anlaşmaların","daha anlaşılabilir hale getirilmesi ve"
"w","W-NG43C2A-1805-723","özgün bir çalışma çıkmıştı ortaya.","Anlaşılmama","konusuna gelince, izlenen yöntem belki"
"w","W-QG36C4A-0452-2257","özgü bakışı, yorumu olduğunu, kolayca","anlayabiliyorsunuz.","YÜREĞİN YAŞAMA, YAŞAMIN AKLA GÖZ"
"s","S-ADAB^o-0131-521","Özge Canla ilgili bir anımı","anlatmak","istiyorum. Daha doğrusu onun bir"
"s","S-AEABUZ-0021-980","özet vermiş emm... Örnek vererek","anlatacak","olursak şey diye kullanmış mesela"
"w","W-JA16B2A-0759-703","özen gösteriyordu. Aksanından azınlık olduğunun","anlaşılabileceğini","sezinliyor, okuduğu kitaplardan edindiği arı"
"w","W-OC03A3A-1418-90","özellikle de Batı metafiziğinin gizlerini","anlamayı","öngörüyor. Liste şu... 1. Tevrat"
"w","W-SH03A3A-1390-1464","özel-kolektif zaman ve mekan olarak","anlaşılabilir.","Postmodernitenin asıl temeli, dünyaya heterojen"
"s","S-ADAB^Z-0370-1368","özel sektöre emm yani bi","anlaşma","bi işbirliği olursa bence çok"
"s","S-BEABXu-0435-1643","özel numaradan niye çağrı atarlar","anlamıyorum","ha. Buraya kadar kadardı. Oo!"
"w","W-FD36C4A-0341-1711","özel kalem müdürü Nejat Saner","anlatıyor","Atatürk, İran Şah'ı, İsmet İnönü,"
"w","W-UE36E1B-3358-1148","Özbatur ""Üç Maymun"" ve Cannes'ı","anlattı","""Altından kalkamayacağı acılara ya da"
"s","S-ACABQq-0423-1475","Öymen, buyurun Değerli arkadaşlarım, öyle","anlaşılıyor","ki, hükümetimiz, Güney Kıbrıs'ın Avrupa"
"s","S-BEABXO-0325-2293","öyleydi ama Eda... Onun nedenini","anladık","ama. Onun nedenini anladık. Ama"
"s","S-BEABXO-0002-58","öylesine söylüyor yoksa gerçekten tattan","anlıyor","bu adam. ""eh işte bu"
"w","W-KA16B4A-0121-733","öylesine kendini inandırmıştı ki... ""Baysunguru","anlatmalıyım","ki size Hanımız Hazretleri, o"
"s","S-ACABQq-0425-1847","öyledir; anlamak istediği zaman anlar,","anlamak","istemezse anlamaz. Görmek isterseniz görürsünüz,"
"w","W-MI27D1B-2813-2355","öyle. Hangi çağda olduğunu nasıl","anlayacaksınız?","Eğer çocuk kendi yaşamında bağımsız"
"s","S-BEABX\-0065-490","Öyle. Anlıcağın öyle. Asıl senin","anlatman","lazım. Biz bi şey yapmadık"
"w","W-HG37C3A-0598-2112","öyle sürdü. Bugüne kadar."" Tümüyle","anlıyorum","onu. Söyleşimiz sırasında sayısız telefon"
"w","W-PI42E1B-2938-1857","öyle kaçıp dururlar..."" Bütün bu","anlatılanlar","gösteriyor ki, ""benlik"" ve ""iddiâ""nın"
"w","W-SA16B1A-0768-716","öyle gösterişli şişeler. Benim asıl","anlatacağım","şey, kentlerin meydanlarında, parklarda ne"
"s","S-BEABXJ-0076-1918","öyle duruyo? Evet bende onu","anlamadım.","Öyle miydi gerçekten? Evet. Halla"
"s","S-BEABXO-0002-2062","öyle dedi. Yıkıyacayız diye. Haa!","Anladım","tamam. O suyu zaten dedim"
"s","S-BEABXX-0411-615","öyle aslında ya ben de","anlatıyorum","herkes buraya hayran kalıyo hadi"
"w","W-SI31D1B-2345-2329","öyküsü vardır, ama bu şampiyonluğu","anlatmak","için satırlar ve kitaplar yetmez."
"w","W-QG24D1B-2289-1680","öykümde, bir ressamın eseriyle ödeşmesini","anlatmaya","çalıştım. Sonunda eserini toptan bir"
"w","W-SI22C3A-0559-1966","övünürdü. Ben bu tip insanları","anlamıyorum.","Bir başkasına ait olan yetenek"
"s","S-BEABXO-0086-1098","ötüyor? Senin ki. Ee! dostum","anlat","ya. Moruk Ntvspor.net şeyini indirdin"
"s","S-BEABXg-0090-1629","öttürürdü nasıl yenemedi ben hala","anlamıyorum","ne kadar salakça oynatıyorsunuz ya"
"w","W-EI36C4A-0468-1117","örneğini ressam Sabri Berkel için","anlatırlar","Titizliğiyle, disipliniyle ün salmış Sabri"
"s","S-ADBBI^-0042-640","örneğin fotoğraflarla İncil'e göre yaradılışı","anlatıyor.","Dünyanın oluşumunu fotoğraflarla veriyor. Olamaz"
"w","W-PD03A1A-3346-1762","örneği verilebilir. Karma sistem denildiğinde","anlatılmak","istenen, kamu yayıncılığı ile ticari"
"s","S-AAABOp-0011-762","örnek verdi bi zaman dönemi","anlatırken.","Dedim peki böle bi şeyle"
"s","S-ADABPZ-0134-1459","örgütlerinin görev ve işlevleri böyle","anlaşılmaktadır.","Her şeyden önce liberalizme bağlı"
"w","W-TF10A2A-1903-1357","örgütlediği için kapitalizmin daha iyi","anlaşılmasında","önemli bir rol oynamaktadır. ÖĞRENME"
"w","W-LG37E1B-3040-1633","örgülü, büyük bir pişmanlığın hikayesini","anlatırken","bu efsaneyi bir ""leit-motif"" olarak"
"s","S-ACABQq-0423-1340","önünü açan bir anlaşmadır. Bu","anlaşma,","Enosisin yolunu açmıştır. Bunu ben"
"w","W-NA16B1A-0858-443","önündeki tahta sırada oturmuş konuşuyordu.","Anlaşılan","daha fazla uyuyamamış, erkenden kalkmış,"
"w","W-SD36E1B-2843-2187","önümüzdeki yıllar bir Köyceğiz gerçekliğini","anlatan","romanla buluşturur bizi... Kim bilir..."
"w","W-TE36E1B-3295-980","önyargıların ötesine geçiyor Aral. Kavramaya,","anlamaya,","anlatmaya çalışıyor. Bu çağın yoldan"
"w","W-IF18E1C-4145-2169","önlenmesi için Karadeniz Ülkeleri arasında","anlaşma","imzalanmıştır. Ayrıca, Karadeniz'de balıkçılığın korunması"
