w,W-QG03A1B-3264-551,şahı olduğu belirtilen Bediüzzaman'ı kabulünü,anlatmaktadır.,Sol taraftaki figürlerden birinin sarığının
w,W-LE09C3A-1183-75,Şahin'e direnişinin ardındaki gücü şöyle,anlattı,"""Ben insanlığı çok seviyorum. Hayatı"
w,W-WI45F1D-4709-1268,"şablon yapmış sanki, öyle gururla",anlatıyor,zibidi. Sinekten küçük la! Osuruğuynan
w,W-VI19E1A-3987-1333,ısıtmaya gider. Ama çocuk annesinin,anlattıklarıyla,yetinmedi. Çünkü çok meraklıydı. O
w,W-CH03A1A-1515-1101,üçe bölündüler. Soru 30- HARİCİLERİ,ANLATIR,"MISINIZ? Hz. Aliyi, hakeme gitmeye"
w,W-UA16B4A-0320-383,"Üç gün üç gece konuşulanlar,",anlatılanlar,"kulaklarında çınlayıp durdu yol boyu,"
w,W-XI45E1C-5070-180,"Üç gün kalsam da yazacak,","anlatacak,",paylaşacak çok şey olduğundan ikiye
s,S-ADABPZ-0134-447,üzülüyorum son yazımda emm bunu,anlatmaya,çalıştım emm o da yakınlarda
w,W-UA16B2A-1248-1767,"üzüldü. Annesi, Osman hakkındaki kuşkularını",anlattı,"""Osman'la pek ilgilenemiyorum. Sabahtan bırakıp"
w,W-SE09C3A-0408-1365,"üzgün olduğumu hissetmiş, ısrar edip",anlattırmış,ve daha ayakkabısını bile çıkarmadan
w,W-OI42E1B-2937-1217,üzerlerine. Hep bir şeyler anlattı.,"Anlattı,","konuştu, duası hiç bitmedi, tâ"
s,S-ACABFZ-0049-528,üzerine biçimlenmiş bir Temel fıkrası,anlatmak,istiyorum. Akdeniz'de Karadeniz fıkrası olur
w,W-KI09C2A-1544-858,üyeleriyle ayrı ayrı konuştu. Sonucu,anlattı.,Hal şeklini gösterdi. Sonuçta Anayasa
w,W-PI22C1A-0209-1930,"ürkütücü sırrı. Ancak, bu konuyu",anlatabilmem,"için önce cesaretimi toplamalıyım. Gerçeği,"
w,W-LF25D1B-2140-1207,üreticilerinin karşı karşıya kaldığı sorunları,anlatan,yazılarının gerçeği yansıtmadığını iddia etti.
s,S-ADABPZ-0125-524,üniversitenin seçileceğini düşünüyoruz emm. Benim,anlatmak,istediklerim bunlar emm herkese tekrardan
s,S-ADBBI^-0042-231,"ülkesi olma özelliğini hep vurguladım,",anlattım,"ve bu bilinci yaymaya çalıştım,"
s,S-ADAABo-0369-950,Ülkesi ismini kim vermiş dersiniz?,Anlatalım.,Hikaye bu ya Yunanistan'ın Megara
w,W-OH36C2A-1472-2127,ülkelerinden gelenler ancak tarihsel mimarlıklarını,anlatabiliyorlardı.,Sonrasında kendi kimliklerinden pek bir
s,S-ADABAo-0388-743,ülkeleri ise kısa bir şekilde,anlatırlar.,Çok uzak Çok uzak bölgeler hakkında daha
s,S-AEABTZ-0040-754,ülke açısından verimliliğini ve gerekliliğini,"anlatırken,",nükleer açısından yaşanabilecek sıkıntıları söylerken
s,S-BEABXl-0008-1109,öğretilyor ilk önce bana bi,anlat.,Şimdi benim kalkışım da bi
w,W-DA16B2A-1719-908,"Öğrenmek istiyorum, bana bunu içtenlikle",anlatabilirsin...,"Kral, öyle arkadaşça bir yakınlıkla"
s,S-BEABXw-0391-191,öğrenme adı altında sizlere ders,anlattırdı,anlattırdı kendisi de gitti şerefsiz
s,S-BEABXO-0094-1092,öğrendin mi söyle bakıyim anneanneye,anlat.,Ben yüzmeyi öğrenmedim. Ben ben
w,W-MD39E1B-3360-1351,öğrenciye mal edilmeyebilir ve ayrıca,anlatma,yöntemi ile öğrenciler pasif kaldıkları
w,W-HD05A3A-1305-1499,Öğrencinin derste bir konuyu arkadaşlarına,"anlatmasında,",sözlü bir sınavda kendisine yöneltilen
s,S-AEABUZ-0038-756,"öğrencilere anlatırken, bunların sonuçlarını topluma",anlatırken,"kendi aralarında tartışırlarken, herhangi bir"
s,S-ADABAo-0309-971,Öztürkler bizimle birlikte bu sektörü,anlatacak,önce 3G'yle ilgili emm sorularımızı
s,S-AEABTZ-0040-308,özgürleşmenin birinci adımı da hocamın,anlattığı,bir düşünme yöntemiyle yavaş yavaş
s,S-ADAB^o-0131-521,Özge Canla ilgili bir anımı,anlatmak,istiyorum. Daha doğrusu onun bir
s,S-AEABUZ-0021-980,özet vermiş emm... Örnek vererek,anlatacak,olursak şey diye kullanmış mesela
w,W-FD36C4A-0341-1711,özel kalem müdürü Nejat Saner,anlatıyor,"Atatürk, İran Şah'ı, İsmet İnönü,"
w,W-UE36E1B-3358-1148,"Özbatur ""Üç Maymun"" ve Cannes'ı",anlattı,"""Altından kalkamayacağı acılara ya da"
w,W-KA16B4A-0121-733,"öylesine kendini inandırmıştı ki... ""Baysunguru",anlatmalıyım,"ki size Hanımız Hazretleri, o"
s,S-BEABX\-0065-490,Öyle. Anlıcağın öyle. Asıl senin,anlatman,lazım. Biz bi şey yapmadık
w,W-PI42E1B-2938-1857,"öyle kaçıp dururlar..."" Bütün bu",anlatılanlar,"gösteriyor ki, ""benlik"" ve ""iddiâ""nın"
w,W-SA16B1A-0768-716,öyle gösterişli şişeler. Benim asıl,anlatacağım,"şey, kentlerin meydanlarında, parklarda ne"
s,S-BEABXX-0411-615,öyle aslında ya ben de,anlatıyorum,herkes buraya hayran kalıyo hadi
w,W-SI31D1B-2345-2329,"öyküsü vardır, ama bu şampiyonluğu",anlatmak,için satırlar ve kitaplar yetmez.
w,W-QG24D1B-2289-1680,"öykümde, bir ressamın eseriyle ödeşmesini",anlatmaya,çalıştım. Sonunda eserini toptan bir
s,S-BEABXO-0086-1098,ötüyor? Senin ki. Ee! dostum,anlat,ya. Moruk Ntvspor.net şeyini indirdin
w,W-EI36C4A-0468-1117,örneğini ressam Sabri Berkel için,anlatırlar,"Titizliğiyle, disipliniyle ün salmış Sabri"
s,S-ADBBI^-0042-640,örneğin fotoğraflarla İncil'e göre yaradılışı,anlatıyor.,Dünyanın oluşumunu fotoğraflarla veriyor. Olamaz
w,W-PD03A1A-3346-1762,örneği verilebilir. Karma sistem denildiğinde,anlatılmak,"istenen, kamu yayıncılığı ile ticari"
s,S-AAABOp-0011-762,örnek verdi bi zaman dönemi,anlatırken.,Dedim peki böle bi şeyle
w,W-LG37E1B-3040-1633,"örgülü, büyük bir pişmanlığın hikayesini",anlatırken,"bu efsaneyi bir ""leit-motif"" olarak"
w,W-SD36E1B-2843-2187,önümüzdeki yıllar bir Köyceğiz gerçekliğini,anlatan,romanla buluşturur bizi... Kim bilir...
w,W-VH13F1D-4850-1091,önemli etkinliktir. Sevginin en güzel,anlatılma,"şekli, sorunları aşmamıza yardımcı olacak,"
w,W-VI41C2A-2987-719,önemli bir mutfak akımı olduğunu,anlatmaya,yeter. Tabii her rağbet gören
s,S-AAABOp-0011-268,öncesi dönemle ilgili bir şey,anlattık,mı peki? Hayır. <B> Ama
w,W-MI37E1B-3057-1800,"önce, kimselerin anlatmadığı annemin hikayesini","anlattığında,","duyduklarım, tanımadığım bir insanla nasıl"
w,W-TE36E1B-3355-1832,önce vatanın neden vatan olduğunu,anlatmak,istiyorum. Bence burada önemli olan
w,W-QA16B2A-3350-1644,önce sular kaosunun düzene sokulduğunu,anlatır,çünkü. Babilliler de Nuh'un gemisini
w,W-DI09C1A-0895-430,önce bana ayrıntılı olarak anlattırdı.,Anlattım.,"Ben bitirince o başladı ""olanları"""
w,W-PA16B2A-0866-1170,Ömer'in gelişi. Durmadan bir şeyler,"anlatıyor,","neşeli kahkahalar atıyor. Yalnız, yarattığı"
w,W-RE30D1B-2121-651,ölenlerin çoğunun dumandan etkilendiğine inandıklarını,anlattı.,"Görgü tanıkları, yeni yıl kutlamasının"
s,S-BEABXA-0129-222,öledir. Çünkü buradaki onunda sebebini,anlattım,burdakini. Onu Evangeliya daha iyi
w,W-EA16B4A-0097-754,"öldürmedim o çocuğu."" Kör Bican'ın",anlattıkları,beni sarsmıştı ama belli etmemeye
w,W-KA16B5A-0098-2043,öldüren kişinin kızı olduğunu nasıl,anlatırım,ben. Telefonla Ali'yi arayıp buraya
s,S-AEAA@O-0150-903,ödevi vermiş. İşte çiftlik hayalini,anlatan,ödevi teslim etmiş öğretmenine ve
s,S-ACABFZ-0049-1040,öbür yüzünde 19. yüzyıl dünyasını,anlata,"anlata bitiremeyen Victor Hugoların, Emile"
w,W-OA16B1A-1221-540,öbür kuşlara habire bir şeyler,anlatıyor.,Ötekilerse bütün gün yiyecek peşinde
s,S-ADABAo-0433-874,"çırılçıplak olucak, ruhumuz çırılçıplak, birbirimize",anlatıcaz,"kendimizi. Emm, ben bunu şey"
s,S-AEABUZ-0038-755,çıkıyor. Tamam şimdi bilimsel devrimi,anlatırken,doğa bilimlerindeki gelişmeden insanların zihnini
s,S-BEABXl-0008-542,çıksak dedim. Ama... Özkan Abi'nin,anlatmak,istediği şey cesaretini trafikte kazanamazsın.
s,S-ADABPZ-0135-279,çıkmıştır ama yani şu bizim,anlattığımız,şeyler bizim toplumumuz için birebir
w,W-FI09C3A-1292-2296,"çıkarıp, kâğıt tamponlar koymuş içine.",(Anlatırken,bile kuşkudayım. Olur mu böyle
w,W-KA16B3A-0550-1687,çıkarıp gelmemi söyledi. İşaret parmağıyla,anlattı,"bunu. ""Nasıl. Nasıl gelebilirim oraya?"""
w,W-ED02A3A-2028-2193,"çıkarmak, anlamak, tanımak ve kendisine","anlatmak,",göstermek olanağı da ortaya çıktı.
w,W-SA16B1A-1351-38,"çıkardım... Aşklarımı, kırgınlıklarımı, zaferlerimi, yenilgilerimi",anlattım...,Bir kuyumcu gibi işledim hayat
w,W-HA14B1A-1699-347,Çünkü annem gibi severim. Niye,anlattırıyorsun,bana bunları? 2. İŞÇİ Anlat
s,S-AEABPZ-0331-281,Çözmeye çalışıyoruz ama biraz önce,anlattığım,gibi sıkıntılarla maalesef zaman geçiyor.
w,W-IA16B3A-2673-1352,çözemedim. Evde dedemin başından geçenlerin,anlatılmasına,"karşın, ondan hikâyeler dışında söz"
w,W-LA16B3A-0172-2094,"çukuruna?"" Emir soruyu anlıyor ama,",anlatamaz,ki. Nereden geldiklerini bilmiyor. O
s,S-BEABXs-0130-930,çok çalışarak öğrenmişler. Belki anlata,anlatamayabilirler,ama uyguluyabilirler. Öyle diyelim ama
s,S-ACABTZ-0336-504,çok zor bu teknik konuları,anlatmak.,Çünkü o atık dediğimiz içinde
s,S-BEABXO-0344-877,Çok yamuk oldu. Saçı nasıl,anlatcaz?,Saçsız mı olcak? Mesela saç
w,W-UE36E1B-3358-1710,çok yakın çevresinden dinledi. İşte,anlatılanlar,1968 yılında Iğdır'ın Tuzluca köyünde
s,S-BEABXO-0263-618,Çok seviyordun herhalde hep orayı,anlatıyorsun?,Oturdum orda. Neden gittiydim ben
s,S-BEABXp-0192-651,çok sevdirdi. Bir de güzel,anlatıyor.,Ve çok yazıyoruz. Peki ne
s,S-AEABPZ-0331-251,çok mutluyuz. Bunu bu şekilde,anlattıktan,"sonra Mersin'deki bütün yönetici arkadaşlarımız,"
s,S-BEABXO-0325-567,çok iyi biliyorum. Hiç Cengiz'i,anlatma,yani gayet. Birbirleriyle böyle konuştukları
s,S-AEABTZ-0040-530,çok iyi biliyorum. Ama bunu,anlatmak,çok zor. Ama sokaktaki bir
s,S-ADABCo-0335-832,çok doğru bir şeydir. Bunlar,anlatılmalı.,Ama sosyal gerçekliğimiz ihmaal edilmemeli.
w,W-HH03A1B-3114-2359,çok bakımdan Kurana ve Kuranın,anlattığı,Allah inancına ve tek bir
s,S-ADABI\-0438-779,çocuğunuza nasıl ifade ederdiniz nasıl,anlatırdınız?,Çocuğuma böyle anlatmam onun yaşına
w,W-IA16B2A-2672-1264,"çocukluğunda cenazelerde, bayramlarda, kandil günlerinde",anlatılan,ya da cami avlularında genellikle
w,W-OI22E1B-2908-190,çobanın başından geçen bir olayı,anlatacağım,Çok eskiden bir çoban kucağında
w,W-VG03A1B-3288-2429,çizgiler yerleşme ve hareketsizlik duygusunu,anlatır.,Dikey doğru çizgiler göz seviyesinden
w,W-TA16B2A-0325-1508,Çingene uzun süredir bana masal,anlatmamıştı.,Gözlerini hevesle açılan gözlerime dikip
s,S-BEABXO-0436-249,çiftli bana giri aynı izahı,anlattılar.,Benim evimin döküntülü olduğunu ondan
s,S-ACABUZ-0035-759,çevrilmeli ve bu insanlar Atatürk'ü,anlatırken,Tevfik Fikret'le olan ilişkisinin bir
s,S-BEABXg-0088-1000,çevreden kafamı soyutlaman için gidiyosun.,Anlatabiliyom,mu? Yani ordan kafa soyutlanacak
w,W-JI41C3A-1509-1661,çekti... Kapı açıldı... Çıkan sesleri,anlatmam,"güç... İçeri girdim. Kapı, dört-beş"
s,S-ADBBAo-0443-992,çekti ve bütün hayatının sırlarını,anlatacağı,programımıza sayın Perihan Savaş geliyor.
w,W-VI44F1D-4747-1061,"çekinme, sıkılmam ben zira yıllarca",anlattım,yormuyor beni... Kilo verme aşamasından
s,S-ADBBI^-0326-196,"çekingen olduğunuzu, kolay ilişkiye giremediğinizi",anlattınız.,Bir emniyet supabı olarak yaratmış
s,S-ADBBAo-0443-335,çağırdık gelmedi ama bir anısını,anlattı.,"Bir gün Arzu'ya, ""bana bugüne"
s,S-ACABUZ-0035-960,çalıştığını ve emm ne yaptığımı,anlatacam,dilim döndüğü kadar. Ve sonradan
s,S-ACABQq-0423-397,çalışma içerisine girmiştir ve tezlerini,anlatmıştır,ve bu tezlerin kabulünün sağlanması
w,W-KA16B4A-0147-2358,"çaldıkları etkileyici nihilist şarkılarla savruluyor,",anlattıkları,"dokunaklı, muhalif hikayelerde kendimi buluyor,"
w,W-QI22C1A-0532-1805,âşığın buna ihtiyacı var. Sözle,anlatılır,şey değildir bu. Hissetmek gerekiyor;
w,W-LF10A2A-1853-1540,"zorundadırlar. Bu durum, yukarıda da",anlatıldığı,gibi ana sanayi müşterileri ile
w,W-VI45F1D-4720-691,zorlukların sadece bizim başımıza gelmediğini,anlatır.,Öykü anlatıcıları aslında en bilge
w,W-QH32D1B-2569-950,ziyaretçi... Şimdi ben bunları neden,anlatıyorum.,"Acele etmeyin, tatilde Antalya bölgesine"
w,W-RE36E1B-3293-565,ziyade en azından bir hikaye,anlatan,kadın sanatçılarla ortak yanı bu
w,W-TE36E1B-3353-1676,Ziya Selçuk sistemi tüm detaylarıyla,anlattı,"""Yatarak ders çalışılmaz"", ""Ödevini yaparken"
s,S-ADABLA-0266-283,Zihninizde kaldı mı geçen yıl,"anlattığım,","hıı? Bişey söyleyin lütfen, kalmadı"
s,S-ACABTZ-0336-318,zenginleştirmeden sonuna kadarki yeşilli evreyi,anlattı.,Burda nükleerin ne kadar temiz
s,S-ADABIi-0124-906,zenci mahkûmun bir hücredeki yaşantısını,anlatan,oyun. Çok güzel son sorum.
s,S-BEABXO-0379-819,Zelaa yenge kırıldı gülsün ona,anlatınca.,"Demiş ""Napçaktım götüme mi sokçaktım?""."
w,W-JI09C4A-1294-324,"zaten, dedim, geçenlerde Gabriel'le olanları",anlattım.,Karıyla İngilizce kavganızdan bahsettim. Hayatta
s,S-ADBBI^-0042-788,zaten futbola ve spora... O,"anlatırdı,","futbolcu arkadaşlarının formalarını evlerde yıkatırlarmış,"
w,W-ME09C4A-1026-2223,zaten bin parça olduğundan durumu,anlattığımda,sinirlendi mi anlayışla mı karşıladı
w,W-FA16B3A-0986-2026,"zamanındadır. Oraları da, hatırlarımız yazılıyor,",anlatılacak,bütün Amerika seneleri de tabii.
w,W-UI45F1D-4705-1447,zamanında kendi yaptıklarını öve öve,"anlatıp,",aynını şimdilerde yapanlara sataşmasına kızarım.
s,S-AEABTZ-0337-852,Zamanı yaşamanın içine soktular. Ve,anlatıldı,ki hız arttıkça zaman yavaşlamaktadır.
w,W-SA14B3A-1588-2273,zamanı gelince uygun bir şekilde,anlatacağız.,SELMA Bu çocuk büyük her
s,S-ADABCo-0335-320,"zamanları romantik, büyük ve şaşalı","anlattı,",Müslümanlarda öyle işte. Böyle aynen
s,S-BEABXB-0003-316,zaman görecem ki? <B> Sana,anlattı,mı? Ya Aliye anlatır dedim.
w,W-OA16B3A-0043-275,zaman en doğru sonuca götürmediğini,anlatmaya,çalışıyordu. Ama bu yaptığı şey
w,W-VD36C4A-2694-468,zaman da onu ömrümüz boyunca,anlatıp,"""Ben bir anasınıfı açtım, ne"
w,W-MC06E1B-3087-462,yılının IG Nobel ödül törenlerini,anlatan,yazısını okumuşsanız bu konuda zaten
s,S-BEABXO-0143-1071,yılın? İyi. Neler yaptın azcık,anlat,"bakalım. Ders çalıştık, oyun oynadık,"
w,W-TF25D1B-2163-208,yılı rakamlarının üzerine çıkmayı planladıklarını,anlatan,"Ayık, şunları söyledi ""Almanya pazarında"
w,W-RG41C3A-1164-2368,yıllar önce İstanbul'da sahneye çıktığını,anlatmıştı.,Hatta bizim Füsun Önal da
w,W-SE09C3A-1518-1543,yıllar sonra nasıl veda ettiğini,anlatıyor,Kim bilir ne kadar değişti
w,W-UE36E1B-3296-1731,yıl önceki kurulma hikâyesini şöyle,anlatıyor,"""Dernek Başkanı Alpaslan Erkoç bizi"
s,S-AEABUZ-0022-289,yıkama yapacaz. İşte deminden beri,anlattığım,beyin yıkamalar en üst ve
w,W-FI09C2A-1377-1583,yüzünü bütün çıplaklığıyla ve cesurca,anlatman,"lazım, bu şart kesinlikle şart."
s,S-ACABFZ-0049-1039,yüzünde 19. yüzyıl dünyasını anlata,anlata,"bitiremeyen Victor Hugoların, Emile Zolaların"
w,W-QD36E1B-2841-855,yüzleşmemiz gereken kötü yanlarımızı onlara,anlatmıştım.,"""Neden doymak bilmeyen açlığımızı soyut"
w,W-EA16B4A-0489-274,"yüzle?"" ""Evleneceğin kişiye, başından geçenleri",anlatırsın.,Bu duruma aldırmayacak biri çıkabilir
w,W-QG37E1B-2933-642,yüzden ölüyor evlatları. Bütün bunları,anlatıyorlardı,"o gün, hiç konuşmasalar da."
w,W-UI45F1D-4072-47,"yörükler, yaylak, kışlak, anlatıyor da",anlatıyor.,Cemal amcalar her kış Aydıncık'a
w,W-NI09C2A-0472-1597,yönünde gideceğimizi ve Dağevi'ne ulaşacağımızı,anlattım.,"Çocuklar pek tatmin olmuş değillerdi,"
w,W-NE39C3A-0614-1021,yöneticileri tarafından organize şekilde yapıldığını,anlattı.,Müfettiş raporlarında sayman Kurtçuoğlu'nun yolsuzlukla
s,S-ADAB^o-0132-849,yönelik olmalı. Sempozyumlarda yapılan araştırmaların,anlatıldığı,bir yer oluyor bir anlamda.
w,W-NF10A2A-1648-1109,yönelik olarak motive edilmelidir. Yukarıda,anlatılan,"çeşitli kavramlar, işletme kavramının daha"
s,S-AEABUZ-0021-463,"yönelecektir, sizin ilgilendiğinizi düşünerek, size",anlatmaya,çalışacaktır. Çok böyle kısa kısa
s,S-BEABXn-0349-638,Yusuf'a. Baktım bu öyle bi,anlatıyor,ki bana kızı. Yok şöyle
w,W-GD36C4A-0206-2244,Yusuf Geyik'in eylemleri Binbaşı Ersever'in,anlattıklarını,doğruluyordu. 18 Kasım 1993 tarihinde
w,W-RI09C3A-0837-596,yurda gitti ve durumu Enver'e,anlattı.,Enver gelir gelmez Ali'yi bir
w,W-HA16B1A-0728-576,"yumuşatılmış kadın onları anlamıyordu, onun",anlattıklarını,da içkili Boheme müşterileri anlamıyorlardı.
w,W-PA16B4A-0099-1854,"yudumlar, bir yandan da Gülriz'in",anlattıklarını,"dinlerken, kendime şaşarak oğlumun rahatsızlanmasının"
w,W-UA16B2A-1163-690,"yudum alırken hiç kimse sana,","""Anlat","kardeşim, varsa bir hayat maceran,"
w,W-UI44F1D-5118-2325,yoğurt yapımı bu başlıkta zaten,anlatılıyor.,Oradan faydalanırsınız. İlginize teşekkürler. sokak
s,S-ADBBAo-0443-520,yoruyor ve ağır geliyordu insanlara,anlatmak,ve açıklamak. Bir de işin
w,W-QI09C2A-1434-2235,Yorum yapabilecek mi? Bunları size,anlatmam,"bile abes... Çünkü, kayıtlarımız dolmuştur"
s,S-AEAA@O-0154-880,"Yoo, aynı bi tek hikaye",anlatcaksın.,<D 6> ya ilk başta
w,W-DH41C3A-0699-887,"yol açtığını, yani kaderini de",anlatır.,Açtığımız her yol bize farklı
w,W-PI09C4A-4727-1288,yol alır. Böylece bütün o,anlattığı,şeylerin geçmiş bir zamanda kaldığını
w,W-MA15B1A-1726-1364,"yoktu herşey işte, düşsel kitaplarda",anlatılan,o kitap elinde van'a giderdik
s,S-ADABPZ-0119-939,yok. Ve alacağınız zevki size,anlatamam.,Hiçbir şeyle ölçülemez o. Ne
s,S-ADBBI^-0326-624,"yok. Girmiyorum, bilmiyorum daha doğrusu,",anlatıyorlar.,"Evet, hakikaten sevmiyorum çünkü vefalı"
w,W-FA16B2A-0578-793,"yok. Ev yakın buraya, git","anlat,","de, onun da eti budu"
s,S-ACABTZ-0336-509,yok. Ben sadece teknolojiyi size,anlatmak,durumundayım. Ve Türkiye'ye neler getirir?
s,S-AEABUs-0037-531,yok saymadan oynama durumu? Hani,"anlatmak,",orada olduğunu bilmek. Bu yarın
s,S-BEABXO-0342-859,yok ki ortada. Yani bunlar.,Anlatılan,"şeyler, malk mülk bunlar. Atmışlardır"
s,S-ADABAo-0033-851,yok etsinler. Kerbela diye de,anlatıldığı,gibi önü kesildi. Hazreti Hüseyin
s,S-AEABTZ-0041-492,yok dedim. Benim aslında bunu,anlatmamdaki,"neden şu, şimdi burada Amerikalı"
w,W-RI45F1D-4905-884,yok bunun. Hayatta biriktirdiğim anıları,"anlatarak,",dersime çalışıyorum ben. Yarına dair...
s,S-ADBBAo-0443-844,Yok ama hala Şehir Tiyatrosu'nda,anlatılır.,Çok teşekkür ederim gelip katıldığınız
w,W-CD39C3A-0778-194,yitirmişti artık... Emin Alpkaya şunları,anlatıyordu,"""Lice depremi nedeniyle Hava Kuvvetleri"
s,S-ADABPZ-0134-334,"yitimleşmesi, çok güzel bir dille",anlattı,bu arada vurgulamak isterim ee
w,W-NA16B4A-0519-488,yine öyle şeyler bulur ki,anlatmak,"için, çok inventive bir adam!"""
w,W-EA16B2A-1205-1219,yine bu konuyu da sizlere,anlatmaktan,kendimi alamayacağım. Çok Yaşayan mı
s,S-ADABDp-0432-291,Yine aynı şekilde az önce,anlattığım,gibi kapak neydi? Tek yönlüydü.
