"Register","Text","Left","-5;5","Right"
"s","S-BEABXO-0089-1505","şey. Yani ablası da para","vermiş","sonra işte para onlara lazım"
"s","S-BEABXO-0346-936","şey. Hı hı. Ya diğerini","ver!","Gerçekten mi? Timur salladım o"
"s","S-BEABXX-0411-325","şey çıkar ondan. Herkes bizim","verdiğimiz","yönergeleri yapmaya çalışıyo işte resim"
"s","S-ADABPZ-0118-156","şey çocuklarımıza sahiden hiçbir eğitim","vermedi.","Ben üniversitede öğretmelik yaptığım yıllarda"
"s","S-BEABXu-0442-2080","şey yapıyomuş ki... Napıyorlar? Karşılık","veriyorlarmış.","Verenler varmış. Herkesi kendin gibi"
"s","S-AEAA@O-0154-1206","şey yaptınız niye bana sıfır","verdiniz","ne sebeple? O da şey"
"s","S-BAABXj-0001-1460","şey yaptım. 200 lira eve","veriyorum","her şey dahil Ama ev"
"s","S-BEABXO-0122-470","şey yapim ki, okusaydı onu","vermeye","şey olmazdı. Sonra işte görümcemgil"
"s","S-BEABXO-0091-630","şey verir mi oğlum? Ramden","verir","bi ara da napak biliyon"
"s","S-BEABXw-0353-1627","şey verilmiyormuş yani platin filan","verilmiyormuş","protezler dondurulmuş. Aaa! Belirli bir"
"s","S-AEAA@O-0150-1613","şey sana bi şans daha","veriyorum","git bu ödevi bu akşam"
"w","W-SA16B2A-1490-1266","şey olmayacaktı. Cezanın tamamını bana","vermenizi","istiyorum. Hiçbir ceza bu olayın"
"s","S-BEABXS-0111-1244","şey olacaksa kız ona gönül","vermezse","istemezse, istediğini belirtmezse erkek ona"
"w","W-IG37C3A-0679-2403","şey kontrol altındadır"" diyerek demeçler","vermektedir,","ilerleyen saatlerde şu açıklamayı yapacaktır"
"s","S-BEABXw-0353-1440","şey etmedim. Yani hiç bozuntuya","vermedim.","Olabilir Selim Bey dedim isanlık"
"s","S-ADABPZ-0135-687","şey değil. Benim 3 tipini","vermem","bu 3 tipin üst bu"
"s","S-BEABXX-0411-2280","şey dedi Allah akıl fikir","versin.","<gülerek> Veysel napıyon? <gülerek> İyi"
"w","W-LA16B3A-0172-1440","şey bulamıyor. ""O gün sana","verdiğim","sözde duruyorum. Hatıratımı yazmayı bırakıyorum."
"w","W-EC06A3A-1959-422","şeritlerinin uzunlukları ise AASHO tarafından","verilen","ve rampa ile inişlerde ağır"
"s","S-ADABAo-0033-1456","şerifte, ""Ey insanlar Allah'ı size","verdiği","nimetlerden dolayı seviniz. Allah'ı sevdiğinizden"
"w","W-SA16B2A-1232-716","Şerife halama mektup yazmaya karar","verdim.","Kutlu'nun yazı kâğıtlarıyla kalemlerinden birini"
"w","W-UE05A3A-2692-477","şerif""de, Osmanlı ülkesinde malikâne olarak","verilen","miri mukataaların ""hazine-i âmire"" defterlerine"
"w","W-NI09C3A-0652-634","şeriat odağı oluvermiş. Nazlı Ilıcak'a","verilen","siyaset yasağının, hukuk devletinin objektif"
"w","W-FE39C0A-0250-18","Şemdinli Üçgeni'ne özel bir önem","veriyor","ve PKK'nın ""HER ŞEY BİR"
"w","W-LD02A1B-4492-2319","şekillendiren nedir? Bu soruya cevap","vermek","için, bazı toplumbilimciler -özellikle feminist"
"w","W-PF10A0A-2034-540","şekilde yapılan kuraldışı ödemelerin ve","verilen","hediyelerin tutarı ithalat değerinin yaklaşık"
"w","W-TE05A1B-4244-157","şekilde imtiyaz ve inhisar (tekel)","verilmeyeceği","beyan edilmiştir.42 Yukarıda sıraladığımız teşvikler"
"w","W-IF18E1C-4145-445","şekilde elektrik enerjisi yatırımlarına önem","verilecektir.","Plan döneminde yeni ve büyük"
"s","S-ADABAo-0033-697","şekilde dosdoğru kılın. Allah'ın size","verdiği","mali imkânları başkalarına vermek suretiyle"
"s","S-BEABXu-0052-498","şekilde 2 kişinin tek parasını","vercek.","Evet. Ama indirim olur heralde"
"w","W-EC06E1B-3077-557","Şekil 11'de verilen program, ismi","verilen","bir kişinin seçilebilir olup olmadığını"
"s","S-BEABXn-0350-1032","Şehit verildikten sonra, şehit haberi","verildikten","sonra bölgede geniş çaplı operasyonlar"
"s","S-BEABXn-0350-1050","şehit haberinden sonra bu... Şehit","verilmeden","önce niye geniş çaplı operasyon"
"w","W-KA16B1A-0722-1934","şehirde olabileceğine pek de ihtimâl","veremiyordu...","Bu düşüncelerle yatağında dönüp durdu."
"w","W-RD03A2A-0893-1837","şehir ve ülkeye göre ad","verme","Doğumun olduğu yer gözetilmeksizin, çok"
"s","S-ADBBAo-0443-150","şefkatinden bahsetmiyorum. Bir kadınını erkeğe","verebileceği","şefkati gördüm, o sıcaklığı gördüm."
"w","W-GE39C0A-0208-926","şefini daireme çağırdım. Kati talimati","verdim","'Hiçbir memurumuzla temas etmeyeceksiniz ve"
"s","S-BEABXg-0088-760","şe yapıo mesela arkadaşın birine","veriyosun","arabayı. Adamın şimdi kendi malı"
"w","W-OA16B4A-0046-1681","şaşırtıyordu, yoksa bana tüyo mu","veriyordu?","Serkan'ın telesekreterime bıraktığı notu anımsadım."
"w","W-IA16B2A-0762-1989","şaşırdı. Fakat ben onlara söz","verdim.","Aileleri gelinceye kadar misafir edeceğim"
"s","S-ADAACo-0257-198","şaşkınlık yaşadıklarını belirtti. Yetkili Routers'a","verdiği","demeçte, ""Bu diplomatik açıdan sorun"
"w","W-RD02A2A-1279-1507","şartıyla 1807 yılında Şehsuvaroğlu Osman'a","verildiği","tekrarlanmıştır. Daha sonraki yıllarda da"
"w","W-ME02A2A-2615-1726","şartlar karşısında, katı bir mücadele","vermeyi","gerekli kılıyor. İslamcılar siyasetle dinin"
"s","S-ADABAo-0433-2070","şarkımız girdi, şarkımıza bi ara","verelim.","Ondan sonra Türk Dil Kurumu'yla"
"s","S-BEABXO-0068-1020","şans gari, kader. Allah hayırlı","versin","de. Belki de bu taraflara"
"w","W-OG24D1B-3361-2152","şairin birlikte olduğu kadınlara yer","verilmesine","karşın hapishane arkadaşlıklarının es geçilmesi"
"w","W-SA16B4A-0063-1530","Şafak adlı ajanın ölmeden önce","verdiği","raporlara ulaşabilmiş. Bazı bilgiler şaşırtıcı"
"s","S-ACABTZ-0336-1361","ışınımı ile geri atmosfere geri","verilen","uzun dalgalı yer ışınımı yer"
"s","S-AEABTZ-0040-138","ıı yaşam düzeyimizden hiçbir taviz","vermeden","enerjiyi etkin bir şekilde kullanabilirsek,"
"s","S-BEABXO-0340-1669","ıı küçük balıklara yem, ezerek","veriyoruz.","Sorularıma cevap verdiğiniz için teşekkürler."
"s","S-ACABTZ-0336-2120","ısıl kirlenme sadece soğutma suyunun","verdiği","ortamdaki kirlenmeden ibaret değil. Santralin"
"s","S-ADAB^Z-0370-2039","ısrarla el kaldırdı ona söz","verelim","buyrun. Emm Saffet Saban. Türkçe"
"w","W-CE09C3A-0382-2178","üçünüz de bilmemelisiniz hanginize oy","verdiğimi.""","""Sen diyorsun ki, oyum SHP'nin,"
"w","W-KE05A4A-2596-2205","üç çeşit ahlâk anlayışına yer","verilmiştir.","Bunlar 1. İş ahlâkı, 2."
"w","W-IF39C0A-0194-170","üç milyarın göndereceği Mukadder Balkan'a","verilmesini","ister. 12.34 Parsadan, hemen kardeşini"
"w","W-KA16B2A-0623-378","üzüm ve ahududu şarabını. Kararını","vermişti,","lanetlenmişti ve Tanrı'nın mekânında kazayla"
"w","W-NE22C2A-0113-321","üzerine çeşitli görüşler belirtilip, öğütler","veriliyor.","Bu arada evlilik dışı ilişkiler,"
"w","W-SG24D1B-2291-1204","üzerine sinema atölyesi açmaya karar","verdiklerini","söyledi. Üçer aylık sürelerle düzenlenecek"
"w","W-MF05A1B-4436-1684","üzerindeki etkisine muhasebe etkisi adı","verilmektedir.","Bir işletmenin muhasebe değeri veya"
"s","S-ACABQq-0429-1164","üzerinde genel görüşme açma önergesini","veren","arkadaşlarımız, yani, bunun genel görüşmeye"
"s","S-ACABQq-0423-924","üzere, her dönem ""evet"" oyu","vermiştir.","Bu, dış dünyaya karşı bir"
"w","W-UC03A3A-1469-2227","üzere hemen bütün organlarımıza zarar","verir.","Akciğer kanserinin birinci sebebidir. Yakınları"
"s","S-ACABQq-0422-824","üyelik müzakeresi için başlangıç tarihi","verilmek","şöyle dursun, bu konuda yapılacak"
"w","W-VD30D1B-2233-731","üyelerinin kendi kanaatlerine göre karar","verdiklerini","belirterek, bunun Anayasa ve yasanın"
"w","W-VI45F1D-4788-2471","üstüne doktora yapmaya ilkokulda karar","vermiştiniz.","Peki. Demek ki adayımız konusunu"
"s","S-BEABXR-0010-2096","üstümde. Baba ver ben getiryim","ver.","Önce kahveni iç öyle git."
"w","W-OA16B4A-0777-826","üstelik. Kendini toparlayıp iyice çantaya","verdi","kulağını. Evet, bir saatin düzenli,"
"w","W-LB04A1A-1574-786","üst yüzünde gcmma çanağı adı","verilen","kenarları dişli bir çanak içinde"
"w","W-JD03A1B-3833-1044","üst düzey bilişsel basamaklardaki sorulara","verilen","yanıtların puanlanmasında pek işe yaramaz."
"w","W-NE39C0A-0215-34","üsluplara gerek duydu. Ancak karşılığını","vermekte","gecikmedim ""Komutanım, korkarım ki, bazı"
"w","W-UD02A1A-2058-646","ürünün çevreye zararlı olup olmadığına","verilen","öncelik sıralamasında, %26.6 ile 2."
"w","W-ME30D1B-2126-714","üretimi için gerekli olan lisansı","vermeyecek""","dedi. Bu konuda Almanya'nın günlük"
"w","W-IF09C3A-1008-776","üretilen bu otobüse Maraton adı","verildi.","""BEN TEK BAŞIMA GİRERİM"" Özdemir"
"s","S-ACABQq-0421-1224","üreticilerine, zeytinyağına prim desteği verip","veremeyeceği","konusunda bir açıklama yapmamıştır, yapamamıştır,"
"w","W-PG03A1B-2525-2166","Ünsal Oskay'ın şu ifadesine yer","vermiştir","""Sıradan insanlar, bir popüler müzik"
"w","W-UB29D1B-2443-1474","ünlü ekonomistlerinden Alexander Sachs'ın elden","vermesinin","daha doğru olacağına karar verdiler."
"s","S-BEABXw-0353-2124","üniversiteye. Oraya vardım şeyin sonucunu","vermedi","ortopedinin. Hoca ben görmeden vermeyin"
"w","W-JA09B2A-0042-1038","üniversitenin ikinci sınıfına giriş imkânı","veren","Amerikan Koleji'nin B.A. dereceli diploması,"
"w","W-JI37C3A-0642-5","üniversitede yakalayıp yoğururlar; istedikleri şekli","verirler...","Onu bir araç, bir alet"
"w","W-ND39E1B-3298-950","üniversite düzeyinde olsun ve üniversitelerde","verilsin,","meslek dersleri eğitimi de Yüksek"
"w","W-NE39C3A-0779-2325","ülkeye saldırı düzenlendi."" ifadesine yer","verildi.","Makalede İstanbul'daki saldırıların aslında Avrupa'yı"
"s","S-ACABQq-0423-1087","ülkesi hükümetlerin bize üyelik tarihi","verecekleri","konusunda bir yerden teminat aldınız"
"w","W-JE39E1B-2838-2242","ülkenin kendi öğretmenlerince, kendi dillerinde","veriliyor.","Okulla ilgili harcamalar firma ile"
"w","W-UE39C2A-1407-2061","Ülkeleri Birliğinin oluşmasına da destek","verdi.","İngilizler, Arap âlemini çeşitli aşiretlerle"
"w","W-QG37E1B-2933-908","ülkede, insanın insanca yaşaması için","verilen","mücadelenin tarihi bu ülkenin tarihi"
"s","S-BEABXO-0149-328","Üle amin inşallah. Sade mutluluk","versin","geçinsinler. Damat da bereket iyi."
"w","W-HD05A2A-0565-944","öğretmenlerin eline kalem yerine silah","verilmesinde","ısrarlıdır. Hiç olmazsa ölürken bir"
"w","W-MD39E1B-3359-1527","Öğretmenlerin branşları ile bu soruya","verilen","cevaplar arasında bir ilişki vardır."
"w","W-SI22E1B-2912-2138","öğretmenimiz, tebessüm ederek şaşkınlığımıza son","vermek","istedi. Çocuklar, kasım ayında ""ağız"
"s","S-AEAA@O-0150-1489","öğretmenim bana bi şans daha","verdi","sence nası yazmalıyım ki sıfır"
"w","W-UA16B3A-0716-581","öğretmeni sırtında taşımışsın"" diye cevap","verdi","mühendis. Bu cevap karşısında Ahmet'in"
"s","S-AEAA@O-0151-1068","öğretmen emm öğrencilerine emm ders","vermiş","yani çocuklar emm evde hayallerinizle"
"s","S-ADAB^Z-0370-215","öğretiyoruz. Biz temel bilgileri burda","veriyoruz.","Bu temel bilgiler üzerinde geliştirmek"
"w","W-FE03A2A-1782-1774","öğretilerine doğru gelişecek yan filizlerini","vermiş","oluyordu. 1775 yılında, antropoloji biliminin"
"w","W-QD36C0A-0222-1646","öğretecek bireysel eğitim 3-4 haftada","verilebilir","ve alınabilir mi? Muharebenin ne"
"w","W-JI37C3A-0091-2255","öğrenim yeridir; iyi bir terbiyenin","verildiği","yerse çocuğun kendi evidir. Biz"
"s","S-BEABXg-0072-270","öğrenciyim yani! <gülme> Allah kolaylık","versin","inşallah kazanırsın Selçuk bu sene"
"s","S-BEABXO-0345-536","Öğrenciye alıştırma ve uygulama fırsatı","vermesi.","Eş anlamlısını kullanalım bari farklı"
"s","S-BEABXO-0345-657","Öğrenciye alıştırma ve uygulama fırsatı","verme.","Vermesi. Vermesi. Öğrenciye alıştırma ve"
"s","S-ACAAPZ-0032-205","öğrencilere verdiği destekle ve faaliyetlere","verdiği","destekle bizlere çok yardımcı oldu."
"s","S-ACAAPZ-0032-991","öğrenci açısından hem de sanata","verdiği","değer açısından önemli bir göstergedir."
"s","S-BEABXl-0008-958","Öğren ondan sonra. İyi de","vermezsen","ne öğrenecem ben. Yolda mı"
"w","W-KA16B2A-0879-2196","özür dilediğini bildiren bir mektup","verdi.","Artık bulunduğu yeri değiştirmeliydi. İnsanların"
"w","W-HD36C4A-0064-3","özünde itaatkâr bir çılgınlığın sesini","verecekti","tabii ki... Varolan ""yeni""yi ""yeni""yi"
"s","S-ACAAPZ-0031-1106","özveriyle gerçekleştirerek, halkımızın sağlığına hizmet","vermektedirler.","Bu özverili mesleğin, siz değerli"
"w","W-RD36E1B-2842-1505","öznesi olarak insanın yaşamın hakkını","verebilmesi","için gerekli, görüş, bilinç ve"
"w","W-RF10E1B-2869-411","Özmelek kendi işlerini yapmaya karar","vererek","ajanstan ayrıldı. Şirket İçi Hareketle"
"w","W-ME39C0A-0349-529","Özkan'a, Fazilet'le pazarlık yapma görevi","verdi.","Özkan, gizlice FP'li Lütfi Esengün"
"w","W-UG03A2A-2009-2286","özgüvenli, sevmek kadar sevilmeye önem","veren,","çabuk incinmeyen bir ""kişilik"" kuşkusuz,"
"s","S-BEABXO-0002-875","Özgür bana bi tane poğaça","versene","annecim. <B> Neyin içinde? Bakla"
"w","W-IF18E1C-1660-2450","özellikle Hazine bonosu satışına ağırlık","verilmiştir.","Hazine Bonosu net satışı Aralık"
"w","W-OG24D1B-3361-1360","özelinde ve portresini yazmaya karar","verdim.","Nasıl bir öyküyle karşılaştınız? Size"
"s","S-AEABUZ-0021-1228","özel televizyonların açılması işte sanata","verilen","emm değersizlik diyim yani azaldı."
"s","S-ACAAQq-0419-2437","özel bir önem ve ağırlık","verilmiştir.","Bölücü terör yüzünden kapanan okulların"
"w","W-ND02A3A-1447-2497","özel (ve özgür) okullara izin","verilmesini","isterken, liberaller okulun Katolikler'den ve"
"w","W-NH03A3A-0628-2462","öylesine önemsenmiştir ki, bu soruya","verilen","yanıt başka türden sorulara verilecek"
"w","W-UA16B3A-1065-448","Öyle şirket sırlarını rakip kuruluşa","verecek","karakterde bir kız değildi. Karısı,"
"s","S-BEABXJ-0076-316","Öyle zannederler. Alsınlar ya boş","ver...","Niye? İçinde önemli bişey yok"
"s","S-BEABXO-0345-2232","öyle yapalım. Merve'ye de five","ver.","<gülerek> Yani benden çıktı fikir."
"s","S-BEABXO-0071-920","öyle verdik. Vermiyceksiniz dedim kardeşim","vermiyceksiniz","dedim. Verilmez dedim. Bu dedim"
"s","S-ADABAo-0355-1353","öyle oluyo yani, şey çocuklara","verecek","rehberimiz yok zaten, onçin iyi"
"s","S-BEABXO-0348-720","Öyle mi? Herhalde yani. Tuzu","verir","misin? Et çok acı! Ben"
"s","S-ACABQq-0423-2133","öyle değilse beni düzeltin- dilekçe","vererek","mi geldiler buraya, biz mi"
"w","W-DA16B4A-0088-2102","Öyle değil mi?"" ""Bilmiyorum. Karar","vermedim","daha."" ""Verdin. En uygun zamanı"
"s","S-BEABXO-0091-694","Öyle bişey. Şeye kaç para","verdin","buna? Moruk çizilmedi mi? Yoo."
"s","S-BEABXW-0005-1909","öyle birimiyim. Yeni girişlilere formasyon","vermiyolarmış","ha. <B> Biz varya şöyle"
"s","S-AEAASO-0039-602","Öyle ağır verecek, öyle bol","verecek","ki. İnsanların gücü yetmez onu"
"w","W-RA15B4A-0542-2134","öte yandan da hemen açık","vermemek","için biraz dikkatli olmalısınız. Örneğin,"
"s","S-BEABXn-0351-2118","ÖSS'de de öyle. Soruları hepsini","veriyolar.","Şahit olduğum vaar bi kaç"
"w","W-RI41C3A-1291-1976","örtülü mesajlarla verebilir. Bunlara değer","vermezseniz","incinir, anlaşılmadığını düşünür. Nişanlılık gibi,"
"w","W-EG37C3A-1152-2290","örnekler bulacaksınız. Parçalardan bazılarının adını","verirsek","müziğin hangi döneme ait olduğu"
"w","W-EH37C3A-1755-1561","örnek isterseniz, size iki örnek","verebilirim","Stefan Zweig ve Paul Lafargue"
"w","W-TD02A1B-4601-1362","örnek ifadeler aşağıda gösterilmiştir. Yetki","verme","“Yöneticim “Yöneticim iş süreç ve"
"s","S-ADABPZ-0135-1922","örnek <B> ahlakıdır. Yani <B>","verdiği","emm işte bu şeyi minimal"
"w","W-HA16B2A-1293-1830","örgütlenmişti, ve kendilerince kurtuluş savaşını","verdiklerini","iddia ederek, özgürlük adına dünyayı"
"w","W-VE02A3A-2592-2083","örgütlenmesine ve faaliyette bulunmasına imkân","vermemekte,","hatta her türlü mal varlıkları"
"w","W-TD30D1B-2205-2387","örgütlenmesinde istedikleri isimlere yeterince yer","verilmediği","için listeden kendi istekleriyle çıktıkları"
"w","W-RE05A1B-4284-1641","örgütlenme bağlamında 7.maddesinde de yer","vermiştir","ki aşağıda ayrıntılı olarak incelenecektir."
"s","S-BEABXw-0353-2388","öptüm demiş şu kadar para","verdim.","Onun paraya ihtiyacı var. Sen"
"s","S-ACABPA-0434-1114","önünde bulundurmakta yarar var. İzin","verirseniz","Sayın Başkan, seçim sistemine geçiyorum."
"s","S-ADABCo-0335-1400","önümüzde bi örnektir. Hep onu","veriyoruz","yani oda şe yapmasın. Hem"
"s","S-ACABQq-0426-332","önlenecek bu? Temelden başlayacaksınız, eğitim","vereceksiniz,","eğitim, eğitim. Sizin anladığınız eğitim"
"w","W-TD13C3A-0216-1922","önlemek için, ödünsüz bir mücadele","vermek","gerekir. Ödün veren değil, ödün"
"w","W-RE05A1B-4276-1079","önerisi üzerine Genel Kurulca karar","verilebilir.”","verilebilir.” Bu kural, Danışma Kurulunda"
"w","W-JE04A3A-1580-2412","öneriler Hayvansal gübrelerin çevreye zarar","vermesini","engellemek için alınabilecek başlıca önlemler"
"w","W-GD37A3A-0252-1508","önemlidir. Daha önce Üçüncü Bölüm'de","verdiğimiz","Gerçek Bir Olay başlıklı örneği"
"w","W-ID03A2A-0525-863","önemlidir. Bu itibarla birkaç örnek","verirsek","Japonların gayri safi yurtiçi hasılaları"
"s","S-AEABUZ-0038-845","önemli. Evet. Yani bilmiyorum cevap","verebildim","mi? Sorulara kısa cevap ver"
"w","W-CD18E1C-4140-1220","önemli, zorunlu ve ivedi durumlarda","verilmesini,","yasama yetkisinin devri anlamına gelecek"
"s","S-BEABXW-0173-1374","önemli çünkü resepsiyondaki adam odayı","veriyo","adam sana odayla ilgili bi"
"w","W-SG37E1B-3047-305","önemli olmayacağını, kendisinin de bunu","verebileceğini","belirtti. Daha bunun gibi birçok"
"s","S-ADABAo-0311-1147","önemli Hı-hıı. Şancılar burda ders","veriyorlar.","Hı-hıı. Bide çok genç arkadaşlarım"
"s","S-BEABXC-0047-1614","önemli değil, önemli olan sinyal","verdikten","sonra aynaya bakmadan kesinlikle yola"
"s","S-BEABXy-0146-2093","Önemli değil sen dosya adını","ver","uzantı seni o kadar ilgilendirmiyo."
"s","S-ACABQq-0421-671","önemini belirttiğim konuşmama burada son","veriyorum.","Yüce Meclisimizde bundan sonra yapacağım"
"s","S-ACAAPZ-0028-1283","önem veriyorlar. Biz niye önem","vermeyelim?","Biz bunun daha fazlasını daha"
"s","S-ACAAPZ-0384-1502","önderliğinizde ee! kurumunuzun uzmanları aracılığıyla","verilen","eğitimle 400 arkadaşımıza sertifikalarını vereceğiz."
"s","S-BEABXO-0060-1565","önde zaten. <Gülerek> Eşşeklerde burdan","vermezler","heralde maçı. Yani. <B> vermezler."
"w","W-ND36E1B-2856-317","öncesi düzeye indirmeye kararlıyız"" mesajı","vermiş","sayılabilirdi. Bu yorumun geçerli olmadığını"
"w","W-SF10E1B-2870-1515","Önceliklerini belirlemede, randevu saatlerine önem","vermede,","insan ilişkilerinde hassas ve dengeli"
"s","S-ADABPZ-0116-2472","öncelikle bize her konuda kuvvet","veriyorsunuz","ve gerçekten bilim adamı bir"
"s","S-BEABXO-0324-481","önceden veriyodum ama bu seçimde","vermedim.","Yüzde 50'lik ya hani. Ben"
"s","S-ACABQq-0421-1387","önce, üç arkadaşımıza gündemdışı söz","vereceğim.","Gündemdışı sözlerde süre 5 dakikadır."
"s","S-ACABQq-0422-2218","önce üç arkadaşıma gündemdışı söz","vereceğim.","Gündemdışı ilk söz, Akşemseddin Hazretlerini"
"s","S-ADABIO-0437-607","önce sirkeden bahsettiniz sirke parlaklık","veriyor","dediniz sadece parlaklık olarak mı"
"s","S-ACABFZ-0049-2011","önce kendisi hakkında sizlere bilgi","vermek","istiyorum. Alparslan IŞIKLI hocamız, 1940"
"s","S-ACABPA-0434-1141","önce bu Fransız modelini izin","verirseniz","biraz etraflıca sunmak istiyorum. Şimdi"
"w","W-OD30D1B-2199-2421","önce bu düzenlemelere koşulsuz destek","verdiğini","anlatan Aydın, bugün bu sözlerin"
"w","W-GB04A2A-1277-340","önce bağlanırsa, inhibitörün bağlanmasına izin","vermez","ve katalitik bölge ile temasa"
