"Register"	"Text"	"Left"	"-5;5"	"Right"
"s"	"S-BEABXn-0350-2229"	"şirketi yok yani. Bunlara izin"	"vermiyen"	"de zaten ülkenin başındakiler. Adam"
"s"	"S-ADABCo-0314-1914"	"şimdi sistem bağkur numarası üretmiş"	"vermiş,"	"bunun haberi yok. Bunun için"
"s"	"S-BEABXO-0068-2494"	"Şimdi okul öncesi eğitime önem"	"veriyolar."	"Hıı. Onun için onların puanı"
"s"	"S-ADABAo-0433-1954"	"Şimdi napıyoruz bir şarkı arası"	"verelim."	"Sizlere de soruyorum, sahip olduğumuz"
"w"	"W-HE39C2A-0740-365"	"şimdi kalmakta olduğu evin numarasını"	"vererek"	"""Akşamüstü ararsanız bulursunuz,"" dedi. Doğru"
"s"	"S-BEABXO-0056-264"	"Şimdi işyerini kim açarsa haber"	"veriyorlar."	"Mesela işyeriniz açılmıştır şu anda."
"s"	"S-ADABLp-0061-882"	"şimdi geldik bunların sonuçlarına. Yani,"	"verecek"	"olduğum her bilgi TÜİK tarafından"
"w"	"W-IG03A1B-3217-177"	"Şimdi de sözü yine Platon'a"	"verelim"	"""Buna karşın, kim, sevgiyle bir"
"s"	"S-AEABUZ-0021-806"	"şimdi danışman hocamız teşekkür belgelerini"	"vericek."	"Beklerseniz. Teşekkür ederiz. Hocam çok"
"w"	"W-DA16B3A-1040-1697"	"şiirleri çalmıyo, yayıncı karşılıksız çek"	"veriyo,"	"haklarında yazı çıkıyo filan... İşte"
"s"	"S-BEABXO-0083-1670"	"şifreni gir. <D 8> Bak"	"ver."	"<D 33> Sadece bunlar mı"
"s"	"S-BEABXO-0431-1448"	"şeyliymiş böyle ruj gibi renk"	"veriyo."	"Hee kimisi öyle oluyo ki"
"s"	"S-BEABXX-0411-326"	"şeylerle, sadece katılcam. Tiyatroya meyil"	"verirsem"	"<B> yine de. Şey zaten"
"s"	"S-BEABXO-0325-1462"	"şeyleri Nasia'yla Nasia'ın bana selam"	"vermemesi"	"benim Neslihan'larla konuşmamdan sonra oldu."
"s"	"S-ACABTZ-0336-1875"	"şeyler var ama biz ömrümüzü"	"verdik."	"Çok zaman kaybettik. Halen de"
"s"	"S-AEABPZ-0331-1745"	"şeyle geliyor, o biri vergi"	"verirken"	"önünde atlet külot satıyor, başka"
"w"	"W-EA16B3A-0344-968"	"şeyi zaman yitirmeden gerçekleştirmeye karar"	"verdi."	"Oğlanın direnmesine karşın, yanağından bir"
"s"	"S-AEABUZ-0038-1015"	"şeyi var, ezikliği, ezilmişliği, ezikliğin"	"verdiği"	"şeyle. Onun için Oxford'u uluslar"
"s"	"S-AEABUZ-0038-699"	"şeyi sorgulamasını, uygulayacak şekilde eğitim"	"verirler."	"Ayarlıyorlar. Konuşmam bitiyo. Burada iki"
"s"	"S-AEABUZ-0038-1051"	"şeyi konuşalım. Buyurun. Hocam izin"	"verirseniz"	"bu üniversite <B> bireyde olması"
"s"	"S-BEABXL-0123-2262"	"şeye verirler, çok uzaklardan gelenlere"	"verirler."	"Önceliği onlara verirler. Kardeşi okuyanlara"
"s"	"S-BEABXw-0353-2361"	"şeye vardım özde'ye vardım. Parayı"	"verdim."	"Senedi aldım. Kimliği aldım. Eve"
"s"	"S-BEABXw-0353-677"	"şeye mayısa dedi anj tarihinizi"	"veriyorum."	"Nisan mayıs... He. Ya bir"
"s"	"S-BEABXn-0350-1548"	"şeye başvuruyo bi kadın. Yine"	"vermiyo."	"Böyle böyle gidiyo işte. Aynı"
"w"	"W-OI42E1B-2937-1842"	"şeyden önce Yüce Allah'ın anne-babaya"	"verdiği"	"bir nimet ve emânettir. Nimetin"
"s"	"S-BEABXX-0411-266"	"şeyde pampişlerle napcak ne cevap"	"vercek"	"kapısına dayanıyodu ilerde gecenin, onu"
"w"	"W-GE39C2A-1062-1790"	"şey?"" sorusuna da beklenen yanıtı"	"veremiyor,"	"bir şeyler geveliyordum. Kendimi ""dede"""
"s"	"S-BEABXO-0089-885"	"şey. Yani ablası da para"	"vermiş"	"sonra işte para onlara lazım"
"s"	"S-BEABXX-0411-1267"	"şey çıkar ondan. Herkes bizim"	"verdiğimiz"	"yönergeleri yapmaya çalışıyo işte resim"
"s"	"S-AEAA@O-0154-69"	"şey yaptınız niye bana sıfır"	"verdiniz"	"ne sebeple? O da şey"
"s"	"S-BEABXO-0091-666"	"şey verir mi oğlum? Ramden"	"verir"	"bi ara da napak biliyon"
"s"	"S-ACABPZ-0329-1925"	"şey varsa bana. Fazla süre"	"verilmedi"	"bana. Sizi de yormak ve"
"w"	"W-UA16B2A-0482-354"	"şey olursa?"" Adam, karısına hak"	"verdi."	"Onun da zaman zaman yüreği"
"s"	"S-BEABXS-0111-617"	"şey olacaksa kız ona gönül"	"vermezse"	"istemezse, istediğini belirtmezse erkek ona"
"w"	"W-TE39C4A-0359-121"	"şey için, bu meslekte sana"	"verdiği"	"bütün başarılar için Allah'a şükret,"
"s"	"S-BEABXO-0056-919"	"Şey gibi oynuyor... Bu çukulatadan"	"ver."	"Anne bak dur şundan ye."
"s"	"S-BEABXO-0344-1886"	"şey ekşi yiyemem. Yiyin. Tamam"	"ver"	"ben yiyim. Soner yesin sevabı"
"s"	"S-BEABXO-0348-2443"	"şey dicek ben daha karar"	"vermedim"	"dicem. Bence daha güzel. O"
"s"	"S-ADABPZ-0135-2176"	"şey değil. Benim 3 tipini"	"vermem"	"bu 3 tipin üst bu"
"w"	"W-EA16B3A-0568-1316"	"şey bulamıyorum. Ankara'daki açıkoturumdan haber"	"vermemen"	"de böyle bir sebepten sanırım."
"s"	"S-BEABXn-0349-1420"	"Şey Batuhan da iyi cevap"	"verdi"	"ha. Sen ayrısın diyor. Lan"
"s"	"S-BEABXs-0130-1492"	"şey arkadaşları vermiş numarayı ben"	"vermiştim"	"kız aradı işte böle böle"
"w"	"W-NE39E1B-2899-2321"	"şevkle parti içi mücadeleye emek"	"veren"	"kadrolarla karşılaşılmaktadır. Bunun bir siyasallaşma"
"w"	"W-RI09C1A-1473-2486"	"şerifin sadrazama bu kapının önünde"	"verilmesi"	"âdetti. Babüsseade'nin karşısında meşhur Arz"
"w"	"W-UI45F1D-4707-2186"	"Şeridi Birol iyi misin, cevap"	"ver"	"Birol?! Ahh, noldu lan bana,"
"w"	"W-DF10A3A-1844-2438"	"şer'i cezanın İhtisap Ağası marifetiyle"	"verilmesi"	"kaydı yer alıyordu. Daha sonra"
"w"	"W-OE05A1B-4179-776"	"şekliyle, temel haklara saygı duymaya"	"verdikleri"	"üstün önemin altını çizerler. B."
"w"	"W-UB04A1B-4348-1750"	"şeklinde gallik asit eşdeğeri olarak"	"verilmiştir."	"Toplam antioksidan kapasitenin saptanması Yöntemin"
"w"	"W-OD30D1B-2226-2072"	"şeklin salı günkü Bakanlar Kurulu'nda"	"verileceğini"	"bildirdi. YSK Siirt kararını haftaya"
"w"	"W-HG03A1B-3207-815"	"şekillerin ayrıntılarına daha fazla önem"	"vermek"	"mümkün olmuştur. Taşın oyulma işi"
"w"	"W-LG03A3A-0683-1507"	"şekilde, mitolojik olana bir biçim"	"verilmeye"	"çalışılır; ama beyhude. Bu biçimi"
"w"	"W-SD18E1C-4169-2481"	"şekilde güçlendirilecektir. Türkiye'nin geleceğine yön"	"verecek"	"olan bilgi toplumuna dönüşümün beşeri"
"w"	"W-MH42E1B-2916-1437"	"Şehitleri derecesinde 900.000 şehit sevabı"	"verilir."	"Bu duayı kefenin üzerine yazan"
"s"	"S-BEABXn-0350-1623"	"şehit haberinden sonra bu... Şehit"	"verilmeden"	"önce niye geniş çaplı operasyon"
"s"	"S-BEABXg-0088-224"	"şe yapıo mesela arkadaşın birine"	"veriyosun"	"arabayı. Adamın şimdi kendi malı"
"s"	"S-ADAACo-0257-449"	"şaşkınlık yaşadıklarını belirtti. Yetkili Routers'a"	"verdiği"	"demeçte, ""Bu diplomatik açıdan sorun"
"s"	"S-BEABXn-0350-599"	"şartlarla, başbakanın şartları çok farklı."	"Veririm."	"Bununla da gurur duyarım. Ya"
"s"	"S-ADABCo-0315-1814"	"şartlarla borçlanma hakkına sahip. Dilekçesini"	"versin."	"Kurumu bu borçlanmayı yapıcak ve"
"w"	"W-ZI45F1D-4783-1632"	"şarkıyla döndü. Ordinary Love adı"	"verilen"	"şarkı, Nelson Mandela'nın hayatını konu"
"s"	"S-ADABAo-0433-162"	"şarkımız girdi, şarkımıza bi ara"	"verelim."	"Ondan sonra Türk Dil Kurumu'yla"
"w"	"W-LA16B4A-0289-102"	"şarkıcı Seattle kentinden kendisini konser"	"vermesi"	"üzere çağıran Kanadalılara telefonda şarkı"
"w"	"W-CE39E1B-3022-1966"	"şansdı. İşte, bugünkü batı biliminin"	"verdiği"	"cevap Cazip mantıklı görünen bir"
"s"	"S-ADABCo-0274-655"	"şans oyunları içerisinde bugüne kadar"	"verilmiş"	"en yüksek tutar olucak. <bağırarak>"
"s"	"S-BEABXO-0068-1980"	"şans gari, kader. Allah hayırlı"	"versin"	"de. Belki de bu taraflara"
"s"	"S-BEABXO-0092-1172"	"şani verdikten sonra ister aylık"	"ver..."	"Doğru. İster yani birden ver"
"w"	"W-FC35C2A-0346-794"	"şahsın kalp damar sistemine zarar"	"verir."	"Sigara İçmenin Periferik Damar Hastalığı"
"s"	"S-BEABXO-0393-1729"	"Şahsenem buğa bir halı heybasi"	"vermiş."	"Bi de emm şu emm"
"w"	"W-QH42C3A-3331-1072"	"ışıklarla beraber renkler kuşağına."" Karar"	"vermek"	"zor değildi benim için. Bilmiyorum;"
"w"	"W-LA15B1A-1761-8"	"ışık yansıtır daha keskin söz"	"verip"	"de yapmadığı yağmurun gördün, tarıyorum"
"s"	"S-AEABTZ-0040-1996"	"ıı şey yaparsanız Ama cevap"	"vermeye"	"çalışıyorum. Yani bilmiyorum eğer elimden"
"s"	"S-AEABTZ-0040-989"	"ıı yaşam düzeyimizden hiçbir taviz"	"vermeden"	"enerjiyi etkin bir şekilde kullanabilirsek,"
"s"	"S-BEABXO-0340-241"	"ıı küçük balıklara yem, ezerek"	"veriyoruz."	"Sorularıma cevap verdiğiniz için teşekkürler."
"s"	"S-AEABTZ-0040-683"	"ıı Hayrettin Bey buna cevap"	"verecem"	"demişti dün. Iı bugün ıı"
"w"	"W-NC06A2A-1966-1059"	"ızgaralarla yeraltı boru drenaj şebekesine"	"verilir."	"Yüzeydeki drenaj sistemi açıktır, üçgen"
"s"	"S-ACABTZ-0336-1270"	"ısıl kirlenme sadece soğutma suyunun"	"verdiği"	"ortamdaki kirlenmeden ibaret değil. Santralin"
"s"	"S-ADAB^Z-0370-674"	"ısrarla el kaldırdı ona söz"	"verelim"	"buyrun. Emm Saffet Saban. Türkçe"
"w"	"W-CH03A1A-1515-320"	"üçüncü bölümünü ise oğlu yezide"	"verdi."	"Ömer Abdülaziz, araziyi tekrar Fatıma"
"w"	"W-DI09C1A-0895-573"	"Üçyüz onaltı? Efendim. Niye cevap"	"vermiyorsunuz?"	"Ne cevap vereyim ben bu"
"w"	"W-GD02A1B-3727-1397"	"üçte bir oranında artırılmasına izin"	"verdiğini"	"belirtmektedir. Bir çok ülkede uygulanabilecek"
"s"	"S-BEABXO-0344-478"	"üç yüz yetmiş de bana"	"verceksiniz"	"dedi. Önce üç yüz elliye"
"w"	"W-CG03A1B-3170-229"	"üç perspektifli yol ile derinlik"	"vermişti."	"Orta kapının yanlarındaki dört kapı"
"w"	"W-FB04A2A-2064-1696"	"üzerine yoğunlaşır. Bu konfigürasyon tepkimeyi"	"verebilecek"	"karekterdedir ve aktifleşmiş kompleks veya"
"w"	"W-JC06E1B-3084-2448"	"üzerinde çalışıyor. ""Yıldız Savaşları"" severlere"	"verilecek"	"bir haberimiz daha var. Filmin"
"w"	"W-SE05E1B-4187-1376"	"üzerinde yapılacak analizlerin, yanıltıcı sonuçlar"	"vereceğini"	"de göz ardı etmemek gerekir."
"w"	"W-EA16B3A-0568-922"	"üzerinde denerdi. Hastalandığı zaman ilaçlar"	"verir,"	"elini kestiyse sarar, pansumanını yapar,"
"w"	"W-UE05A3A-2692-1596"	"üzere, miri mukataalar malikâne şeklinde"	"verildiği"	"gibi, kayd-ı hayat şartı olmadan"
"s"	"S-ACABQq-0423-1772"	"üzere, her dönem ""evet"" oyu"	"vermiştir."	"Bu, dış dünyaya karşı bir"
"w"	"W-UI27D1B-2819-1478"	"üzere olduğu için uyutulmasına karar"	"verildi."	"""Colin"" adı verilen yavru balinayı"
"s"	"S-ACABQq-0422-2350"	"üyelik müzakeresi için başlangıç tarihi"	"verilmek"	"şöyle dursun, bu konuda yapılacak"
"w"	"W-EI37C2A-0681-1691"	"üstüne gitmenin de ters sonuç"	"verebileceğini"	"bildiğim için, olabildiğince sakin davranmaya"
"w"	"W-UI19E1A-4024-810"	"Üstün tutmak her bayraktan. Cân"	"veririm,"	"kan dökerim, Vazgeçemem ben bu"
"s"	"S-BEABXR-0010-2489"	"üstümde. Baba ver ben getiryim"	"ver."	"Önce kahveni iç öyle git."
"w"	"W-SE39C2A-1077-2137"	"üstü kapalı bir altyazı metni"	"vermeyi"	"de ihmal etmedi. Açıkça yazsa,"
"w"	"W-DA16B3A-2667-800"	"üstü başı tertemiz bir adam,"	"verdiği"	"parasının üstünü beklerken, elindeki kese"
"w"	"W-SD02A3A-0815-911"	"Üstelik, bu izin yabancılar için"	"verilmişti."	"5. Hatta bu ferman, M."
"w"	"W-KE39E1B-2839-1062"	"Ürettiği her maldan dış ortaklara"	"verdiği"	"patent hakkıyla dış ülkelere para"
"s"	"S-BEABXn-0350-1105"	"üretiyon da noluyor? Onlara mı"	"veriyon?"	"Sadece özel harekat timlerinde var"
"w"	"W-FF05A1B-4383-1875"	"üretim yapısı ve dışarı iş"	"verme"	"arasındaki bağlantılar regresyon denklemleriyle betimlenmektedir."
"s"	"S-ADABLp-0061-849"	"Üretim maliyeti de düşer. Örnek"	"vereyim"	"bakıın, son 4-5 yıldan beri"
"w"	"W-PG37E1B-2923-2201"	"üretebilmek için önce soluk alıp"	"verebilmeniz"	"gerekir; oysa sanatçıyı, üretmenin dışında"
"s"	"S-ADABPZ-0374-1990"	"ünüversitelerimiz ve bu okullarımıza hayat"	"veren"	"siz saygı değer hocalarımızın eseri"
"w"	"W-PG37C3A-0343-844"	"ünlü İstanbul şairi ya adı"	"verilmek"	"suretiyle, ya da şiirlerinden bir"
"w"	"W-HG37C3A-0598-2299"	"üniversitesine asistan olarak girdi. Doktorasını"	"verdi."	"Tam öğrencileriyle verimli bir akademik"
"s"	"S-BEABXO-0128-2088"	"Üniversitesi'ne gidiyor, onlar burs da"	"verdiler."	"Çocukları alıp oraya gidicek. Başladı"
"s"	"S-ADABPZ-0113-1766"	"üniversitesi mersin üniversitesine bağış olarak"	"verdikleri"	"10600 bilimsel kitabın devir teslim"
"w"	"W-DG03A1B-3180-542"	"Üniversitesi Edebiyat Fakültesi'nde tiyatro dersleri"	"verdi."	"""Şişhane'ye Yağmur Yağıyordu"" hikâyesi ile"
"w"	"W-IF18E1C-4145-506"	"üniversite-sanayi işbirliği ile geliştirilmesine önem"	"verilecektir."	"Kalite güvencesi sistemlerinin yaygınlaştırılması, uluslararası"
"w"	"W-UD30D1B-2206-2086"	"Ülkü İlköğretim Okulu'nda 200 öğrenciye"	"verildi."	"Kitapta çizgi romanın kahramanı Tahsin"
"s"	"S-AEABTZ-0040-1525"	"ülkeye nükleer santral kurulmasına izin"	"verir"	"misiniz? Yani ben kendim ıı"
"w"	"W-UD02A1B-4610-2213"	"ülkesinin hakimi tanrı Hades'e kendisine"	"verilen"	"bir narı dişleyerek bağlanmıştır. Roma’da"
"w"	"W-UG37C3A-0733-1909"	"ülkenin kapitalistleşme süreci hakkında fikir"	"verecek"	"tipik örnekler, renkli anekdotlar barındırır."
"s"	"S-ACABFZ-0049-2396"	"ülkemizde dişçiye gittiğimiz zaman para"	"veriyoruz,"	"sosyal refah devleti kurumlarının hayata"
"s"	"S-ADABPZ-0357-1774"	"ülkemizde bunun canlılık kazanacağının umudunu"	"verdi,"	"o bakımdan da çok memnunum."
"w"	"W-QE30D1B-2107-1695"	"ülkelerini de haberdar ettik"" yanıtını"	"verdi."	"Flash Havayolları'nın sadece iki uçağı"
"w"	"W-PE30D1B-2106-1761"	"ülkelerin önemli miktarda askeri katkı"	"vermesi"	"için yeterli olup olmayacağını bilmiyorum"""
"w"	"W-ME03A2A-1792-1851"	"ülke kadınlarının elinden alıp kendilerine"	"verdiği"	"imalat sanayi işyerlerinde yoğunlaşmışlardır. İlk"
"w"	"W-SD18E1C-4173-441"	"ülke ekonomisi açısından tasarruf bilincinin"	"verilmesine,"	"yardımcı olunacaktır. 4.1.2.2.2.2 İlkeler 1."
"s"	"S-AEAA@O-0150-609"	"öğretmenim bana bi şans daha"	"verdi"	"sence nası yazmalıyım ki sıfır"
"s"	"S-AEAA@O-0151-1351"	"öğretmen emm öğrencilerine emm ders"	"vermiş"	"yani çocuklar emm evde hayallerinizle"
"w"	"W-UE36E1B-3296-1458"	"öğreniyor. Tıpkı, Brill'in yaşadıklarına anlam"	"vermekte"	"ve katlanmakta zorlandığı gibi, Brick"
"s"	"S-BEABXg-0072-1330"	"öğrenciyim yani! <gülme> Allah kolaylık"	"versin"	"inşallah kazanırsın Selçuk bu sene"
"s"	"S-BEABXO-0345-836"	"Öğrenciye alıştırma ve uygulama fırsatı"	"verme."	"Vermesi. Vermesi. Öğrenciye alıştırma ve"
"s"	"S-ACAAPZ-0030-1521"	"öğrencilerimize kendi kadrolarında çalışma fırsatlarının"	"verileceği"	"günlerin yakın olması dileğiyle sözlerime"
"s"	"S-ADAB^Z-0370-254"	"öğrencilerimiz içersinde seçtiklerimize bu eğitimi"	"vericez."	"Yani mezun olan öğrencimiz kalite"
"s"	"S-AEABUZ-0038-1429"	"öğrencilerimiz de görece olarak para"	"veriyorlar."	"Acaba gerçekten bu yapıyı denetleyip"
"s"	"S-ACAAPZ-0032-1578"	"öğrencilere verdiği destekle ve faaliyetlere"	"verdiği"	"destekle bizlere çok yardımcı oldu."
"w"	"W-OE09C2A-1533-790"	"öğrencilerden birinin adı Aydındı. Tezini"	"verdikten"	"sonra Atatürk sordu, Aydın yanıtladı."
"w"	"W-OE39C4A-0055-2403"	"öğrenci radyo için 1.00 TL"	"verecektir."""	"Robert Kolej'in tozlu arşivinde çıkma"
"s"	"S-ACAAPZ-0032-704"	"öğrenci açısından hem de sanata"	"verdiği"	"değer açısından önemli bir göstergedir."
"s"	"S-ACABUZ-0035-620"	"öğle akşam yem ek yiyorlar."	"Verilecek"	"yiyeceklerin emm kadro kadrolik değerleri"
"s"	"S-ACAAPZ-0031-454"	"özveriyle gerçekleştirerek, halkımızın sağlığına hizmet"	"vermektedirler."	"Bu özverili mesleğin, siz değerli"
"s"	"S-ADABPZ-0357-796"	"Özoğlu'nun plaketini ve onur belgesini"	"vermek"	"üzere, Sayın Profesör Doktor Adnan"
"w"	"W-OA16B4A-0049-2080"	"özlem, bu özlemden kurtulmak için"	"verdiği"	"uğraş, görünen günlük hayata sarılma"
"s"	"S-AEABUZ-0021-2208"	"özel televizyonların açılması işte sanata"	"verilen"	"emm değersizlik diyim yani azaldı."
"s"	"S-ACAAQq-0419-2269"	"özel bir önem ve ağırlık"	"verilmiştir."	"Bölücü terör yüzünden kapanan okulların"
"s"	"S-BEABXw-0353-1178"	"özde'de dedim. Yoksa dedim sonuçları"	"vermiceklerdi"	"dedim. Bana 50 milyon borç"
"s"	"S-BEABXO-0451-1442"	"öyle? Ben de ona anlam"	"veremedim"	"ya işte. Pijama gibi. <gülerek>"
"w"	"W-CG09C5A-0218-2282"	"öyle şeyler bilmem"" diye karşılık"	"verdi."	"Şimdi neye anlattım bunu? Bu,"
"s"	"S-BEABXJ-0076-304"	"Öyle zannederler. Alsınlar ya boş"	"ver..."	"Niye? İçinde önemli bişey yok"
"s"	"S-BEABXO-0345-458"	"öyle yapalım. Merve'ye de five"	"ver."	"<gülerek> Yani benden çıktı fikir."
"s"	"S-BEABXO-0071-2174"	"öyle verdik. Vermiyceksiniz dedim kardeşim"	"vermiyceksiniz"	"dedim. Verilmez dedim. Bu dedim"
"w"	"W-UE36E1B-3357-1546"	"öyle uzun uzadıya uğraşmaya, davet"	"vermeye"	"falan mood'u uygun değil şekerim."
"s"	"S-ADABAo-0355-233"	"öyle oluyo yani, şey çocuklara"	"verecek"	"rehberimiz yok zaten, onçin iyi"
"s"	"S-ACABQq-0423-2274"	"öyle olacaktır ve böyle karar"	"vereceklerdir."	"Önde iki şey vardır; onlar"
"s"	"S-BEABXO-0348-1784"	"Öyle mi? Herhalde yani. Tuzu"	"verir"	"misin? Et çok acı! Ben"
"s"	"S-ADABCo-0233-358"	"Öyle ki daha ayrıntılı bilgi"	"verdi."	"Cumhuriyet başsavcılığına adliye binasına bir"
"s"	"S-ADABAo-0318-873"	"öyle göstermiyorsunuz. 50 senesini buraya"	"vermişiz."	"Yani kolay bi iş mi"
"w"	"W-MA16B1A-0128-1091"	"öyle geldi. Doğan'ı aradım, yanıt"	"vermedi;"	"yıllardır Adana'dan dönmüyor. Kütüphanenin raflarından"
"s"	"S-BEABXg-0070-294"	"Öyle deme bak. Öyle söz"	"verme."	"Belki hani olmaz molmaz biz"
"s"	"S-BEABXW-0005-1684"	"öyle birimiyim. Yeni girişlilere formasyon"	"vermiyolarmış"	"ha. <B> Biz varya şöyle"
"s"	"S-BEABXw-0353-2161"	"öyle 5 ay mı ne"	"verdiler"	"ya. Ne demek ya hadi"
"w"	"W-IE39C4A-0513-1973"	"övgüyle, kâh destek kâh köstek"	"vererek"	"bakmış olan biz ""sosyalist olmayan"
"w"	"W-VI31D1B-2348-717"	"Öte yandan transfer çalışmalarına ağırlık"	"vereceği"	"öğrenilen Teknik Direktör Şenol Güneş'in"
"s"	"S-BEABXn-0351-1820"	"ÖSS'de de öyle. Soruları hepsini"	"veriyolar."	"Şahit olduğum vaar bi kaç"
"w"	"W-IF39C0A-0194-2038"	"örtülü ödenekten? Resmi bir ziyafet"	"verildi,"	"kendisinin tahsisatı parası olmadığından talep"
"w"	"W-ME39C0A-0349-595"	"örtmek için teşkilatı suçladığı"" karşılığını"	"verdi..."	"Öcalan'ın paketlenmesi MİT'in kamuoyundaki imajı"
"w"	"W-FA15B1A-1728-463"	"örneklere ve ardından yazılanlara yer"	"verildi."	"Şiirleri ölümünden sonra Daktiloya Çekilmiş"
"s"	"S-ADABPZ-0135-823"	"örnek <B> ahlakıdır. Yani <B>"	"verdiği"	"emm işte bu şeyi minimal"
"w"	"W-LE39E1B-2897-2342"	"örgütlenmesine karşı bağımsız hattından taviz"	"vermeden"	"ve halkların kardeşliğine yönelik saldırılara"
"s"	"S-ADABCo-0299-749"	"örgüt ne onla ilgilide bilgi"	"verelim."	"Emm ismini koruyarak PKK'ya geçen"
"s"	"S-AAABLp-0159-675"	"örfidir, biz bunlara töre ismini"	"veriyoz"	"gençler. Okey mi? Hı-hı. Bu"
"s"	"S-BEABXw-0353-1176"	"öptüm demiş şu kadar para"	"verdim."	"Onun paraya ihtiyacı var. Sen"
"s"	"S-ACABPA-0434-850"	"önünde bulundurmakta yarar var. İzin"	"verirseniz"	"Sayın Başkan, seçim sistemine geçiyorum."
"s"	"S-ADABLp-0062-20"	"önler? Göçü önler çünkü göç"	"veren"	"yerlere modern hayvancılık yaptığın için"
"s"	"S-ACABQq-0426-154"	"önlenecek bu? Temelden başlayacaksınız, eğitim"	"vereceksiniz,"	"eğitim, eğitim. Sizin anladığınız eğitim"
"s"	"S-AEABUZ-0038-106"	"önemli. Evet. Yani bilmiyorum cevap"	"verebildim"	"mi? Sorulara kısa cevap ver"
"w"	"W-KE39E1B-3300-425"	"önemli tüzük değişiklikleri yapacağının sinyallerini"	"veriyor."	"Milletvekili adaylarının önseçimle saptanmasını düşünen"
"w"	"W-LC06A2A-1976-1291"	"önemli olanları üzerinde ayrıca bilgi"	"verilecektir."	"(a) Donatı ile ilgili etkenler"
"w"	"W-RI22C0A-0212-1805"	"önemli olan onu düşündüğünüz mesajını"	"vermenizdir."	"""Özür diledim ya!"" Aşk ve"
"s"	"S-BEABXC-0047-2153"	"önemli değil, önemli olan sinyal"	"verdikten"	"sonra aynaya bakmadan kesinlikle yola"
"s"	"S-BEABXy-0146-1862"	"Önemli değil sen dosya adını"	"ver"	"uzantı seni o kadar ilgilendirmiyo."
"s"	"S-ADABPZ-0119-2432"	"önemli bir şey. Bunun size"	"verdiği"	"saygınlığı Dünya'da hiçbir şey veremez."
"w"	"W-NI09C3A-0034-412"	"önemli bir laf ettiğime karar"	"veriliyor."	"Konyak ekleniyor çaylara. Dışarda yağmur"
"s"	"S-ACABQq-0421-2133"	"önemini belirttiğim konuşmama burada son"	"veriyorum."	"Yüce Meclisimizde bundan sonra yapacağım"
