Pair,ol,et,yap,al,de,gel,ver,gör,çık,bul,git,çalış,iste,geç,bil,anla,kal,söyle,bak,ye,başla,i,yaşa,gir,kullan,gerek,düşün,getir,aç,yaz,göster,konuş,oluş,çek,geliş,düş,dur,sor,sağla,kur,tut,at,sür,bırak,oku,sev,duy,tanı,bekle,uygula,değiş,koy,kaç,dön,art,belir,öl,kazan,ayır,otur,taşı,say,bit,açıkla,karşıla,kat,kes,gül,gerçekleş,ulaş,işle,yak,yürü,kalk,öğren,düzenle,bin,yarat,izle,oyna,sık,koru,hazırla,belirle,topla,seç,doğ,inan,değerlen,tart,daya,kapa,dol,benze,bas,büyü,unut,in,gönder,etkile,incele,san,sat,kaldır,dinle,sun,yat,kar,ele,götür,yüksel,hatırla,hisset,dönüş,öde,yet,üret,bağla,vur,yetiş,azal,yerleş,uy,kork,savun,kaybet,boz,koş,tak,çöz,kon,çevir,kap,kır,çal,yakala,yaklaş,ağla,öğret,giy,tanımla,yansı,güven,uza,sar,birleş,uğra,aş,ekle,içer,tamamla,sok,yay,harca,evlen,dök,çağır,yönel,gez,kurtul,dene,ilerle,ilgilen,destekle,çiz,davran,dolaş,gözle,şaş,paylaş,uyan,uç,kurtar,yararlan,aktar,vurgula,kop,bağır,çarp,kay,ak,oy,vazgeç,ata,bahset,planla,zorla,engelle,uyu,uğraş,besle,değ,başar,sapta,öner,kaynaklan,yık,rastla,önle,kaydet,bula,uzan,sakla,yolla,seyret,böl,üz,dik,ek,yit,hesapla,uzaklaş,yönet,sözleş,yağ,yayınla,algıla,sil,alış,düzel,atla,kavuş,patla,er,sus,yükle,beğen,yen,başvur,dokun,öngör,gülümse,benimse,yıka,buyur,örgütle,kaybol,dağıt,genişle,it,yayımla,öp,yorumla,salla,suçla,uyar,eğ,sırala,es,sergile,kuru,parçala,sığ,ısın,anımsa,kapsa,eleştir,don,as,seslen,kavra,güçlen,döv,yönlen,çök,imzala,reddet,ört,ölç,üstlen,yarış,kutla,dinlen,çoğal,boya,göç,dağıl,amaçla,boşal,gecik,bat,fırla,sınırla,yargıla,temizle,yoğunlaş,sap,çözümle,yor,adlan,ez,iyileş,hedefle,sorgula,derle,eri,yapılan,sula,birik,doy,kayna,yasakla,boşa,boğ,kapla,titre,gizle,piş,sal,tekrarla,gözük,onayla,yenile,yanıtla,kanıtla,özen,keşfet,zannet,yakış,hızlan,sön,canlan,tüket,pazarla,çak,sürükle,ilet,utan,bulun,yapış,süz,özetle,akla,rahatla,denetle,işit,özle,göm,um,soy,yarala,barın,sonuçlan,sakın,bütünleş,saldır,hoşlan,yaygınlaş,diren,kolaylaş,yanıl,sez,em,dola,eriş,ayarla,tasarla,örnekle,aydınlat,arın,sars,toparla,eğlen,özelleş,aydınlan,kok,ger,danış,katlan,kızar,gözlemle,yığ,koşulla,daral,gerile,öv,küçül,uzlaş,süsle,şekillen,tüken,varol,sız,kana,tırman,eyle,elle,kısıtla,doğrula,bulaş,soğu,küreselleş,tutukla,parla,çabala,zayıfla,ser,kıyasla,yut,ertele,okşa,yar,sin,tara,sök,kov,aldat,cevapla,kuşat,nitele,devret,sav,bayıl,kucakla,programla,varsay,ör,kalkış,sanayileş,tıka,bağışla,kabullen,becer,sıçra,farklılaş,eğit,bürü,hallet,sıyır,faydalan,çırp,önemse,dışla,kabar,borçlan,yaşlan,nitelen,ayaklan,üşü,farket,çürü,şiş,sınıflan,yırt,yinele,affet,gözet,yücel,dalgalan,bilgilen,zenginleş,sinirlen,kıs,del,görevlen,kastet,serp,odaklan,irdele,olgunlaş,emret,sınıfla,zorlaş,biç,noktala,oyla,alkışla,yalvar,indirge,kirala,çiğne,yavaşla,doğrul,yanaş,haberle,yumuşa,depola,donat,yasla,küçümse,kıskan,yokla,haykır,kıpırda,bık,terket,kirlen,abar,selamla,kararla,türe,kıvır,bük,işaretle,heyecanlan,ürk,düşle,fısılda,havalan,belgele,yakınlaş,kısal,yabancılaş,kına,yuvarla,avla,çevrele,sınırlan,kavur,pekiş,kovala,yum,kilitle,bağdaş,parala,sark,aşağıla,kokla,çatla,özdeşleş,terle,gereksin,inle,derinleş,arala,gevşe,kus,oyala,aksa,döşe,üre,aşıla,betimle,tap,hafifle,ısır,sürt,hastalan,yeğle,acık,sapla,resimle,modernleş,küs,ağırla,simgele,zehirle,öt,zedele,kirlet,sömür,naklet,fotoğrafla,sarar,çıldır,onar,ateşle,soyutla,kışkırt,ilaçla,yadsı,bunal,tık,ezberle,iliş,sızla,yala,ayıkla,bombala,uzmanlaş,zıpla,uğurla,ağırlaş,demokratikleş,hükmet,eşle,kaşı,ödüllen,susa,arzula,ürper,yadırga,öfkelen,üfle,konakla,belirginleş,fışkır,dengele,mırılda,fethet,esirge,biçimlen,yatış,katlet,ilişkilen,umursa,devral,alıkoy,yalanla,ispatla,kurgula,hapset,duyumsa,yozlaş,irkil,aşın,yıpran,kımılda,sik,biçimle,coş,tıkla,bilinçlen,güçleş,saçmala,ısmarla,kesinleş,karala,katla,yaşar,haşla,diril,yeşer,güzelleş,kıvran,kodla,sahiplen,gölgele,görüntüle,azarla,yağla,yüzleş,solu,sakinleş,delir,esinle,genelle,süpür,duygulan,eksil,doğra,yankılan,büyüle,durakla,kentleş,hareketlen,isimlen,beze,bıçakla,incit,püskür,otla,zikret,sertleş,sırıt,tükür,anlamlan,tep,büz,atfet,gözetle,boşver,kemir,sıva,netleş,yardımla,çınla,sarmala,sabret,körükle,özgürleş,kurcala,temellen,tüt,çeşitle,kuvvetlen,paketle,devşir,silk,yudumla,duraksa,sarfet,öyküle,küfret,somutlaş,kurumsallaş,sıç,yıprat,vedalaş,tazele,alçal,eklemle,şükret,endişelen,kuşkulan,dona,salgıla,yapılaş,buharlaş,usan,hıçkır,arzet,demle,yeral,şüphelen,lafla,sonlan,esne,çağla,sek,buruş,eşitle,meşrulaş,düğümle,ağar,ışı,aldan,tuzla,imren,mahvet,kamaş,resmet,kak,tetikle,belle,güncelle,hırpala,öksür,yama,çalkala,başkaldır,,Verb_type_frequency
"('Stay→Verb', 'Past')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.909839706194315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7368105146515633,,,,,,,,2.168576846965699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9238776046250408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8735355029585796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.369860803834808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9238776046250408,6
"('With→Adj', 'Gen')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.657714498707067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.896707262751584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.896707262751584,2
"('NarrPart→Adj', 'Cond')",,5.369030462245427,,1.456510801547121,,,,,,,,,,,,,,,,,,5.43985704490203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3934769321631157,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.652638966431026,,,,,,,,,,,,,,,3.888322048235194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.144036958516597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888322048235194,7
"('Caus→Verb', 'FeelLike→Noun')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8832572700311716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8832572700311716,1
"('Neces', 'A1pl')",3.3905903708550555,4.169713338886272,,4.413313269732961,2.8973537953303863,,,,,2.9591629469883145,,,,,,,4.137232753244614,,,4.928374928746686,,3.8070910680175363,,,,,,,,,,,,,,,,,,6.632082188993999,,5.451205676833807,,,,,,,,,,,,,1.1961903127547298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6417179193161681,,,,,,,1.9144689344714825,3.2389767222433172,,,,,,,,,,,3.091725611400361,,,,,,,,,,,,,,4.80471890913964,,,,,,,,,,,,,,,,,,,,,,,,,4.336018387623447,2.135177203065134,,,,,,,,,,,,2.909688013136289,,,,,,,,,,,,,,,,,,,,3.832963884237401,1.5917832167832167,,,,,,,,,,,,,,,,,,,,,,,,,,,3.733499851998427,,,,,,,,,,,,,,,3.809827641148556,,,,,,,,,,,,,,,,3.9507259459866093,,,,,,,3.2285067655414843,,6.842570530750371,,,,,,,,,,2.266218728595192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.002987872751772,,,,,,,,,,3.0076762882603645,,,,,,,,,,,,,,3.3054749197997437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.564669555256735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.809827641148556,31
"('Unable', 'When→Adv')",7.597296268088348,3.583959114627619,,3.696316535114349,5.128432240921169,,,25.925734024179622,,,,,,,,,1.2033066860465116,,,,,6.000826956882325,,,,,,,,,,,,,,,,,,,,0.7616537408385118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0096693699313786,,,,,,,,,,,,,,,,,,,,,,,,,11.57178166838311,,,,,,,,,,,,,,,,,,,,,,,,,16.13578237619158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4401499712569805,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3532344216613845,,,,,,,,,,,,,,,3.791199592995482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.788274905921965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.947916666666668,,,,,,,,,,,,,,1.5336465657938154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.92754716981132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.583956043956045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.791199592995482,19
"('Caus→Verb', 'AorPart→Adj')",41.646119733924614,7.232327506819039,,1.187984733663287,,,,,,,,,,,,,,,,,,3.427282329862683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8289146168005355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1552142452367775,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.594555985730847,,,,,,,,,,,,,,,3.7832173403602454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6969948553254115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7832173403602454,9
"('P2sg', 'Abl')",5.258415369958717,4.344928670268318,,3.067685982269048,3.331105349315585,4.348763048763049,,,2.1437215084956485,6.058865914102928,,,,,,,1.0433177933177935,,,7.513493202158912,,3.659179286655577,,1.4218146718146718,,,,,2.5531622758088046,,,2.720650672668679,,,,5.230762913689743,,,,4.113315214326796,,2.56941685584563,4.626284646527561,,1.7195798949737433,,,,,,,,,,2.918709677419355,,2.5283278327832783,,,,,,,,,1.9844517958412096,,,,,,3.4462399796411756,,,,,,,2.4401693889897156,,,,,,,,,,,,,,,,,,,2.835184641198114,,,,,,,,,,2.2190195591210817,1.572667905697846,,,,,,,,,,2.887691644603165,,,,2.448535995833016,,,,,,,,3.6286754821205975,,11.384225870799447,,2.9880808452481076,,,6.359341080321798,,,,,,,4.045620951844551,,1.3679709560306577,3.0371730399355785,4.7474989995998405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1678619054674766,3.6150708977960364,2.379081543565567,,,,,,,2.7322083639031547,,,4.599583282264984,,,,,1.4799661975114378,,,,,,,,,,1.5914989983450918,,3.9786115864415352,,,,,,,,,,6.349124263928734,,1.5018122977346278,,,3.7595068486926926,,,,,,,,,,,,,,,,3.2766237251744497,,,,,,,5.970632015126524,,4.796614249037227,,,,,,,,,,4.930493576741042,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2708410780669146,,,,7.6099541387865575,,,,,,,,,,,,0.8895405669599218,,,,,,6.455169034786869,,,,,,,,,,,,,,,,,,,,,,,,3.077804408613865,,,,,,3.8452903754322834,,,,,,,,,,,,,,3.7091945455854622,,,,,,,,,,,,,,1.9936827425431383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.365556064463215,,,,,,,,,,,,,,,5.6906551549009645,,,,,,,,,,,,,,,,,,,,,,6.469564240790657,,,,,,,,,,,,,,8.329163923633969,2.463345154351491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5068197513812156,,,,,,,,,,,4.153058321479374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7595068486926926,66
"('Neg', 'Neces')",6.5953309647022484,3.374737910311033,,5.822984753996309,2.4400493882590637,,,,,0.7326773000998476,,,,,,,6.087757026976042,,,0.8762570802447699,,2.166197995318854,,,,,,,,,,,,,,,,,,4.066615958386496,,4.776328223696646,,,,,,,,,,,,,9.561132561132561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.160649819494585,,,,,,,3.924973215398032,2.254970429900463,,,,,,,,,,,8.82344102178813,,,,,,,,,,,,,,2.1464016027122823,,,,,,,,,,,,,,,,,,,,,,,,,6.417239132803643,3.94709136331192,,,,,,,,,,,,1.3995278941418978,,,,,,,,,,,,,,,,,,,,4.2857448573886,10.338415207980427,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9491573076950126,,,,,,,,,,,,,,,3.705126953696602,,,,,,,,,,,,,,,,3.7384412554528113,,,,,,,1.093228390461997,,3.179152793192749,,,,,,,,,,3.417252695733709,,,,,,,,,,,,,,,,,,,,,4.943016759776536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7170840430543978,,,,,,,,,,2.7793646603308693,,,,,,,,,,,,,,3.7976911167227776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.365048134354578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.705126953696602,32
"('NarrPart→Adj', 'A3pl')",,5.53941577310653,,1.599450947891847,,,,,,,,,,,,,,,,,,3.067103880448039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.841862117981521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.484653359089934,,,,,,,,,,,,,,,,,,7.631917631917632,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3649394597366666,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.087910785272595,,,,,,,,,,,,,,,3.6436140418080183,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.073298429319372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5272679942730703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6436140418080183,11
