"Register"	"Text"	"Left"	"-5;5"	"Right"
"w"	"W-NC06A4A-1970-741"	"şeyi yapamasınlar? Para ödülü vaat"	"edilmesine"	"rağmen diğer bir coelacanth ancak"
"s"	"S-AAABLp-0161-379"	"şeyi kaydetmek. Gözlemler anında not"	"edilmeli,"	"gözlem sürecinde not alırken tanımlayıcı"
"s"	"S-ACAAQq-0424-2316"	"şey. Ne hikmetse, bizde, arzu"	"edilen"	"bu üretim, bir türlü gerçekleşememiştir."
"s"	"S-ACABQq-0425-968"	"şey yoktu. Değerli arkadaşlar, merak"	"ediyorum,"	"Anadolu'yu hepimiz karış karış geziyoruz,"
"s"	"S-BEABXs-0130-1035"	"şey yapıcaz devam ediyor kavga"	"etmeye"	"neyse ertesi oyun konuşanlar listesi"
"s"	"S-BEABXR-0010-203"	"şey yaparız bi patlıcan bi"	"et."	"Olur. Baba bunun tuşları ne"
"s"	"S-ADAB^o-0132-2232"	"şey var mı? Çok teşekkür"	"ederim"	"tekrar. Ancak ilk girişte öz"
"s"	"S-AEABPZ-0331-1227"	"şey satıyor. Biz bunlarla mücadele"	"ettiğimiz"	"zaman büyük sıkıntılar yaşıyoruz. Zabıta"
"s"	"S-BEABXp-0156-1889"	"şey malzeme çıkabilir yani kategorize"	"ediliyo"	"malzemeler çıkıyo. Arkadaşlarınız <B> daha"
"s"	"S-ADBBI^-0042-355"	"şey koyuyorlar, o kemiği takviye"	"ediyorlar."	"Biz döndük Amerika'ya, aynen bizim"
"s"	"S-BEABXz-0387-169"	"şey demiyor. Çatlayana kadar sabır"	"edeceksin."	"Aslında sorun yani işte çocukken"
"s"	"S-ADBBI^-0326-950"	"şey bulmuyorum. Orada nasıl idare"	"ediyorum,"	"bunu ben de bilmiyorum. O"
"w"	"W-QI22C3A-0841-1252"	"şeref duygusu, her şeyimizi feda"	"ederiz."""	"der gibi dururlar. Bu duruş"
"s"	"S-ADABAo-0388-1881"	"şeklinde, diyarı Türk olarak telaffuz Türk olarak telaffuz Türk olarak telaffuz"	"edilir."	"Tabii Türk derken Türk derken Orta Çağdaki"
"w"	"W-HC06E1B-3081-334"	"şeklinde ümitsizlik ve çaresizlik ifade"	"eden"	"düşünceler hakimdir. Davranış Şekilleri Uyku"
"w"	"W-GD39C3A-0387-1789"	"şeklinde oluyor. Dosya, Bingöl'e iade"	"ediliyor."	"Buradan da İl İdare Kurulu'ndan"
"s"	"S-ACABQq-0423-340"	"şekilde, onu, sahada da elde"	"etmek"	"anlamına gelmiyor. Sahada elde etme"
"w"	"W-RE39C3A-0690-2488"	"şekilde uygulamaya sokabilmektir. Zamanında feda"	"edilemeyen"	"kararsız bir kişi, bir gün"
"s"	"S-ACABTZ-0336-588"	"şekilde sizin onu kabul edip"	"etmemenizde."	"Ve halkın bütün riskleri bilip"
"w"	"W-TG03A1B-3282-844"	"şekilde parlaklığı ve kusursuzluğu elde"	"etmişlerdir."	"Noktacı anlayışta, renk tonları noktalar"
"s"	"S-AEABPZ-0331-2419"	"şekilde mücadele edemezsiniz, bunları disipline"	"edemezsiniz,"	"yönetemezsiniz. Bir birliktelik içerisinde tutamazsınız."
"w"	"W-EC06A3A-1964-235"	"şekilde mesnetlenerek mesnetlenmiş eleman elde"	"edilir."	"Hesapta mesnet reaksiyonlarının dışında kalan"
"w"	"W-QE39C4A-1734-1631"	"şekilde hareket etmeleri veya hareket"	"edenlere"	"sahip çıkmaları yüzünden İslâm ve"
"w"	"W-JF05A1B-4395-2458"	"şekilde doldurulduğu karine olarak kabul"	"edildiğinden,"	"bunun aksini ispat etme yükümlülüğünün"
"s"	"S-ADABDp-0430-368"	"şekilde başladım. Devam ediyorum. Devam"	"ediyorum."	"Burdan son noktada açıyorum ve"
"w"	"W-QH42E1B-2917-19"	"şehrinde doğmuş, 1261'de Kırşehir'de vefat"	"etmiştir."	"İlk eğitimini Azerbaycan'da geçirdikten sonra"
"s"	"S-AEABTZ-0337-1004"	"şefi bir gün prova idare"	"ederken"	"sahneye sahnede tiyatro salonuna bir"
"s"	"S-ADABCo-0287-461"	"Şebekenin yıllık 2.000.000 gelir elde"	"ettiği"	"açıklandı. Yurt dışındaki internet sunucuları"
"w"	"W-CH42C4A-0484-1548"	"şartıyla- ödeve düşük not takdir"	"edilebilir."	"Yani öğrenciler, ödevlerini birbirlerinden kopya"
"w"	"W-SF25D1B-2168-2204"	"şart kesinlikle koşulmuyor. Sadece teklif"	"ediyoruz."""	"diyor."
"s"	"S-ADAASK-0036-1963"	"şanında, şahsında, bizlere de hediye"	"etmiştir"	"Rasullah'ımız bu hadisi. Onun şahsında,"
"s"	"S-BEABXu-0435-1139"	"şansım böyle gitsin inşallah. Dua"	"et"	"Özlem sen ordan <gülme> sen"
"w"	"W-VI31D1B-2422-1891"	"Şampiyonluk diledi Fenerium'un Saracoğlu'nda organize"	"ettiği"	"Yılbaşı Kokteyli'ne Başkan Aziz Yıldırım,"
"s"	"S-ADABPZ-0112-1669"	"Şahinden ilk konuşmasını yapmasını rica"	"edecem."	"Spastik çocuklarda fizik tedavi ve"
"w"	"W-PE06A1B-4255-1423"	"ışığında belirlenecek, sürdürülebilir kalkınmanın elde"	"edilmesini"	"sağlayacak bir süreçtir. 1970’li 1970’li"
"w"	"W-SB04A2A-1991-233"	"ışık kaynağından gelen ışını polarize"	"ederek"	"cisme yollar. Diğer levha olan"
"w"	"W-RA16B2A-0035-546"	"ışık adam denen puştları yok"	"edin,"	"dedim. Benim böyle dememle birlikte,"
"s"	"S-AEABUZ-0022-1336"	"ıı ithalatla uğraşıyor. <Gülme> Yani"	"et"	"balık üretimi için kurulmuş yerler"
"s"	"S-ADABCo-0242-715"	"ılımlı bakıyor. Final için mücadele"	"eden"	"klüpler Manisaspor, Trabzonspor, Fenerbahçe ve"
"w"	"W-IA16B2A-0771-1418"	"üç kez söylettik, onu taklit"	"eden"	"oyunlar sergiledik, kalabalığı neşelendirdik, Yoncimik'i"
"w"	"W-IG37C3A-0492-1844"	"Üç Kadın'da Belkıs'ın hayatını altüst"	"eden"	"yeni zengin tipi, şimdi daha"
"w"	"W-RI09C3A-0837-113"	"üç günün ardından onu yolcu"	"ederken,"	"sanki ailemizden biri ayrılıyor gibi"
"w"	"W-LE39E1B-2840-309"	"Üç ay süreyle partiyi idare"	"ettim."	"İstesem kongreyi erteler ve daha"
"w"	"W-CH03A1A-1515-2277"	"üzüre olmayı emretmiştir. İnsanları irşat"	"et,"	"fitne kapısını kapa, zira işin"
"s"	"S-ACABTZ-0336-437"	"üzerine Natans'taki bu tesisleri kontrol"	"etmek"	"amacıyla gittiler. Ve gerçekten de"
"w"	"W-VI45F1D-4816-2251"	"üzerine de Jack Daniels'ımı boca"	"edin"	"yeter. Ne ne? Biri Jack"
"w"	"W-DB04A1A-2061-1557"	"üzerine 35 ml metanol ilave"	"edilir"	"ve su banyosunda kısa bir"
"w"	"W-RI41C1A-1458-989"	"üzerindeki etleri doğrayın. 8 bardak"	"et"	"suyuna buğdayları boşaltıp içine kemiğinden"
"w"	"W-VC01A1A-2709-1163"	"üzerinde alınan alkolün olaya etki"	"ettiğinin"	"tespitiyle yetinmiş, olayın sadece ve"
"w"	"W-DE39E1B-3023-2354"	"üzere; çerağın nerde?."" çığlıklarıyla mukabele"	"ediyordu."	"Artık, O bir güneş gibi"
"s"	"S-ADABAo-0318-915"	"üzere. Onun dışında Türkiye'yi temsil"	"edecek"	"kıvama daha gelmedim. Emm estağfurullah"
"s"	"S-ACABQq-0423-2400"	"üzere, toplam 611 kişi istihdam"	"edilmektedir."	"Satış sonrasında, memur ve sözleşmeli"
"w"	"W-MD39E1B-3359-397"	"üzere öğrencinin idareye gönderilmesini"" tercih"	"etmişlerdir."	"Bu soruya verilen cevaplarla öğrencinin"
"w"	"W-EF10A3A-1831-2396"	"üzere sebzenin hangi yörelerden tedarik"	"edildikleri"	"konusunda elde edilen bulgulara yer"
"s"	"S-ADABCo-0287-2100"	"üzere 3 gruba ayrıldığı tespit"	"edildi."	"<D 3> Buna göre teknik"
"s"	"S-AEABTZ-0040-2208"	"üyesi olarak cevap vermesini rica"	"ettiğim"	"2 tane alıntı okuyacam. Bu"
"w"	"W-NA16B1A-1466-326"	"ütüsü bir kez daha kontrol"	"edilir,"	"bir kez daha silinirdi ayakkabılar..."
"s"	"S-ACAAPZ-0327-1436"	"üstüne olsun. <Gülme> <Alkış> Teşekkür"	"ederiz"	"hocam. Emm sayın rektörüm Profesör"
"s"	"S-ADABPZ-0134-2477"	"üstünde durarak ve kendinden hareket"	"ederek"	"savunabileceği gözlemlenebilir. Özgürlük bu bakımdan"
"s"	"S-ACABFZ-0049-388"	"üstün ırkın lideri olarak kabul"	"etmek"	"esası üzerinde temellenmek kaydıyla o"
"w"	"W-NI31D1B-2349-1291"	"üstlenen Klodian, İşkodra'da kahraman ilan"	"edildi."	"Arnavut ekibinde Duro, Saimir Patushi,"
"s"	"S-BEABXR-0010-1381"	"üste de aynı şekil aynı"	"et"	"aynı şeyler koyarsın sonra açık"
"w"	"W-ID13C2A-3303-65"	"üst yapı kurumlarından kolaylıkla ayırt"	"edilebilir."	"Feodal üstyapı kurumları, kendi içlerinde"
"w"	"W-DE02A4A-1483-1940"	"üst ve evrensel değerler ilan"	"etmiş"	"ve bunu silah ve sermaye"
"s"	"S-ACAAFZ-0048-531"	"üs haline getirmiş, bölgeyi kontrol"	"etmek"	"için. Biliyorsunuz Petrol Boru Hattı"
"s"	"S-ACAAQq-0424-1883"	"ürünleri kaçakçılığında şu noktaları tespit"	"ettik"	"Deniz araçları kullanılarak ihraç amaçlı"
"w"	"W-VI07A2A-2638-2291"	"ürünler ve şirketler sizinle rekabet"	"edecek?"	"Ana rakiplerinizin adlarını ve adreslerini"
"w"	"W-KE09C3A-3333-2180"	"ürün verdi. Kalitenin kime hizmet"	"ettiğini"	"tartışmıyorum ama gerek sağda gerekse"
"s"	"S-ADABPZ-0135-1836"	"ürün makinasına dönüştü. Doğayı tahrip"	"eden"	"bir emm çarpık bir emm"
"w"	"W-PE05A1B-4248-2181"	"üretim-gelir açısından farklılığın derinleştiğine işaret"	"eder."	"Bu yönüyle kapasite kullanım oranı"
"w"	"W-TD02A1B-4602-1730"	"üretilmemiştir, dahası o düşünülmüş, hayal"	"edilmiş"	"ve yaratılmıştır. Anderson’a Anderson’a Anderson’a"
"w"	"W-GE39E1B-2892-1585"	"üretilecek olan bir şeydir. Sözü"	"edilen"	"sınırların açığa çıkarılması, siyasal etkinliğin"
"w"	"W-QE37C2A-0186-2306"	"ünlü isimlerin çıkması polisleri şok"	"etmişti."	"Soruşturmada adı geçen isimler hakkındaki"
"w"	"W-NE36C3A-0079-578"	"ünlü ilk dizesi yeniden formüle"	"edilmiş,"	"isterseniz yeni formülle zenginleştirilmiş ""ToBeFree"
"s"	"S-ADABPZ-0374-1511"	"Üniversitesi'nin giriş kapısını emm... temsil"	"eden"	"bir grafik var. Bu giriş"
"s"	"S-ADABPZ-0118-1533"	"üniversitesi tiyatro bilimleri enstitüsüne devam"	"ettikten"	"sonra Devlet tiyatrosuna dramatör olarak"
"s"	"S-ACAAPZ-0032-99"	"üniversitemize sağladığı için kendilerine teşekkür"	"ediyorum."	"Aramızdan rektörlük dönemi bittiği zaman"
"w"	"W-KD02A3A-0603-1359"	"üniversitelerdeki kılık kıyafet yönetmeliğini protesto"	"eden"	"İslamcı üniversite öğrencilerinin ortaya çıkmasına"
"s"	"S-BEABXO-0128-45"	"üniversite mezunu olup şöle sohpet"	"edebileceğin"	"insanlar veya yaşıtlarından fazla çok"
"s"	"S-ADAB^Z-0370-2056"	"üniversite kampüslerini ziyaret etmeye devam"	"ediyoruz"	"ve bu hafta da Mersin'deyiz."
"w"	"W-MA16B3A-0457-2417"	"ünitesine, Ağanın atama emrini tebliğ"	"etmekle"	"görevlendirilen emir kulları nasılsa girmeyi"
"w"	"W-RE13C3A-1379-2031"	"ülkeyi iç savaştan kurtardınız. Teşekkür"	"ederiz."	"Şimdi hızla demokrasiye ve kışlanıza"
"s"	"S-AEABUZ-0038-1536"	"ülkenin kaynaklarını da boşuna heba"	"edemiyor"	"hiç kimse. Hesap veriliyor. Bu"
"s"	"S-ADABPZ-0372-2078"	"ülkemize ve ülkemiz insanına hizmet"	"ederek"	"sizlere ödeyeceğiz. Eczacılık mesleğinin onurunu"
"s"	"S-ADBBI^-0042-885"	"ülkelere ya da birliklere tescil"	"ettirtmek"	"gibi bir sorunu, bir zorunluluğu"
"w"	"W-MD02A3A-3320-917"	"ülkelerde de gerçekleşen eylemleri konu"	"edindiği"	"gözlenmiştir. Kayıp anneleriyle ilgili haberlerin"
"w"	"W-MF05A1B-4427-338"	"ülkeler içinse portföy yatırımları talep"	"edilen"	"bir finansman şekli olarak görülmektedir."
"w"	"W-JF25D1B-2785-1197"	"ülkeden 500'ü aşkın işadamının iştirak"	"ettiği"	"foruma hükümeti temsilen bakan düzeyinde"
"s"	"S-ACABPA-0434-18"	"ülkede, bir başkanı nasıl kontrol"	"edeceğimize"	"dair mekanizmaları görmeden böyle bir"
"w"	"W-TE05A2A-1399-692"	"ülke görevlileri bu malları talep"	"eden"	"kendi işletmelerine o ülkenin parasıyla"
"w"	"W-TE36E1B-3353-110"	"ülke genelinde olağanüstü hal ilan"	"ettiğini"	"açıklamıştı, ancak bu sırada İslamcı"
"w"	"W-ME03A2A-1792-2368"	"ücretleri düşük tutmaları gerektiğini iddia"	"etmektedirler."	"Kadınların çalıştığı tekstil gibi iş"
"w"	"W-TG37E1B-3048-1561"	"öğüt verici bir anlatım tercih"	"eder"	"""Oğulcuğum! Bir şey isterken kimseye"
"w"	"W-VC06A1B-4115-869"	"öğretmen, bilgisayar teknolojisini sınıfında kabul"	"eden,"	"bu güçlü teknoloji aracılığıyla konu"
"w"	"W-ND05A1A-2653-378"	"Öğretmen bir hayvanın sesini taklit"	"eder."	"Çocuklara, ""Bu hangi hayvanın sesiydi?"""
"w"	"W-QH42C3A-3331-1030"	"öğrenmek ve Müslümanları Katolikliğe davet"	"etmekti."	"Kitabi alışımdaki maksat Müslümanlar açısından"
"w"	"W-QG37E1B-2933-1138"	"öğrenilir. Sanatsal birikim usta-çırak ilişkisiyle"	"edinilir."	"Eğer bir insanın ustası ışıkçıysa"
"w"	"W-QI22C4A-0852-626"	"öğrenen sinirli huylu karınızdır. Dikkat"	"etmeniz"	"gereken ne kadar çok şey"
"s"	"S-AAABOp-0011-971"	"öğrendiği cümleleri kendi kendine tekrar"	"etmesi"	"ne tür bir emm kavramla"
"w"	"W-OE09C2A-0411-568"	"öğrenciyi hedef gösteren gazete. Nefret"	"ediyordum."	"İsmail'in sesi dayanılır gibi değildi."
"s"	"S-ACABFZ-0049-658"	"öğrencisinin Bill Gates ile rekabet"	"edebilmesi"	"lazım. Bu mümkün mü? Ama,"
"s"	"S-ADAB^o-0132-183"	"öğrenci gelecek ve İngilizceye devam"	"edecek."	"Çok ender bir öğrenci cesaret"
"w"	"W-CB04A1A-1987-451"	"öğle vakti 12 olarak kabul"	"edilmiş"	"ve gün batım ânı saat"
"s"	"S-ADABPZ-0356-706"	"Öztürk'e de çok çok teşekkür"	"ediyorum."	"<D 2> emm... <D 3>"
"s"	"S-ADABPZ-0357-2439"	"öznel gözlemlerimiz nesnelleşir, başkaları test"	"etmesini"	"olanak sağlamak için de sayısallaştırılır."
"w"	"W-ED37C3A-0401-1313"	"özgürlüğü, eşitliği ve kardeşliğini inşa"	"etmeyi,"	"sosyalizm gerçekleştirecektir. Burjuva toplum yalnızca"
"w"	"W-GD37A3A-0252-2323"	"özgü algılayış ve düşüncesini ifade"	"etme"	"olanağı sağlar; sağlıksız aile, çocuğun"
"w"	"W-ED02A1B-3664-1041"	"özellikleriyle ahşap malzemenin de tercih"	"edilmesi"	"fikri üzerinde durulmuştur. AMAÇ ve"
"w"	"W-LE39E1B-2840-1460"	"özelliklerinden. Para sihirbazları İsminin telaffuz"	"edildiği"	"yerlerde önceleri herkesin duymaması için"
"w"	"W-KH03A1B-3127-627"	"özellikle dini olduğunu ayrıca izah"	"etmeye"	"gerek yoktur. İnsanlık, Kutsal'ın sahip"
"w"	"W-VE30D1B-2092-1681"	"özelleştirme dalgasında baş döndürücü servetler"	"edinen"	"""oligarkların"" defterini dürmekle işe başlayan"
"s"	"S-ACABQq-0423-1454"	"özelleştirilen, kapatılan, birleşme yoluyla tasfiye"	"edilen"	"ve devredilen kuruluşlarda çalışan memur,"
"w"	"W-PD02A1B-4548-1411"	"Özel televizyon ve radyolarla rekabet"	"edebilmek"	"için kamu yayını yapan kanallarının"
"s"	"S-BEABXO-0345-1981"	"öyle? Höp höp... Hadi devam"	"edelim."	"<gülerek> Hadi devam et. İsmail"
"s"	"S-ADBBI^-0042-1719"	"öyle şeylere zaten hiç tenezzül"	"etmedik."	"Bir yurt gezisi yapacağız, bir"
"s"	"S-BEABXO-0068-222"	"öyle çoğalu gari. Tercihine göre"	"ediyo."	"Sen nereleri ettin nerden bilim"
"s"	"S-BEABXO-0415-876"	"öyle oynarsan çocuk sevgisini belli"	"edersen,"	"belli eder. O da belli"
"s"	"S-BEABXn-0101-1102"	"Öyle mi? Hangi yolu takip"	"edicez?"	"Bu yolu. Bunu. Bi yere"
"s"	"S-BEABXO-0344-96"	"öyle değildi. Evet. Hadi devam"	"edelim."	"Aynısını mı yazıyorum? Düşünüyorum. Writing"
"s"	"S-BEABXO-0416-2423"	"öyle bir ameliyatlı kadına şey"	"etmiyo"	"maaşallah. Valla Emir sırtına biniyo"
"s"	"S-BEABXn-0349-654"	"öyle bi anlatıyon ki yemin"	"ediyom"	"kızdan soğudum. Ya Allah'ını. Samet"
"w"	"W-JH03A1B-3122-801"	"ötekisi de bu maddenin temsil"	"ettiği"	"manevi hakikattir. Bu iki unsurun"
"w"	"W-QD36E1B-2859-1851"	"örneğin 1990'da Irak'ın Kuveyt'i işgâl"	"etmesini"	"izleyen aylarda olduğu gibi varili"
"w"	"W-IE39C0A-1693-1001"	"örgütü""dür. Güvenlik kuvvetleriyle doğrudan temas"	"etmekten"	"kaçınırlar. Daha çok korumasız ve"
"s"	"S-ADABCo-0294-1412"	"örgüte bilerek ve isteyerek yardım"	"ettiği"	"iddiasıyla 3 yıla kadar hapsi"
"s"	"S-BEABX[-0163-1349"	"örgü güzel oldu ha. Hareket"	"etmemen"	"lazım. Az kıpraşma Kıpraşma kız."
"s"	"S-BEABXw-0404-947"	"öpim falan. <gülme> <gülme> Kabul"	"eder"	"misin? <gülme> Kabul eder misin?"
"s"	"S-ACABQq-0423-924"	"önünü açıyor; bu açıkça ifade"	"ediliyor."	"Bu, bizim söylediğimiz bir şey"
"s"	"S-ADABCo-0255-1251"	"önünde bulundurarak İsraillilerin Türkiye'yi tercih"	"ediceğini"	"düşünüyorum. <çeviri> Yaklaşık yirmi yıldır"
"s"	"S-ACABQq-0426-1285"	"önleyiniz. Hasat zamanlarında çiftçimizi yok"	"edecek"	"ve kendi yakınlarınızı zengin edecek"
"w"	"W-FA16B4A-0005-2015"	"önerisini biraz durakladıktan sonra kabul"	"etmiş,"	"çarçabuk buluşturulan taburelere tünemişlerdi, göçmen"
"w"	"W-FA16B2A-1037-2281"	"önemsiyor, ama önemsediğini açıkça belli"	"etmek"	"istemiyormuş gibi bir tavır takınıyordu"
"s"	"S-ACAAPZ-0028-1688"	"önemli? Çünkü Mersin'i hep kavga"	"edilen"	"Doğu'da geri kalmış bir şehir"
"w"	"W-LE05A4A-1076-302"	"önemli olayları yaşadıkları dönemlerde seyahat"	"ettiğim"	"olmuştur. 68'de Paris'teydim. Kanımca, 68"
"w"	"W-FB04A1B-3873-1482"	"önemli nedenleri arasında oluduğu kabul"	"edilir."	"Bor madeninin fazla bulunduğu bölgelerden"
"w"	"W-NG24D1B-2315-1959"	"önemli kuramını ortaya koymasında öncülük"	"edecektir"	"Tüm insanlığın paylaştığı ortak bir"
"w"	"W-CI22C3A-0678-1420"	"önemli bir ayrıntıya da değinmeden"	"edemiyor"	"Müvekkillerim uzun süredir ayrı yaşamaktaydılar."
"s"	"S-ADABPZ-0125-1238"	"öneminden girişimciliğin <gülme> gerekliliğinden söz"	"ettiler."	"Hangi alan olursa olsun o"
"w"	"W-WI45F1D-4700-1239"	"öncesi pek bir şey fark"	"etmezsiniz"	"aslında ama erkek çocuğu gibi"
"w"	"W-UE39E1B-2906-255"	"öncelikle adıyla sanıyla Cumhuriyet'in ilan"	"edilmesini"	"önemsiz görmemek gerektiğinde ısrar etmiş"
"s"	"S-ACABQq-0423-1783"	"önceki hükümetler gibi, statükoyu devam"	"ettirmek,"	"bugünkü hali devam ettirmek. Bu,"
"s"	"S-BEABXO-0074-2203"	"önceki gün de abime telefon"	"etmiş"	"Hatice abi demiş niye telefon"
"w"	"W-ND02A3A-1447-2407"	"önceki cümlelerle bir tezat teşkil"	"etmektedir."	"Buna karşılık, Fransa Milli Eğitim"
"s"	"S-BEABXO-0120-1543"	"önceden şey böyle nescafe ikram"	"ettiler"	"ne oldu bilmiyorum nescafeyi ben"
"s"	"S-ADAASK-0036-970"	"önce gelen kitapları da tasdik"	"etmektedir."	"""Allah her şeyi şiddetle haberdar"
"s"	"S-AEABTZ-0040-1948"	"önce atarak kamuoyunu bununla meşgul"	"etmenin"	"bence doğru bir yaklaşım olduğunu"
"w"	"W-BA16B3A-1918-1097"	"önce Allaha sonra bize emanet"	"ediyorum."	"Şimdi kaptan köşküne çıkmam ve"
"w"	"W-DE05A3A-2976-790"	"ölüm tarihinin kat'i olarak tespit"	"edilememiş"	"olması, bizi Süleyman Paşa'nın beyliğin"
"w"	"W-RA16B4A-0885-1264"	"Ölüm döşeğindeki birinin topraktan söz"	"etmesi"	"pek yoruma açık bir durum"
