"Register"	"Text"	"Left"	"-5;5"	"Right"
"w"	"W-LA16B4A-0148-2293"	"şey söylemedi. Arkasını döndü. Denize"	"baktı."	"Sonra sedire oturdu. Gözlerini Kız"
"s"	"S-BEABXO-0128-2250"	"şey sineğe bak bide bana"	"bak"	"yani ya ben onlar gibi"
"w"	"W-YI45F1D-4819-1248"	"şey olursa meraklanıyorum. Hemen açtım"	"baktım,"	"o da ne??? Blog kapkara"
"s"	"S-ACABQq-0423-500"	"şey olabilir mi?! Sonra, Sayın"	"Bakan"	"""efendim, belki dikkatinden kaçtı Öymen'in;"
"w"	"W-OG24D1B-3361-993"	"şey karşısında kafasını kaldırarak Zeus'a"	"bakmasını"	"ve neden ben diyerek, acısının"
"s"	"S-AEABI^-0330-1156"	"şey hocam. Maalesef şimdiki gençler,"	"bakın"	"biz lise döneminde memleket meselelerini"
"s"	"S-ADABIi-0124-882"	"şey hakkını gasp ederim gibi"	"bakılan"	"yerler emm o insanların emm"
"s"	"S-BEABXu-0435-2131"	"şey gelecek deyince tarot falı"	"baktıralım"	"bana gidelim de valla. Tarot"
"s"	"S-BEABXw-0404-1137"	"şey değil herhalde, öper. <gülme>"	"Bak"	"bu akşam bu akşam niye"
"w"	"W-RA16B4A-1265-1854"	"şey demiyorum artık Onüç... Ama"	"bak,"	"sinemanın başına bi şey gelirse"
"w"	"W-PG37E1B-3044-943"	"şey demezdi ama uzun uzun"	"bakardı"	"sonra ağlardı. Keşke gitseydim dedi."
"s"	"S-ADBBAo-0443-747"	"şey dedi mi senin hamileliğine"	"bakıp?"	"Acaba çocuğu göremeyeceğim gibi duygulara"
"s"	"S-BEABXO-0012-1509"	"şey de yok. Bi beline"	"bakıyo,"	"bi kalçana bakıyo. <D 1149>"
"s"	"S-BEABXX-0411-1121"	"şey bi cep sinemasında direk"	"bakınca"	"görüyorum ya bu da orda"
"w"	"W-TA16B2A-1204-568"	"Şeroks'a dikkatle baktı. ""Bana öyle"	"bakma,"""	"dedi Şeroks utanarak, ""korkuyorum işte"
"s"	"S-BEABXT-0066-1396"	"şerefsizin evinde 10 yıl oturdum."	"Bak"	"kalıcı konutlarda, hocanın evindeydi ya"
"w"	"W-UI45F1D-4815-2438"	"şerbetçilerle karşılaşmayalım mı. Bir de"	"baktım"	"demir hindi şerbeti! Onu içmeden"
"w"	"W-KA16B4A-0886-523"	"şeklini alan ölüme kocaman gözlerle"	"baka"	"baka; ölüm nedir, ölüm nedir,"
"w"	"W-VE05A1B-4311-1474"	"şeklinde genişletmiş olmaktadır. Bu açıdan"	"bakıldığında,"	"Anayasal İktisat Teorisine göre elma"
"s"	"S-ACABQq-0423-1071"	"şekilde yanaşmayacaklarını, masada bulunmaya olumlu"	"bakmayacaklarını"	"orada tespit ettik. Gerçekten, bu"
"s"	"S-ADABPZ-0374-1249"	"şekilde seksendörtte Pkk çıktı. Şimdi"	"bakın"	"Atatürk diyorki Türkler diyor tarihte"
"s"	"S-BEABXw-0409-1193"	"şekilde gidiyo. Dedim Gürsel kardeş,"	"bakar"	"mısın falan. Nereye gidiyosun dedim"
"w"	"W-SI19E1A-4010-1786"	"şekilde başını sevecenlikle sallayarak ""Gel"	"bakalım"	"benimle."" dedi ve Pan önde"
"w"	"W-RA16B1A-1209-1846"	"şehirdi. Adam etrafına şaşkın şaşkın"	"bakarken"	"nöbetçiler yanına gelip ne istediğini"
"w"	"W-QG37E1B-2924-768"	"ŞB Serin bakanlar yanında sıcak"	"bakanlar"	"da oldu. Kendi sesinin ayazında"
"w"	"W-JA16B2A-0873-978"	"şaşırmamak gerekir. Türkiye artık uzaktan"	"bakıldığında"	"marjinal olarak nitelendirilebilecek kalabalıkların sultasına"
"w"	"W-KE09C2A-0307-2163"	"şaşırdı. Biraz ip ucu verelim"	"bakalım."	"Bak şimdi Mithat. Kabataş'ta astığınız"
"w"	"W-VA14B1A-1601-1063"	"şaşkın. Hepsi güler. 1. SOYTARI"	"Bakın"	"eşinizi, çırağınızı ve kedinizi güldürmeyi"
"s"	"S-BEABXg-0070-515"	"şart yani yüzde yüz şart."	"Bakalım"	"ne yapcaz ya. Bi de"
"s"	"S-BEABXs-0130-2339"	"şarlok hazırladım şharlok mu ulan"	"baktım"	"tipe falan baktım ses tonun"
"w"	"W-QD36C0A-0222-1830"	"şarkıyı buldurttum. Sağol Zafer, çalsınlar"	"bakalım."	"""Yine bir sızı var içimde,"
"s"	"S-BEABXO-0093-624"	"şarkımızı söyledim ya. Ee! söyle"	"bakalım"	"hatırlat bana. Tutup balonu da"
"s"	"S-BEABXp-0156-2435"	"şarkılardaki cinsel öğelerin işte... Olur"	"bak"	"o olur; çünkü neden bak"
"w"	"W-MA16B4A-0102-859"	"şakalarına gülüyordu. Timothy'ye kötü kötü"	"bakmayı"	"bile bırakmıştı. Böyle gitseydi güzel"
"s"	"S-BEABXO-0086-1901"	"Şakadan satıym dedim ciddiye aldı"	"baktım"	"çok hoşuna gidiyor. Dedim sat"
"w"	"W-FH03A1B-2384-1178"	"Şahitler kadının cinsel organına kasden"	"baktıklarını"	"söyleseler de, yine şahitlikleri kabul"
"s"	"S-BEABXc-0167-1691"	"Ş. Hayır. hmm. Tamam hadi"	"bak"	"hemen. Oo! İi göremedim, ama"
"w"	"W-LI27D1B-3258-1637"	"ışıklarını keşfetmişti. Bu küçük pencereden"	"baktığında"	"ateş böceklerine benziyorlardı. Öyle uzak,"
"w"	"W-OA16B4A-0167-1722"	"ısırmak geçti kafamdan. Öyle garip"	"bakıyordu"	"ki turnikenin içinde yemeğe davet"
"s"	"S-BEABXO-0378-1429"	"ırka tamam. Hmm gördün mü"	"bak."	"Tamam kızanım. Sen yelekleri yaptın"
"s"	"S-ADABI\-0438-2472"	"ın sütünü aldıktan sonra? Deterjanlara"	"baktım."	"Evet deterjanlardan hangisine bakmıştınız? Bingonun"
"w"	"W-VI41C2A-2987-1379"	"ğarça çiğ eti ısırın, tadına"	"bakın."	"Bu protein tadı. Sonra pişmiş"
"s"	"S-BEABXO-0389-35"	"Üçte üç sayıdır. R. Gitmişlere"	"bak."	"Aah! Elimde bir tek on"
"s"	"S-BEABXO-0344-1730"	"Üç yüz elliye biz evlere"	"baktık"	"iğrenç böyle duvarlar varya nem"
"w"	"W-QD02A3A-0653-1948"	"üç temel amacın ülkemizdeki uygulanmasına"	"baktığımızda"	"ortaya çıkan manzara pek iç"
"w"	"W-UD30D1B-2206-417"	"üç kişilik bir kurul oluşturuyor."	"Bakanın"	"başkanlığında toplanacak kurul, soruşturma açılması"
"w"	"W-RA16B3A-1134-2300"	"üç kat büyük, üstelik Boğaz'a"	"bakan"	"bir daireniz oldu diye sorarsa,"
"w"	"W-LG22C3A-0892-950"	"üzüntülü, bitkin. İçim yandı ona"	"bakarken."	"Karşımda 1991 Türkiyesi'nden bir vatandaş"
"w"	"W-OA16B3A-0043-1433"	"üzerine koymak üzereydim, durdum, yüzüne"	"baktım."	"Şaşırdığımı fark etmişti. ""Evet"" diye"
"s"	"S-ADABI]-0127-1209"	"üzerinde yazar, eee bütün yazarlara"	"baktığımızda"	"o çağdan bu çağa geldiğimizde"
"w"	"W-KE39E1B-2839-1404"	"üyeliğim süresince, şöyle bir dönüp"	"baktığımda,"	"hiç bir öğrencim politik yaklaşımlarından"
"w"	"W-JA14B1A-1689-1393"	"üstüne tutar. Başına yerleştirir. Aynaya"	"bakar."	"Yüzünü beğenmez. Çıkar, elinde boyalarla"
"w"	"W-GA14B1A-1501-2048"	"üstüne bastın. ARNAVUT (Bastığı yere"	"bakar.)"	"Nereye bastım bre? KARAGÖZ Öyle"
"w"	"W-OA16B2A-1253-1612"	"Üstündeki düğmelere bastı. Sonra annesine"	"Bak"	"anne, onu beslediğim için bana"
"w"	"W-LA16B4A-0687-766"	"Üstündeki ağırlığı atarak dinginleşti Verin"	"bakalım"	"üç tane simit. Sevinçle üç"
"s"	"S-BEABXO-0056-2495"	"Üstümde baskı var sanki. İnanmam"	"bak."	"Sana mı söyledi? Evet. Nerde"
"s"	"S-ACABTZ-0336-2224"	"Ürettiğiniz MW cent ve bunda"	"bakın"	"söküm maliyetleri, atık, proses maliyetleri"
"w"	"W-SE39C4A-0340-860"	"üretme gücüne hayranlıkla bakıyorsak, evrene"	"baktıkça"	"içimizde garip bir heyecan ve"
"w"	"W-CF05A1B-4353-1713"	"üretiminde 1 işçi 4 tezgaha"	"baktığından"	"5.57 x 4 22.28 m/saat."
"s"	"S-ACABTZ-0336-1552"	"üretim sistemleri mukayese edildiği zaman"	"bakın"	"hidro, rüzgar, kömür, gaz emm"
"w"	"W-QI22C3A-0010-1259"	"üniversite endişeleri ile geçti. Bir"	"baktım"	"16 bilmiş çoktan, 17'nin bitmesine"
"s"	"S-AEABUZ-0038-4"	"üniversite arasına girmesi gerekmez mi?"	"Bakıyorsun."	"Yok. Demek ki yayınlar yani"
"w"	"W-QD02A1B-4566-2217"	"ünitelerdir. Şehirleşme düzeyine bölgesel açıdan"	"bakıldığında,"	"Marmara Bölgesi'nde şehirlerde yaşayan nüfus"
"s"	"S-ACABPA-0434-255"	"üniformalı kesimin durumdan vazife çıkarmasına"	"bakmamamız"	"lazım. Burada konuşulmayan hususlardan bir"
"s"	"S-ADAASK-0036-2400"	"Ümmet-i Muhammet. Şimdi şu göreve"	"bak."	"Şahitlik görevi verdi Allah bize."
"s"	"S-BEABXu-0435-364"	"Ülkü elini değdirdi bi daha"	"bak."	"Ülkü elini değdirince... Ay! Hiç"
"s"	"S-ADABAo-0332-1579"	"ülkesi olmadı buna rağmen eskiden"	"baktığımızda"	"deve kuşu, kabileler vesaire şimdi"
"w"	"W-UA16B1A-1233-1345"	"ülkemin insanları. Hele bir yol"	"bakayım"	"ne yapıp ne ederler,"" diye"
"w"	"W-PD03A1A-3346-592"	"ülkelerin radyo ve televizyon endüstrilerine"	"bakılınca"	"açıkça görülebilir. Televizyon yayın akışını"
"s"	"S-BEABXO-0091-1165"	"öğretmeniydi denni? Girdik olmadı yaa"	"bakalım"	"bu sene de girecez. <B>"
"w"	"W-LA16B4A-0687-1471"	"öğretmenim. Biz sizi bekleriz. Kumsala"	"bakıyor,"	"denize bakıyor. Kaynayıp karışıyor kumsal."
"w"	"W-IA16B3A-0041-1769"	"öğretmene bir şeyler söyledi, bana"	"baktılar."	"""Peyman yavrum, odama gelir misin"
"s"	"S-BEABXD-0446-1436"	"öğretiyo bilmiyorum. Aa! Bak söze"	"bak."	"<gülerek> Eski sevgiliye dönmek ev"
"s"	"S-BEABXO-0377-1660"	"öğrenmediniz? Word, kelime demek. Tamam?"	"Bak"	"burda bu eksik. Belki yazarken"
"w"	"W-QA16B3A-0617-1367"	"Öğreniyor muyum yoksa? Öğreniyorum tabii."	"Baksana,"	"yalnızım. Giderek kalbim de yalnızlaşıp"
"s"	"S-BEABXO-0343-1376"	"öğrendim dedi. Nasıl yaptı dedi."	"Bak"	"dedi tarif ediyorum. Unu şeyi"
"w"	"W-RI43C3A-1806-1247"	"Öğrencilerin işlerine öncelikle talebe müfettişleri"	"bakardı,"	"Avrupa'da belli bölgelere dağılmıştı müfettişler."
"w"	"W-TI44F1D-4754-2018"	"öğle ultrason yapıyorlar rahime felan"	"bakıyorlar"	"birşey göremiyorlar allah ala ve"
"w"	"W-SD30D1B-2204-1562"	"Özümtürk ise müsteşarın yaptığı görevlendirmelerin,"	"bakanın"	"emirleriyle hazırlandığını söyledi. Özümtürk, Ünüvar'ın"
"w"	"W-PD20C3A-0512-227"	"Özsüvariler Aytekin Bey aday olamaz"	"Bakıyorum"	"bugünlerde kongreden çok birileri kavga"
"s"	"S-BEABXO-0128-508"	"Öznur da yok, hiç görmedim"	"bak"	"Öznur, Öznur'u da. Metin geldi"
"w"	"W-SI22C4A-0828-1723"	"özne, eserin birinci cildinin önsüzü..."	"Bakalım"	"gerisini nasıl tamamlayacak Kutlu?.. Hasretle"
"w"	"W-FA16B2A-0998-272"	"özgürlüğüne. Şimdi bu akşamın programına"	"bakalım..."	"Bir İngiliz grubu ile iş"
"w"	"W-LA16B2A-0621-1512"	"özgü kararsız adımlarla yürüyordu. Dikkatle"	"bakınmanın"	"ne yararı vardı, artık ne"
"w"	"W-RD03A2A-0893-702"	"özge, tolga vb. adlara soğuk"	"bakmıştır."	"Buradaki tepki unsuru, bu adların"
"w"	"W-RI22C0A-0279-163"	"Özellikle pazar günleri için. ""Kusura"	"bakma,"	"pazar günü arıyorum"" veya ""Kusura"
"w"	"W-PD03A1A-3341-1219"	"Özellikle insan fotoğraflarında konunun objektife"	"bakması"	"ve ""fotoğrafı çekilen insan"" pozunda"
"s"	"S-ADABI\-0438-625"	"özellikle hangileri dikkatiniz çekti? Aşağılara"	"bakmadım"	"üst kısımda bingonun çeşitleri dikkatimi"
"s"	"S-BEABXO-0322-2039"	"Özel sektörde yaşa daha çok"	"bakıyolar,"	"devlete... Hıı aynı eğitimi almışız,"
"s"	"S-BEABXL-0338-2384"	"özel koşullar var. Onlara da"	"bakacak"	"37 ne diyor vayahutta 36"
"w"	"W-GA16B4A-1930-1968"	"öylesine bütünleşmiş görünüyorlardı ki, uzaktan"	"bakan,"	"onları kara yırtık bir giysi"
"s"	"S-ADABI\-0438-85"	"öyledir? Genelde öyledir. Başka tekliflere"	"bakalım"	"Carefoure nin ürünü var. Denemedim"
"w"	"W-QG09C2A-0369-1572"	"öylece hafızaya kazınmıştır. Geriye dönüp"	"baktığımızda"	"Türkiye'deki sinemamızın Yeşilçam'da ekonomik yapılanımı,"
"w"	"W-PA16B2A-0748-1518"	"öyle. Yine yaklaştı. Aylin geriye"	"bakıp"	"onu görünce yine hızlandı. Serkan"
"s"	"S-BEABXO-0060-134"	"Öyle. Yapardım demi. Ooo pasa"	"bak."	"Sen nasıl forvetsin lan Berbatov."
"w"	"W-NA16B2A-1001-876"	"öyle, ormanın içine baktığım gibi"	"bakıyordum,"	"ürpermek için."" Elbette, sevişme arzusunun"
"w"	"W-GB04A3A-1979-747"	"öyle, 2a-1 biçiminde yazılan sayılara"	"bakalım."	"Bu sayılar asal mıdır? Eğer"
"s"	"S-BEABXO-0263-2231"	"öyle öpüyor ya Hmm hiç"	"bakmıyor."	"Hiç bakmıyor sonra şöyle bir"
"s"	"S-ADABAo-0308-326"	"öyle mi oldu mesela Türkiye'ye"	"baktığımızda?"	"Emm yani sadece Türkiye değil"
"s"	"S-BEABXO-0006-2043"	"öyle değil benim annem kapalıydı."	"Bak"	"biz çok açığız dimi. Ama"
"w"	"W-UA16B1A-1218-1756"	"öyle demiştim... Sen şimdi söyle"	"bakalım..."	"Daha ileri gidelim mi, yoksa"
"w"	"W-UI43C4A-1799-245"	"Öyle bir memleket ki sağına"	"bakıyorsun"	"fotoğraf, soluna bakıyorsun fotoğraf... ""Aman"
"s"	"S-ADBBI^-0042-709"	"Öyle bir memleket ki sağına"	"bakıyorsun"	"fotoğraf, soluna bakıyorsun fotoğraf... ""Aman"
"w"	"W-ID03A1A-1517-2326"	"öykü kişisinin arasındaki ilişkiler çerçevesinde"	"bakarsak"	"karşıt yansımalı yapısının aşağıdaki şekildeki"
"w"	"W-ID36C2A-0018-19"	"ötesine götüren süslemelerdir. Ancak bunlara"	"bakıp"	"da ""Köroğlu Destanı Müslümanlık nitelikleri"
"w"	"W-HA16B4A-0016-1553"	"ötesindeki, saklı arzusundan yansıyan. Aynaya"	"baktım"	"ve kendimi bildim Ben bir"
"w"	"W-ID37C3A-1061-148"	"Örneğin, çıplak bir kadın resmine"	"bakan"	"erkek kadına dokunmayı, birlikte olmayı"
"w"	"W-PF03A4A-1195-1797"	"Örneğin, 2002 yılının Eylül ayında"	"Bak"	"adasında yabancı turistlere yönelik terör"
"s"	"S-AAABOp-0011-2349"	"örnekleri Yapaycılık örnekleri <D 1395>"	"Bak."	"<B> Yapaycılık. Olur mu arkadaşlar"
"w"	"W-MG37C3A-0006-2289"	"örnek. Ama, geniş bir açıdan"	"bakılınca,"	"hırsızı ve hırsızlığı kitlenin de"
"s"	"S-ACAAPZ-0328-1947"	"Örgütü tarafından bildirilmiştir. Bu orana"	"baktığımızda"	"gerçekten oldukça yüksek olduğunu görüyoruz"
"w"	"W-LD02A1B-4494-1954"	"örgütü kurulmuştur. Saray av işlerine"	"bakanların"	"hepsine birden ""Hassa Avcılar"" adı"
"w"	"W-SE05A1B-4180-1131"	"örgütleri siyasal iktidara yardımcı olabilirler."	"Bakanlar"	"ve kamu görevlileri, etkili yürütmeyi,"
"s"	"S-BEABXO-0091-281"	"ördek geliyo arabanın önüne. Bakale"	"bak"	"lan ördeğin uçuşuna bak. Bak"
"s"	"S-BEABXw-0404-766"	"Öptürür ama sonra affetmez. Öp"	"bakarız."	"Zor bi şey değil herhalde,"
"s"	"S-BEABXW-0069-677"	"öpecek bitmezse dövecek galiba. <Gülme>"	"Bak"	"ya. Tavlada da yenemiyon. İlk"
"w"	"W-KD03A0A-0261-634"	"önündeki engellerdir. Olaylara bütünlük içinde"	"bakabilmek"	"de ayrıca önem taşıyor. Örneğin"
"w"	"W-UF10C4A-1193-1101"	"önünde, cüzdanı açık vaziyette, tavana"	"bakarak"	"hesap kesim tarihi hesabı yapan"
"w"	"W-QE09C4A-1157-845"	"önünde sıramı beklerken etrafımdaki insanlara"	"bakıyorum."	"Tam karşımda iki deli kardeş"
"w"	"W-ND39C2A-1757-2009"	"önünde kalın bir dosya duruyordu."	"Baktım,"	"Genelkurmay Başkanı yazılıydı üzerinde. 'Ona'"
"w"	"W-PF10A2A-1867-1491"	"Önlemleri Hakkında 95/7348 95/7348 sayılı"	"Bakanlar"	"Kurulu Kararı ve 1.11.1995 tarih"
"w"	"W-LE39C4A-0571-472"	"önlemi; paşaları, onbaşılara izletmek oldu."	"Bakalım"	"""gelen hükümetin"" önlemi ne olacak?"
"w"	"W-HA16B2A-0077-856"	"önemsiz kılabiliyor... Yüzümüze kimsenin bakmadığı,"	"bakamadığı"	"gibi bakıp bizi de hayattaki"
"w"	"W-TI27D1B-2461-181"	"önemli. Benim çımacı Recep rengine"	"bakmaz."	"Beni terletmesin, üşütmesin diye düşünür"""
"w"	"W-UE02A4A-0908-995"	"önemli olan iletişim kavramının anlamına"	"baktığımızda"	"birçok farklı tanım buluruz. İletişim"
"w"	"W-SC29D1B-2444-1534"	"önemli mesafe kat eden ülkelere"	"bakıldığında,"	"şirket yatırımları içinde teknolojiye ayrılan"
"w"	"W-RI09C2A-0023-542"	"önemli konulardan ""cillop geyt"" işine"	"bakıyor."	"Plan çekildikten sonra kameranın içine"
